checkpoint_name,train_mode,n_mem_tokens,num_samples,num_recovered_texts,avg_loss,avg_accuracy,overall_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path
llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260426_052101,encoder_converter,16,1000,1000,0.161059,0.952367,0.952367,0.787447,0.909454,0.808706,0.751098,0.710047,0.892709,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260426_052101
llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260412_053808,encoder_converter,32,1000,1000,0.031210,0.991195,0.991195,0.945274,0.964452,0.949156,0.939487,0.930159,0.963178,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260412_053808
llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260419_180711,encoder_converter,8,1000,1000,0.307158,0.908758,0.908758,0.608732,0.828880,0.648946,0.549545,0.480678,0.778910,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260419_180711
llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260426_012531,converter_only,16,1000,1000,1.694367,0.589305,0.589305,0.096391,0.457708,0.144008,0.059367,0.028999,0.296069,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260426_012531
llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260412_030016,converter_only,32,1000,1000,1.102543,0.719000,0.719000,0.204926,0.540619,0.253773,0.149590,0.098531,0.401546,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260412_030016
llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260419_141006,converter_only,8,1000,1000,2.146672,0.506641,0.506641,0.052985,0.371296,0.090728,0.031337,0.012687,0.192261,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260419_141006
llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260426_013927,encoder_converter,16,1000,1000,0.750329,0.790867,0.790867,0.335442,0.693711,0.390946,0.264742,0.192144,0.578023,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260426_013927
llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260412_030016,encoder_converter,32,1000,1000,0.195936,0.945297,0.945297,0.753741,0.889144,0.778617,0.714535,0.666185,0.871418,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260412_030016
llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260419_142420,encoder_converter,8,1000,1000,1.466580,0.621461,0.621461,0.131010,0.517203,0.189017,0.089846,0.046760,0.329508,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260419_142420
llama1b_to_qwen3b_to_qwen3b_converter_only_mem16_len128_100000samples_20260426_022342,converter_only,16,1000,1000,0.168882,0.950344,0.950344,0.761730,0.914660,0.787043,0.717491,0.672599,0.877627,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_converter_only_mem16_len128_100000samples_20260426_022342
llama1b_to_qwen3b_to_qwen3b_converter_only_mem32_len128_100000samples_20260412_034900,converter_only,32,1000,1000,0.031910,0.992437,0.992437,0.971023,0.987042,0.972623,0.966028,0.960476,0.983455,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_converter_only_mem32_len128_100000samples_20260412_034900
llama1b_to_qwen3b_to_qwen3b_converter_only_mem8_len128_100000samples_20260419_151245,converter_only,8,1000,1000,0.414220,0.876828,0.876828,0.502112,0.795044,0.555293,0.433561,0.352503,0.702011,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_converter_only_mem8_len128_100000samples_20260419_151245
llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260426_024124,encoder_converter,16,1000,1000,0.193736,0.942922,0.942922,0.709513,0.893631,0.743562,0.657439,0.599426,0.848722,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260426_024124
llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260412_034900,encoder_converter,32,1000,1000,0.032958,0.991742,0.991742,0.965876,0.984692,0.968693,0.959882,0.952330,0.980496,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260412_034900
llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260419_152951,encoder_converter,8,1000,1000,0.433789,0.870891,0.870891,0.510006,0.801658,0.563408,0.443178,0.365507,0.708709,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260419_152951
llama1b_to_qwen3b_to_qwen7b_converter_only_mem16_len128_100000samples_20260426_033419,converter_only,16,1000,1000,0.501130,0.862437,0.862437,0.510790,0.792254,0.560971,0.443964,0.372748,0.721375,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_converter_only_mem16_len128_100000samples_20260426_033419
llama1b_to_qwen3b_to_qwen7b_converter_only_mem32_len128_100000samples_20260412_043940,converter_only,32,1000,1000,0.125728,0.966289,0.966289,0.845913,0.931499,0.863155,0.819572,0.784392,0.919060,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_converter_only_mem32_len128_100000samples_20260412_043940
llama1b_to_qwen3b_to_qwen7b_converter_only_mem8_len128_100000samples_20260419_162229,converter_only,8,1000,1000,0.745466,0.792922,0.792922,0.344968,0.694443,0.405448,0.275646,0.203510,0.575065,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_converter_only_mem8_len128_100000samples_20260419_162229
llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260426_035753,encoder_converter,16,1000,1000,0.297837,0.914797,0.914797,0.672170,0.861137,0.705678,0.619197,0.562023,0.822855,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260426_035753
llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260412_043940,encoder_converter,32,1000,1000,0.068173,0.981766,0.981766,0.912534,0.961926,0.920321,0.898287,0.878432,0.954632,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260412_043940
llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260419_164510,encoder_converter,8,1000,1000,0.686367,0.804789,0.804789,0.393847,0.721285,0.448738,0.323763,0.248892,0.595185,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen3b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260419_164510
llama1b_to_qwen7b_to_llama1b_converter_only_mem16_len128_100000samples_20260426_061746,converter_only,16,1000,1000,0.478051,0.878945,0.878945,0.563576,0.800780,0.601165,0.503265,0.437174,0.755356,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_converter_only_mem16_len128_100000samples_20260426_061746
llama1b_to_qwen7b_to_llama1b_converter_only_mem32_len128_100000samples_20260412_064113,converter_only,32,1000,1000,0.150741,0.962336,0.962336,0.831178,0.919794,0.849317,0.804576,0.768521,0.909350,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_converter_only_mem32_len128_100000samples_20260412_064113
llama1b_to_qwen7b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_190644,converter_only,8,1000,1000,1.235492,0.692484,0.692484,0.194442,0.591067,0.263367,0.136989,0.080073,0.440776,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_converter_only_mem8_len128_100000samples_20260419_190644
llama1b_to_qwen7b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260426_063151,encoder_converter,16,1000,1000,0.241516,0.939219,0.939219,0.754811,0.896938,0.782431,0.717956,0.671903,0.873954,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260426_063151
llama1b_to_qwen7b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260412_064113,encoder_converter,32,1000,1000,0.037748,0.990391,0.990391,0.948426,0.974926,0.953752,0.940005,0.928210,0.973920,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260412_064113
llama1b_to_qwen7b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_192022,encoder_converter,8,1000,1000,0.972648,0.738359,0.738359,0.219943,0.655148,0.307692,0.158905,0.084509,0.474017,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260419_192022
llama1b_to_qwen7b_to_llama3b_converter_only_mem16_len128_100000samples_20260426_071822,converter_only,16,1000,1000,0.231304,0.944789,0.944789,0.774246,0.896986,0.799613,0.740808,0.696779,0.881562,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_converter_only_mem16_len128_100000samples_20260426_071822
llama1b_to_qwen7b_to_llama3b_converter_only_mem32_len128_100000samples_20260412_072402,converter_only,32,1000,1000,0.077220,0.981641,0.981641,0.927627,0.963954,0.936001,0.915705,0.899391,0.955934,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_converter_only_mem32_len128_100000samples_20260412_072402
llama1b_to_qwen7b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_200605,converter_only,8,1000,1000,0.811383,0.788672,0.788672,0.306968,0.676491,0.378680,0.241763,0.167201,0.552258,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_converter_only_mem8_len128_100000samples_20260419_200605
llama1b_to_qwen7b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260426_073637,encoder_converter,16,1000,1000,0.129183,0.970297,0.970297,0.866651,0.944864,0.880539,0.841854,0.812932,0.935526,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260426_073637
llama1b_to_qwen7b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260412_072402,encoder_converter,32,1000,1000,0.016616,0.995477,0.995477,0.976078,0.989731,0.979828,0.971782,0.964487,0.989090,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260412_072402
llama1b_to_qwen7b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_202323,encoder_converter,8,1000,1000,0.607729,0.831711,0.831711,0.362362,0.735721,0.431598,0.290029,0.213279,0.603527,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260419_202323
llama1b_to_qwen7b_to_llama8b_converter_only_mem16_len128_100000samples_20260426_082738,converter_only,16,1000,1000,0.097343,0.973031,0.973031,0.865174,0.938770,0.878044,0.843447,0.816932,0.924604,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_converter_only_mem16_len128_100000samples_20260426_082738
llama1b_to_qwen7b_to_llama8b_converter_only_mem32_len128_100000samples_20260412_081508,converter_only,32,1000,1000,0.038242,0.990531,0.990531,0.961966,0.978652,0.965767,0.956472,0.948139,0.975251,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_converter_only_mem32_len128_100000samples_20260412_081508
llama1b_to_qwen7b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_211408,converter_only,8,1000,1000,0.473580,0.865406,0.865406,0.444747,0.757763,0.501484,0.375764,0.298866,0.661039,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_converter_only_mem8_len128_100000samples_20260419_211408
llama1b_to_qwen7b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260426_085219,encoder_converter,16,1000,1000,0.042002,0.987453,0.987453,0.932398,0.973676,0.939908,0.918761,0.902849,0.969212,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260426_085219
llama1b_to_qwen7b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260412_081508,encoder_converter,32,1000,1000,0.007646,0.997891,0.997891,0.985448,0.993478,0.987750,0.982649,0.978404,0.992329,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260412_081508
llama1b_to_qwen7b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_213822,encoder_converter,8,1000,1000,0.355295,0.894406,0.894406,0.495488,0.803139,0.552703,0.423787,0.345894,0.697228,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260419_213822
llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260426_132443,converter_only,16,1000,1000,0.140056,0.959031,0.959031,0.797181,0.907062,0.820513,0.765183,0.721714,0.895720,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260426_132443
llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260412_115206,converter_only,32,1000,1000,0.058015,0.982797,0.982797,0.923394,0.964474,0.933580,0.910836,0.891127,0.962187,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260412_115206
llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260420_015224,converter_only,8,1000,1000,0.591743,0.838039,0.838039,0.367136,0.697888,0.429236,0.300677,0.224902,0.595469,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_qwen7b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260420_015224
