checkpoint_name,source_experiment,source_model,target_model,transfer_method,dataset_path,num_texts,num_recovered_texts,avg_transfer_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path,eval_file
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.290457,0.053333,0.436365,0.117862,0.036993,0.013179,0.292999,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama3b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.296717,0.066828,0.456095,0.139180,0.045648,0.018445,0.311637,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.303787,0.040455,0.399287,0.101293,0.031741,0.011827,0.263092,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.345236,0.095665,0.507279,0.173823,0.069092,0.030334,0.364477,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.398008,0.132124,0.517628,0.200532,0.094771,0.048835,0.394976,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.441921,0.170102,0.545328,0.243924,0.132108,0.083082,0.431161,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.255591,0.034068,0.424868,0.105353,0.026416,0.009347,0.273876,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama3b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.151709,0.021173,0.340159,0.077105,0.017985,0.007158,0.230178,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_mistral7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.192685,0.012186,0.332389,0.053302,0.011287,0.003086,0.212270,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_mistral7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_mistral7b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_mistral7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.360126,0.096628,0.499158,0.174368,0.070322,0.032290,0.366077,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.418402,0.131991,0.521273,0.208420,0.097002,0.052053,0.399414,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen3b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.442976,0.134038,0.527170,0.209288,0.095203,0.049777,0.411334,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen7b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem32_len128_ds_4gpu_to_gpt2_to_qwen7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.311307,0.062575,0.458526,0.136042,0.047321,0.018976,0.314355,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama3b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama8b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.401780,0.109727,0.513559,0.185367,0.076867,0.036575,0.385423,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama8b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama8b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_llama8b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_mistral7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.401811,0.087919,0.456262,0.154046,0.062366,0.032305,0.341525,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_mistral7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_mistral7b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_mistral7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.344142,0.095006,0.504020,0.172354,0.069069,0.030142,0.362338,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.412441,0.137957,0.523166,0.211006,0.099604,0.051903,0.401777,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen3b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.436520,0.132144,0.523127,0.205224,0.093028,0.048723,0.406502,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen7b_mem8_len128_ds_4gpu/evaluation/gpt2_to_llama1b_mem8_len128_ds_4gpu_to_gpt2_to_qwen7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama1b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.116457,0.004884,0.253212,0.032254,0.005084,0.001037,0.159108,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama1b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama1b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama1b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.222220,0.037072,0.408991,0.102131,0.029343,0.009953,0.260130,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_llama8b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.205339,0.009451,0.309854,0.051793,0.012714,0.002896,0.209583,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_mistral7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.328866,0.091516,0.502801,0.170207,0.067065,0.029646,0.357380,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen1.5b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.414803,0.138525,0.517691,0.208578,0.102200,0.056444,0.395699,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.441780,0.166381,0.546151,0.243009,0.131444,0.080656,0.432442,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem16_len128_ds_4gpu_to_gpt2_to_qwen7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama1b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.075205,0.000000,0.181081,0.016633,0.001847,0.000000,0.125422,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama1b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama1b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama1b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.154583,0.034846,0.387985,0.091982,0.022914,0.007669,0.243333,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu/evaluation/gpt2_to_llama3b_mem32_len128_ds_4gpu_to_gpt2_to_llama8b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
