checkpoint_name,source_experiment,source_model,target_model,transfer_method,dataset_path,num_texts,num_recovered_texts,avg_transfer_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path,eval_file
llama1b_to_mistral7b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.263787,0.039303,0.424954,0.104435,0.031323,0.011165,0.274842,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.160583,0.001951,0.239092,0.032598,0.004508,0.000343,0.193769,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.095197,0.000000,0.204484,0.019705,0.001674,0.000000,0.150374,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.162866,0.013017,0.274129,0.047209,0.011108,0.003510,0.205460,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.306583,0.069985,0.448267,0.136909,0.050073,0.018779,0.333395,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.152803,0.020661,0.407256,0.079728,0.015074,0.003815,0.239272,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Mistral-7B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.275827,0.061105,0.445994,0.131590,0.045790,0.020064,0.304523,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/evaluation/llama1b_to_mistral7b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.040898,0.000000,0.162840,0.009095,0.000692,0.000000,0.106245,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.049252,0.000000,0.125879,0.008057,0.000000,0.000000,0.126151,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama3b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.000315,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.071339,0.000000,0.169155,0.012034,0.000699,0.000000,0.141024,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.427937,0.147318,0.533304,0.226040,0.111959,0.062397,0.414681,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.437953,0.157188,0.537186,0.231640,0.118446,0.069137,0.418837,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.005142,0.000000,0.022027,0.000000,0.000000,0.000000,0.038050,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.011709,0.000000,0.001176,0.000000,0.000000,0.000000,0.023009,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.000819,0.000000,0.000038,0.000000,0.000000,0.000000,0.000496,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.036913,0.000000,0.140416,0.004113,0.000000,0.000000,0.102382,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.423417,0.145018,0.532344,0.219241,0.106338,0.059146,0.413012,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.429843,0.124403,0.520361,0.198854,0.087066,0.043627,0.400144,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.054331,0.001561,0.132146,0.009629,0.001419,0.000551,0.079203,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.087906,0.000000,0.156889,0.015849,0.001057,0.000000,0.161811,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.025362,0.000000,0.009443,0.000598,0.000002,0.000000,0.077612,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.311535,0.039540,0.396322,0.100310,0.031069,0.013280,0.266554,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.427047,0.155410,0.536923,0.225504,0.114651,0.063831,0.415266,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.438528,0.131191,0.526729,0.206064,0.092913,0.047730,0.407690,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/evaluation/llama1b_to_qwen1.5b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_qwen3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.070331,0.000000,0.154158,0.011415,0.000645,0.000000,0.141861,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_qwen3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/evaluation/llama1b_to_qwen3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
