mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.1454939992254367,0.95599365234375,1.0
gaussian,0.2,384,1.4784395654375355,0.6629638671875,0.6934814531060461
gaussian,0.3,384,2.697495799511671,0.4678141276041667,0.4893485709421354
gaussian,0.35,384,3.0728620318695903,0.4128824869791667,0.43188831428632235
gaussian,0.4,384,3.295376092195511,0.3798421223958333,0.39732703398667774
gaussian,0.45,384,3.40721152164042,0.364013671875,0.3807699674391879
gaussian,0.5,384,3.4322975085427365,0.35986328125,0.37642852582519315
gaussian,0.6,384,3.3446922724445662,0.37237548828125,0.389516695396795
gaussian,0.7,384,3.213811904502412,0.3901163736979167,0.4080742301389687
gaussian,0.8,384,3.1163779037694135,0.4040934244791667,0.42269467322139226
gaussian,1.0,384,3.023848643215994,0.4168701171875,0.4360595032880036
gaussian,1.2,384,2.9970651660114527,0.4220174153645833,0.4414437421524186
