mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.010012430979543296,0.99749755859375,1.0
gaussian,0.2,384,0.025365791314508595,0.9930216471354166,0.9955128597360745
gaussian,0.3,384,0.0712206514852672,0.9802042643229166,0.9826633217075608
gaussian,0.35,384,0.12465633050608933,0.9659016927083334,0.9683248689551083
gaussian,0.4,384,0.22224886332211705,0.9427490234375,0.9451141161353485
gaussian,0.45,384,0.37963444671671215,0.90655517578125,0.9088294682738787
gaussian,0.5,384,0.6167410369186351,0.8525187174479166,0.8546574476330335
gaussian,0.6,384,1.3632261227661122,0.6903279622395834,0.6920598013420629
gaussian,0.7,384,2.3106293197100363,0.5152180989583334,0.5165106365620348
gaussian,0.8,384,2.993790602621933,0.4136149088541667,0.4146525525709274
gaussian,1.0,384,3.4136310443282127,0.36572265625,0.36664015174692527
gaussian,1.2,384,3.465899415935079,0.3650716145833333,0.3659874767994452
