mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.0434981957337186,0.98907470703125,1.0
gaussian,0.2,384,0.2698160801810445,0.9259033203125,0.9361308238198087
gaussian,0.3,384,0.8564720884120712,0.7864786783854166,0.7951661009976344
gaussian,0.35,384,1.2709376184114565,0.69976806640625,0.7074976858994138
gaussian,0.4,384,1.695791017729789,0.6163330078125,0.6231410058623882
gaussian,0.45,384,2.08398810091118,0.54791259765625,0.5539648256710892
gaussian,0.5,384,2.4053930270796022,0.4944864908854167,0.49994857554252803
gaussian,0.6,384,2.8513937713578343,0.4294637044270833,0.43420754911035686
gaussian,0.7,384,3.127858399723967,0.3995361328125,0.4039493983338476
gaussian,0.8,384,3.2901405254378915,0.38494873046875,0.38920086393088554
gaussian,1.0,384,3.4140579542145133,0.3779093424479167,0.3820837190167644
gaussian,1.2,384,3.378999638992051,0.384765625,0.3890157358839864
