mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.30537215020740405,0.91082763671875,1.0
gaussian,0.2,384,1.0399103855403762,0.735107421875,0.8070763251356966
gaussian,0.3,384,1.790180902928114,0.5943196614583334,0.6525050816413144
gaussian,0.35,384,2.1223950533506772,0.5420125325520834,0.5950769505684738
gaussian,0.4,384,2.391973032305638,0.5007527669270834,0.5497777479952646
gaussian,0.45,384,2.5911884379262724,0.4720255533854167,0.5182380665192432
gaussian,0.5,384,2.723520765081048,0.4519449869791667,0.49619156112488555
gaussian,0.6,384,2.8488020778944096,0.43658447265625,0.47932721302687126
gaussian,0.7,384,2.890066242776811,0.43646240234375,0.4791931917174831
gaussian,0.8,384,2.9156012603392205,0.4371134440104167,0.47990797203422014
gaussian,1.0,384,2.978032173278431,0.4325764973958333,0.47492684670195895
gaussian,1.2,384,3.0319874538108706,0.4283854166666667,0.47032544841296436
