mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,1.2371230635326356,0.6893310546875,1.0
gaussian,0.2,384,1.8541281948176522,0.5732421875,0.8315919957499557
gaussian,0.3,384,2.314465492963791,0.5045572916666666,0.7319520689451625
gaussian,0.35,384,2.4887807819371424,0.4792073567708333,0.6951773803199338
gaussian,0.4,384,2.6202440448105335,0.4635823567708333,0.6725104775396966
gaussian,0.45,384,2.713895864163836,0.4517822265625,0.6553922436692049
gaussian,0.5,384,2.77807460197558,0.4456787109375,0.6465379847706747
gaussian,0.6,384,2.848587729347249,0.4367268880208333,0.6335517383861637
gaussian,0.7,384,2.8805339351917305,0.43341064453125,0.628740924384629
gaussian,0.8,384,2.897224965194861,0.4317626953125,0.6263502744820258
gaussian,1.0,384,2.9131667145217457,0.43133544921875,0.6257304763591287
gaussian,1.2,384,2.9234936591237783,0.43035888671875,0.6243137949353639
