mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.3562038952950388,0.908935546875,1.0
gaussian,0.2,384,0.42012753661644336,0.8904622395833334,0.9796758886202883
gaussian,0.3,384,0.529110458252641,0.8621012369791666,0.9484734533082639
gaussian,0.35,384,0.6250179823643217,0.8409423828125,0.9251947354284179
gaussian,0.4,384,0.7638399997570863,0.80889892578125,0.8899409078699974
gaussian,0.45,384,0.9490078791665534,0.7667236328125,0.8435401557883427
gaussian,0.5,384,1.192379251588136,0.7106526692708334,0.7818515534067508
gaussian,0.6,384,1.826266021778186,0.58880615234375,0.6477974751544453
gaussian,0.7,384,2.399184917410215,0.4934895833333333,0.5429313277822544
gaussian,0.8,384,2.742808486955861,0.447509765625,0.492344883158743
gaussian,1.0,384,3.0026553872351847,0.4169108072916667,0.45868027576327336
gaussian,1.2,384,3.081083307042718,0.408447265625,0.44936878861133495
