sigma,n_examples,loss,accuracy,relative_accuracy
0.0,384,5.812786631286144,0.17388916015625,1.0
0.01,384,5.812856697787841,0.17378743489583334,0.9994149994149994
0.02,384,5.812680846701066,0.17386881510416666,0.9998829998829998
0.05,384,5.81193529566129,0.17405192057291666,1.0009360009360009
0.1,384,5.806704277793567,0.17427571614583334,1.0022230022230023
0.2,384,5.784251605470975,0.17519124348958334,1.0074880074880075
0.4,384,5.697055925304691,0.18088785807291666,1.0402480402480403
0.8,384,5.433724066863458,0.19936116536458334,1.1464841464841464
