sigma,n_examples,loss,accuracy,relative_accuracy
0.0,384,0.002161524089814293,0.9996337890625,1.0
0.01,384,0.002153857523561934,0.99969482421875,1.0000610575161804
0.02,384,0.0021929737735698986,0.9996337890625,1.0
0.05,384,0.0023166786013367377,0.9996744791666666,1.000040705010787
0.1,384,0.0030810050538434552,0.9994913736979166,0.9998575324622461
0.2,384,0.012068360023590685,0.9971516927083334,0.9975169943420036
0.4,384,0.3146283184566225,0.9206136067708334,0.9209508690519803
0.8,384,3.729838960493604,0.3260498046875,0.32616925143485165
