mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,5.663896322250366,0.18115234375,1.0
gaussian,0.01,384,5.663590502614777,0.1807861328125,0.9979784366576819
gaussian,0.02,384,5.66288958179454,0.18147786458333334,1.0017969451931716
gaussian,0.05,384,5.662769997492433,0.18113199869791666,0.9998876909254267
gaussian,0.1,384,5.6602625499169035,0.18092854817708334,0.9987646001796946
gaussian,0.2,384,5.653255168348551,0.18082682291666666,0.9982030548068284
gaussian,0.4,384,5.627030408630769,0.18121337890625,1.0003369272237197
gaussian,0.8,384,5.534798861170809,0.18752034505208334,1.0351527403414196
gaussian,1.2,384,5.4116149470210075,0.19671630859375,1.0859164420485174
gaussian,1.6,384,5.318833896269401,0.20438639322916666,1.1282569631626236
gaussian,2.4,384,5.305802698557575,0.209228515625,1.1549865229110512
gaussian,3.2,384,5.41369017213583,0.20404052734375,1.1263477088948788
zero,nan,384,3.3621566416695714,0.38482666015625,2.1243261455525606
random,nan,384,3.726948134290675,0.3525594075520833,1.9462039532794249
shuffle,nan,384,5.684582006186247,0.17706298828125,0.9774258760107817
