mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,4.283466594293714,0.24261474609375,1.0
gaussian,0.01,384,4.286514416957895,0.2423095703125,0.9987421383647799
gaussian,0.02,384,4.288333334649603,0.24222819010416666,0.9984067085953878
gaussian,0.05,384,4.304730466256539,0.24082438151041666,0.9926205450733753
gaussian,0.1,384,4.355190600578983,0.2379150390625,0.98062893081761
gaussian,0.2,384,4.52927250849704,0.22955322265625,0.9461635220125786
gaussian,0.4,384,4.836873245735963,0.2177734375,0.8976100628930818
gaussian,0.8,384,4.449460659176111,0.2661946614583333,1.0971907756813417
gaussian,1.2,384,4.053989868611097,0.3123372395833333,1.2873794549266246
gaussian,1.6,384,3.888377017651995,0.3322957356770833,1.369643605870021
gaussian,2.4,384,3.8375228295723596,0.3403523763020833,1.4028511530398322
gaussian,3.2,384,4.051584935436646,0.3173014322916667,1.307840670859539
zero,nan,384,3.143530083820224,0.41143798828125,1.6958490566037736
random,nan,384,4.275453997465472,0.3117268880208333,1.2848637316561844
shuffle,nan,384,4.7027401477098465,0.22648111979166666,0.9335010482180293
