mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,0.16040556723601185,0.95452880859375,1.0
gaussian,0.2,384,0.36285817799701664,0.8978678385416666,0.9406398533580578
gaussian,0.3,384,0.74450670570756,0.8088175455729166,0.8473474433574184
gaussian,0.35,384,1.0224184484686702,0.7497965494791666,0.7855148453652194
gaussian,0.4,384,1.3429630634685357,0.6860148111979166,0.7186947162009506
gaussian,0.45,384,1.6886303136125207,0.6214396158854166,0.6510433318413368
gaussian,0.5,384,2.0332146727790437,0.56060791015625,0.587313766864889
gaussian,0.6,384,2.6169289154931903,0.4698282877604167,0.4922096468231132
gaussian,0.7,384,2.9667178907742104,0.4225870768229167,0.4427179913464203
gaussian,0.8,384,3.120947611207763,0.4034423828125,0.4226612954792506
gaussian,1.0,384,3.197655202820897,0.39630126953125,0.41517999872114586
gaussian,1.2,384,3.215528156918784,0.3959147135416667,0.4147750282413624
