sigma,n_examples,loss,accuracy,relative_accuracy
0.0,384,3.450735148973763,0.3829345703125,1.0
0.01,384,3.4543790373330316,0.3827107747395833,0.9994155775156731
0.02,384,3.4543298119679093,0.3824055989583333,0.9986186377643183
0.05,384,3.456148405869802,0.38226318359375,0.9982467325470195
0.1,384,3.4556162195901075,0.3812459309895833,0.9955902667091701
0.2,384,3.461361314790944,0.381103515625,0.9952183614918713
0.4,384,3.473319015465677,0.3789876302083333,0.9896929125491446
0.8,384,3.4752408027028046,0.3797607421875,0.9917118265859101
