mode,sigma,n_examples,loss,accuracy,relative_accuracy
gaussian,0.0,384,3.4572436176240444,0.381103515625,1.0
gaussian,0.01,384,3.4574877427270017,0.3810221354166667,0.9997864616698698
gaussian,0.02,384,3.4575605283801756,0.3810831705729167,0.9999466154174674
gaussian,0.05,384,3.4570123245939612,0.3807779947916667,0.999145846679479
gaussian,0.1,384,3.4574601569523415,0.3805338541666667,0.9985052316890882
gaussian,0.2,384,3.4529539132490754,0.3808390299479167,0.9993060004270767
gaussian,0.4,384,3.424702536625167,0.3842366536458333,1.008221225710015
gaussian,0.8,384,3.2646668441593647,0.4011027018229167,1.052477044629511
gaussian,1.2,384,3.083230598208805,0.4144694010416667,1.087550715353406
gaussian,1.6,384,2.9949976531788707,0.4209187825520833,1.1044736280162288
gaussian,2.4,384,2.973720997261504,0.4215291341145833,1.1060751654922059
gaussian,3.2,384,3.0028730062767863,0.420166015625,1.102498398462524
zero,nan,384,3.143530083820224,0.41143798828125,1.0795964125560538
random,nan,384,3.3056993714223304,0.3957722981770833,1.038490284005979
shuffle,nan,384,3.4991580337906876,0.3765462239583333,0.9880418535127055
