pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump,pair_normalized_direction_rmse,target_readability_z2_mean,target_readability_tail_frac,target_magnitude_tail_frac,target_readability_cross_entropy,source_to_target_anchor_kl,target_readability_energy,source_target_top_anchor_overlap,source_target_direction_entropy_gap,source_target_direction_dispersion_gap,diagnostic_source_direction_entropy_mean,diagnostic_target_direction_entropy,diagnostic_source_direction_std_mean
gpt2:llama1b->llama3b,gpt2,llama1b,llama3b,128,512,0.15534173999913037,0.16272076754830778,3.4290572386235,3.430343648418784,3.2734145474387333,0.030671910019009374,0.015721655123343226,0.020263893333869732,5.904161866754293,33.116039365530014,0.06417271494865417,0.04600384086370468,0.10354672372341156,0.10354671627283096,3.0276303105056286,0.6410860103787854,2.386544300126843,2048,3072,0.40546510810653674,1.0,0.0,3.0,1.0,1.098612288001443,2.0,2.0298054606672418,5.881586920469999,0.8140602111816406,1.0,6.350497774779797,0.1324363051680848,0.0019434124787949258,0.01861572265625,0.08469155803322792,1.3988666570280255,6.218061480671167,6.1333699226379395,0.015842734232137445
gpt2:llama1b->llama8b,gpt2,llama1b,llama8b,128,512,0.023927906557219103,0.029131442643119954,3.477750025689602,3.511647066101432,3.9177452677395195,0.00513460569709423,0.7169256722554564,0.0035023156529298415,1.0512641477398574,4.339590150862932,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.6381282990332693,2.2754159655887634,2048,4096,0.6931471805575039,1.0,0.0,8.0,1.0,2.0794415408048357,2.0,0.45659277246542274,1.0425897100940347,0.0019083023071289062,1.0,6.238664407283068,0.02064244069333654,0.0019536709132808028,0.08990478515625,0.019676558673381805,1.11718893732276,6.218021996319294,6.237698554992676,0.015627623710315675
gpt2:llama1b->mistral7b,gpt2,llama1b,mistral7b,128,512,0.03702057877671905,0.042212299624225125,3.3488080967217684,3.353213658556342,5.136028609471396,0.005388465971918777,0.5825067050755024,0.005074956277697564,0.7499410030432045,30.025199085474014,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.6388698067748919,1.8845267532160506,2048,4096,0.6931471805575039,0.0,1.0,7.0,1.0,1.9459101481981704,2.0,0.651484259986486,0.742137789260596,0.002307891845703125,1.0,6.238806776702404,0.02165622425673064,0.0019539547356544062,0.0549468994140625,0.020224682986736298,1.136912208545862,6.217150576412678,6.237375259399414,0.015655260016501416
gpt2:llama1b->qwen1.5b,gpt2,llama1b,qwen1.5b,128,512,0.09079630492487922,0.09772232623072341,3.4155014511197805,3.41767087392509,3.3141182096442208,0.018269409774802625,0.040306318493094295,0.013319226726355222,2.340400183573365,35.94382667541504,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.6366985930362716,2.298202822334133,2048,1536,0.2876820724501533,0.0,1.0,1.5,1.0,0.405465107774831,1.0,1.263830699342047,2.324372559785843,0.11217784881591797,1.0,6.296964358538389,0.07945828314404935,0.0019461611091173836,0.052093505859375,0.026412125676870346,1.3733218684329254,6.217506047338247,6.191093921661377,0.015572605378110893
gpt2:llama1b->qwen3b,gpt2,llama1b,qwen3b,128,512,0.06564952729968354,0.07215097895823419,3.415094932541251,3.4171269685029984,3.237253579427488,0.013433618121780455,0.07520380557980388,0.00946289632166016,1.559599608182907,36.50299787521362,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.6329575622221455,2.1739608315983787,2048,2048,0.0,0.0,1.0,3.0,1.0,1.098612288001443,2.0,1.0030967074028339,1.5463340431451797,0.02739429473876953,1.0,6.274370066821575,0.05686402600258589,0.0019477543246466666,0.0701751708984375,0.008594151586294174,1.2807508972626236,6.217506047338247,6.208911895751953,0.015572605378110893
gpt2:llama1b->qwen7b,gpt2,llama1b,qwen7b,128,512,0.020534870185656473,0.02546036255080253,3.4162493031471968,3.4215151984244585,3.5191455059684813,0.00555648683803156,0.7057469543069601,0.003110903249181262,0.22301862319000065,20.569259703159332,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.638009149231948,2.0639787645777687,2048,3584,0.55961578793333,0.0,1.0,7.0,1.0,1.9459101481981704,2.0,0.36325674885987846,0.21981508820317686,9.5367431640625e-07,1.0,6.239818684756756,0.022312650005915202,0.001952987227923586,0.047637939453125,0.01940000429749489,1.2437391160711129,6.217506047338247,6.236906051635742,0.015572605378110893
gpt2:llama3b->llama1b,gpt2,llama3b,llama1b,128,512,0.12609609274659306,0.13296994648408145,3.736331768333912,3.7374003622680902,3.891974444151856,0.02247021289076656,0.019190871651517227,0.01743955294361203,3.790907483547926,38.80583617091179,0.06511299312114716,0.04729097709059715,0.0962827205657959,0.0962827205657959,3.2864207942038774,0.4485541344038211,2.8378666598000564,3072,2048,0.4054651081065368,1.0,0.0,1.0,3.0,-1.098612288001443,1.0,1.7156481684859166,3.8042078614234924,0.4721107482910156,1.0,6.3183745220303535,0.09449351252987981,0.001987568371987436,0.10919189453125,0.08285544812679291,1.6484087016207019,6.2238809913396835,6.141025543212891,0.012524851241323631
gpt2:llama3b->llama8b,gpt2,llama3b,llama8b,128,512,0.01473561362217879,0.01848404288466554,3.7842289973050356,3.8119755052030087,4.379379384452477,0.0037446942460519494,0.746741243172437,0.0022222364171065063,3.0186505932360888,4.722019415348768,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.4502018339699134,2.463342430652119,3072,4096,0.2876820724509672,1.0,0.0,8.0,3.0,0.9808292528033928,2.0,0.30733506612418554,2.964388132095337,0.0019283294677734375,1.0,6.239203926175833,0.014983292334363796,0.0019526302949088858,0.0559234619140625,0.013477914035320282,1.346220410895199,6.2242206409573555,6.237698554992676,0.012428701818862464
gpt2:llama3b->mistral7b,gpt2,llama3b,mistral7b,128,512,0.024612913199234754,0.02920025394996628,3.672536339610815,3.6763207502663136,5.5984769586939365,0.003825989400866092,0.6401491505093873,0.0035105884638585295,0.35782932001166046,32.92772477865219,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.44647293246816844,2.076923627522774,3072,4096,0.2876820724509672,0.0,1.0,7.0,3.0,0.8472978601967275,1.0,0.47859492326635444,0.3606774169020355,2.574920654296875e-05,1.0,6.238193564116955,0.015322855921112932,0.001955182784513454,0.064208984375,0.014504559338092804,1.3661068240163743,6.222870700061321,6.237375259399414,0.012448650006263051
gpt2:llama3b->qwen1.5b,gpt2,llama3b,qwen1.5b,128,512,0.07463765249121934,0.0806385621544905,3.721260419115424,3.7232750076800585,3.7752296291291714,0.013367456289415713,0.03825681362650357,0.010990766733152866,1.582716123200953,39.161553502082825,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.4570076725212857,2.477893742849119,3072,1536,0.6931471805566901,0.0,1.0,1.5,3.0,-0.6931471802266119,1.0,1.0888747383663933,1.5899041527882218,0.010606765747070312,1.0,6.281161230057478,0.05732049455400556,0.0019700101474882104,0.0785064697265625,0.03274685889482498,1.5747499041074948,6.223840780556202,6.191093921661377,0.012731574970530346
