pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump
gpt2:qwen1.5b->llama1b,gpt2,qwen1.5b,llama1b,128,512,0.11086279310984537,0.11794751131674275,5.095731273293495,5.096885040402412,5.197114478331059,0.020189501767163165,0.04026684066047892,0.015469299060159154,3.226482292637229,55.81751325726509,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,1.5091875735670328,1.7772332206368446,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0
gpt2:qwen1.5b->llama3b,gpt2,qwen1.5b,llama3b,128,512,0.12131451832829043,0.12832118314690888,5.096197538077831,5.097482547163963,5.042228486854583,0.021424015023512766,0.033242778066778556,0.0159800547093226,3.956298353150487,51.535290360450745,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,1.501953492872417,1.5256768176332116,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->llama8b,gpt2,qwen1.5b,llama8b,128,512,0.020490656184847467,0.025829406280536205,5.096834596246481,5.099659349769354,5.655862899962813,0.0076929056049266364,0.7384480708278716,0.0031053296958354075,0.28790124924853444,39.63163307309151,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,1.5070563512854278,1.4064879133366048,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0
gpt2:qwen1.5b->mistral7b,gpt2,qwen1.5b,mistral7b,128,512,0.029601628077216446,0.036103904130868614,5.048984594643116,5.051475569605827,6.916169147472829,0.007830343311070465,0.6028018388897181,0.004340576953859952,0.5496280919760466,48.53778055310249,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,1.5054834121838212,1.0179131478071213,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen1.5b->qwen3b,gpt2,qwen1.5b,qwen3b,128,512,0.06255137681728229,0.07098672818392515,5.120383195579052,5.120959274470806,5.048210098408163,0.01858214900130406,0.08706912881461903,0.009310200065437823,1.3010758720338345,32.2221806794405,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,1.5026097535155714,1.3043086403049529,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->qwen7b,gpt2,qwen1.5b,qwen7b,128,512,0.020198598387651145,0.025375376353622414,5.307240262627602,5.34929832816124,5.523257055785507,0.00742883761995472,0.828664222266525,0.003100519114375026,9.730951618403196,3.2415918707847595,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,1.5083437147550285,1.1936441990546882,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen3b->llama1b,gpt2,qwen3b,llama1b,128,512,0.131936714053154,0.13897784519940615,5.2868071384727955,5.288742318749428,5.464648539666086,0.023253008374013007,0.029044717812212184,0.018227513460226264,4.510613963007927,57.91051599383354,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,1.3327379645779729,1.9536828296259046,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0
gpt2:qwen3b->llama3b,gpt2,qwen3b,llama3b,128,512,0.14255354169290513,0.14946609979961067,5.2868762165308,5.288866654038429,5.309365093242377,0.02467170447926037,0.022366519333445467,0.018613267064818098,5.3989994786679745,53.46352717280388,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,1.3382224407978356,1.689407869707793,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0
gpt2:qwen3b->llama8b,gpt2,qwen3b,llama8b,128,512,0.027333447826094925,0.03273535630432889,5.286026392132044,5.289538353681564,5.921512857079506,0.0058169816293229815,0.634107565972954,0.003935594683497891,0.4651940162293613,41.10273835062981,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,1.3356725722551346,1.577871692366898,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0
gpt2:qwen3b->mistral7b,gpt2,qwen3b,mistral7b,128,512,0.04170202964451164,0.04613990872167051,5.239110957831144,5.242569055408239,7.183205741457641,0.005169600452063605,0.5452910694293678,0.005547151458316995,0.8992474041879177,50.36553445458412,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,1.3370105908252299,1.1863859691657126,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen3b->qwen1.5b,gpt2,qwen3b,qwen1.5b,128,512,0.10895750776398927,0.11651479627471417,5.3155216835439205,5.317033112049103,5.387694757897407,0.02739275673229713,0.02889238415809814,0.015880577636823604,3.1041105426847935,36.36993736028671,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,1.3381421072408557,1.596759308129549,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0
gpt2:qwen3b->qwen7b,gpt2,qwen3b,qwen7b,128,512,0.020981248788302764,0.025924352506990544,5.497141186147928,5.5331081710755825,5.7902663461863995,0.005910141800995916,0.6314636659808457,0.003167596387757455,1.9088143343105912,3.3575808946043253,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,1.341223044320941,1.3607648694887757,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen7b->llama1b,gpt2,qwen7b,llama1b,128,512,0.12850111268926412,0.1351312337210402,5.896605368703604,5.899280454963446,5.793709200806916,0.021679184093954973,0.021353529547923245,0.017723014614402482,4.217925012111664,64.59011372923851,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,1.0445989756844938,2.2418218185193837,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
gpt2:qwen7b->llama3b,gpt2,qwen7b,llama3b,128,512,0.1391781735001132,0.14564276114106178,5.897417511790991,5.900227252393961,5.63916878355667,0.02309958907426335,0.01560076709574787,0.018137140213135845,5.080970589071512,59.63762357831001,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,1.0482289481442422,1.9794013623613864,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:qwen7b->llama8b,gpt2,qwen7b,llama8b,128,512,0.02276776367216371,0.027027741103665903,5.896900996565819,5.8997887670993805,6.251649777870625,0.003605334592066356,0.565145440865308,0.0032493990047231794,0.3157367561943829,45.852735966444016,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,1.0417675874195993,1.8717766772024333,3584,4096,0.13353139262417382,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
gpt2:qwen7b->mistral7b,gpt2,qwen7b,mistral7b,128,512,0.038740412826882675,0.04197668650886044,5.889802675694227,6.002123363316059,7.511535252444446,0.00331931009714026,0.485155618051067,0.005046629788272153,0.7453017393127084,56.62087833881378,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,1.0427388495299965,1.480657710460946,3584,4096,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
gpt2:qwen7b->qwen1.5b,gpt2,qwen7b,qwen1.5b,128,512,0.10522462177323177,0.1126623855670914,6.117066644132137,6.310879711061716,5.712893273681402,0.02643273869762197,0.020082977585843764,0.01535550692231032,2.8532962426543236,41.85428082942963,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,1.0397558119148016,1.8951456034556031,3584,1536,0.8472978603834834,1.0,0.0,1.5,7.0,-1.5404450404233394,1.0
gpt2:qwen7b->qwen3b,gpt2,qwen7b,qwen3b,128,512,0.0776693974621594,0.08489756274502724,6.119910329580307,6.310267265886068,5.643563598860055,0.01930572057608515,0.03565154134412296,0.011134662977793816,1.8514712825417519,38.51212826371193,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,1.0391415494959801,1.767776844324544,3584,2048,0.5596157879333301,1.0,0.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:llama1b->llama3b,llama1b,llama1b,llama3b,128,512,0.15365938609465957,0.16103390918578953,3.9288302045315504,3.929093534126878,3.773187499959022,0.0295032822759822,0.015583218912070151,0.020053825999242218,5.788800813257694,37.942584961652756,0.06417271494865417,0.04600384086370468,0.10354672372341156,0.10354671627283096,3.0276303105056286,0.2051085352213704,2.822521775284258,2048,3072,0.40546510810653674,1.0,0.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama1b->llama8b,llama1b,llama1b,llama8b,128,512,0.02350478466541972,0.028830768962507136,3.9759698137640953,3.999958984553814,4.417918857652694,0.005215991757722804,0.7277087061665952,0.0034661672839343565,1.0415876214392483,4.961276531219482,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.2051085352213704,2.7084357294006622,2048,4096,0.6931471805575039,1.0,0.0,8.0,1.0,2.0794415408048357,2.0
llama1b:llama1b->mistral7b,llama1b,llama1b,mistral7b,128,512,0.036777654371690005,0.04202293770504184,3.8484891429543495,3.851386396214366,5.635709640104324,0.005183331777516287,0.5995198981836438,0.005052190319219325,0.7418980882503092,34.50530889630318,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.2051085352213704,2.318288024769572,2048,4096,0.6931471805575039,0.0,1.0,7.0,1.0,1.9459101481981704,2.0
llama1b:llama1b->qwen1.5b,llama1b,llama1b,qwen1.5b,128,512,0.09032143093645573,0.09723209484945983,3.9144308269023895,3.915441608056426,3.8130475846119225,0.0180876039667055,0.04073563180281781,0.013252409826192533,2.319139873608947,41.19442689418793,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.2051085352213704,2.7297928801490343,2048,1536,0.2876820724501533,0.0,1.0,1.5,1.0,0.405465107774831,1.0
llama1b:llama1b->qwen3b,llama1b,llama1b,qwen3b,128,512,0.06510104218614288,0.07170563231920823,3.9144308231770992,3.915308840572834,3.7365894583053887,0.013242392495158128,0.0762943968293257,0.009404487286423896,1.5429723346605897,41.84026038646698,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.2051085352213704,2.601809858599154,2048,2048,0.0,0.0,1.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama1b->qwen7b,llama1b,llama1b,qwen7b,128,512,0.020529389090370387,0.025704729225253686,3.9144308250397444,3.9181514754891396,4.017327037174255,0.0055838295847934205,0.7119603203609586,0.003140761468207988,0.22666120307985693,23.568814158439636,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.2051085352213704,2.4968793785883463,2048,3584,0.55961578793333,0.0,1.0,7.0,1.0,1.9459101481981704,2.0
llama1b:llama3b->llama1b,llama1b,llama3b,llama1b,128,512,0.13205773977097124,0.1390400769887492,4.43564023450017,4.436067711561918,4.591282858047634,0.02404732686409261,0.016863425698829815,0.01823567541421452,4.148969292640686,46.068909376859665,0.06511299312114716,0.04729097709059715,0.0962827205657959,0.0962827205657959,3.2864207942038774,0.16040556723601185,3.1260152269678656,3072,2048,0.4054651081065368,1.0,0.0,1.0,3.0,-1.098612288001443,1.0
llama1b:llama3b->llama8b,llama1b,llama3b,llama8b,128,512,0.015233514372084755,0.01909175139735453,4.482482768595219,4.499955102801323,5.080371520016342,0.003539357101544738,0.7303033620119095,0.0022952979219033527,1.3871910027228296,5.59331139177084,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.16040556723601185,2.753138697386021,3072,4096,0.2876820724509672,1.0,0.0,8.0,3.0,0.9808292528033928,2.0
llama1b:llama3b->mistral7b,llama1b,llama3b,mistral7b,128,512,0.028363546342006885,0.03253800708625931,4.3722215704619884,4.374918762594461,6.298162302467972,0.0034514659782871604,0.6257522027008235,0.003911868455311873,0.44611699134111404,39.20105943083763,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.16040556723601185,2.3629909927549306,3072,4096,0.2876820724509672,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:llama3b->qwen1.5b,llama1b,llama3b,qwen1.5b,128,512,0.08081405656412244,0.08682716160546988,4.421531144529581,4.422753062099218,4.475500246975571,0.014938625012291595,0.03255184585577808,0.011834252171798483,1.8373767025768757,46.531014651060104,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.16040556723601185,2.774495848134393,3072,1536,0.6931471805566901,0.0,1.0,1.5,3.0,-0.6931471802266119,1.0
llama1b:llama3b->qwen3b,llama1b,llama3b,qwen3b,128,512,0.05559807951794937,0.06113912144792266,4.4215309880673885,4.422584488987923,4.399042120669037,0.010303903014573734,0.06525168148800731,0.00801864611974269,1.1125863986089826,47.260513097047806,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.16040556723601185,2.6465128265845124,3072,2048,0.4054651081065368,0.0,1.0,3.0,3.0,0.0,0.0
llama1b:llama3b->qwen7b,llama1b,llama3b,qwen7b,128,512,0.014457717283221427,0.018118084451998584,4.421531084924936,4.425173062831163,4.679779699537903,0.0037196370049059624,0.7600641697645187,0.0022137786796318135,0.11252061143750325,26.622068613767624,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.16040556723601185,2.541582346573705,3072,3584,0.15415067982679323,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
