pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump
gpt2:mistral7b->llama1b,gpt2,mistral7b,llama1b,128,512,0.07313256053021178,0.07837560417829081,4.7531529776751995,4.7589326202869415,2.9659326128312387,0.013761857007921208,0.04455151982256211,0.010279281406784007,1.6771425399929285,47.50369295477867,0.05816026031970978,0.04653429985046387,0.10005860030651093,0.10005860030651093,3.2864207942038774,0.06558171958022285,3.2208390746236546,4096,2048,0.6931471805575039,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
gpt2:mistral7b->llama3b,gpt2,mistral7b,llama3b,128,512,0.07929423521272838,0.08457648498006165,4.750645563006401,4.756370808929205,2.8247049048077315,0.0150507840589853,0.03045762843976263,0.010532453208105754,2.053179985843599,43.72020944952965,0.05670587718486786,0.04595469310879707,0.10866017639636993,0.10866016894578934,3.0276303105056286,0.06576107435921585,2.9618692361464127,4096,3072,0.28768207245096716,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:mistral7b->llama8b,gpt2,mistral7b,llama8b,128,512,0.02200600154174026,0.026058631148771383,4.853785380721092,4.8845500238239765,3.6270867264829576,0.0031395481473737163,0.3300620566587895,0.0031328881608896756,1.1255752081051469,4.3381063640117645,0.04798778146505356,2.6038948774953496e-11,1.1188719272613525,1.118871808052063,2.9135442646220326,0.06512500571079727,2.8484192589112354,4096,4096,0.0,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
gpt2:mistral7b->qwen1.5b,gpt2,mistral7b,qwen1.5b,128,512,0.04169803479453549,0.048527837701840326,4.745997544378042,4.751660533249378,2.8788130073226057,0.012791716784704477,0.07933535170741379,0.006614182222438438,0.5000160553026944,45.76365774869919,0.06299355626106262,0.04985617473721504,0.10370670258998871,0.10370668768882751,2.9349014153704047,0.06901739853128674,2.865884016839118,4096,1536,0.9808292530076572,0.0,1.0,1.5,7.0,-1.5404450404233394,1.0
gpt2:mistral7b->qwen3b,gpt2,mistral7b,qwen3b,128,512,0.02866809158877004,0.03500513706239872,4.747371055185795,4.753183767199516,2.8032761793001555,0.008805426303297281,0.15553646301850677,0.004591067058684431,0.3155770523007959,44.06658113002777,0.05740310996770859,0.048326294869184494,0.10773177444934845,0.10773177444934845,2.806918393820524,0.06810261628197622,2.738815777538548,4096,2048,0.6931471805575039,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:mistral7b->qwen7b,gpt2,mistral7b,qwen7b,128,512,0.01664594392059371,0.02074811929196585,4.854917898774147,4.8907373659312725,3.127342262014281,0.0035204862488171784,0.4408879766706377,0.002535132466829011,0.9738536952063441,4.236723739653826,0.054259926080703735,0.0,1.1459132432937622,1.1459132432937622,2.7019879138097167,0.06556198212183517,2.6364259316878815,4096,3584,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
gpt2:qwen1.5b->llama1b,gpt2,qwen1.5b,llama1b,128,512,0.10653891682159156,0.11377006775001064,4.765095956623554,4.782761704176664,4.866479152638931,0.019649118679808453,0.04710678383708,0.014921410231312422,3.0115431118756533,52.19580712914467,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.46860674978233874,2.8178140444215387,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0
gpt2:qwen1.5b->llama3b,gpt2,qwen1.5b,llama3b,128,512,0.11716817144770175,0.12409544258844107,4.764029279351234,4.781818352639675,4.710060162702575,0.02077476232079789,0.03935710189398378,0.015453816066132957,3.711566062644124,48.17623856663704,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.47461482213111594,2.5530154883745126,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->llama8b,gpt2,qwen1.5b,llama8b,128,512,0.02231669805769343,0.027633662059088238,4.765994429588318,4.7854663245379925,5.3250227406970225,0.009116914181504399,0.7242027665488422,0.0033222456011863665,0.32979188673198223,37.05910795927048,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.4744302427279763,2.4391140218940563,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0
gpt2:qwen1.5b->mistral7b,gpt2,qwen1.5b,mistral7b,128,512,0.030195977349649183,0.03646113889408298,4.7163216061890125,4.7355698347091675,6.583506141032558,0.008198857409297489,0.5622884356416762,0.004383525355636814,0.5619258559308946,45.33976632356644,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.4705852223560214,2.052811337634921,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen1.5b->qwen3b,gpt2,qwen1.5b,qwen3b,128,512,0.05762343731475994,0.06563023442868143,4.787243291735649,4.804248563945293,4.715070199104957,0.01715328439604491,0.1095575702493079,0.008607673976598017,1.125766976736486,30.125758573412895,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.4713157524820417,2.3356026413384825,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->qwen7b,gpt2,qwen1.5b,qwen7b,128,512,0.02268171141622588,0.028313947535934858,4.980391938239336,5.04802156239748,5.191220628214069,0.008206143873394467,0.7691773418337107,0.003459571764185704,27.240568473935127,3.0419572442770004,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.46960167115321383,2.232386242656503,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen3b->llama1b,gpt2,qwen3b,llama1b,128,512,0.12677358463406563,0.13339660898782313,4.833334617316723,4.8344879895448685,5.011175989056937,0.021631866533425637,0.02855430793715641,0.01749551147800121,4.1676004603505135,52.943278074264526,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.32597759549389593,2.9604431987099815,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0
gpt2:qwen3b->llama3b,gpt2,qwen3b,llama3b,128,512,0.13735459209419787,0.1438047121046111,4.831813968718052,4.833042107522488,4.854302856256254,0.022690612604492344,0.022586394305108115,0.017908244847300005,5.016341485083103,48.861710637807846,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.32391816400922835,2.7037121464964002,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0
gpt2:qwen3b->llama8b,gpt2,qwen3b,llama8b,128,512,0.024174590871552937,0.02923567485413514,4.832163270562887,4.835047695785761,5.467649739002809,0.006150967579742428,0.5907867653295398,0.003514846927424213,0.37127648014575243,37.57361915707588,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.3213228037056979,2.5922214609163348,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0
gpt2:qwen3b->mistral7b,gpt2,qwen3b,mistral7b,128,512,0.04038519467576407,0.04554852575529367,4.782670199871063,4.7854578122496605,6.726765043684281,0.006583585429325467,0.4977475102059543,0.005476052685578842,0.8738125003874302,45.97759938240051,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.31608367251465097,2.2073128874762915,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen3b->qwen1.5b,gpt2,qwen3b,qwen1.5b,128,512,0.10120049788383767,0.10835457139182836,4.860012277960777,4.860688153654337,4.932185368845239,0.02352602401515469,0.0317726429348113,0.014768366235955102,2.7083122450858355,33.253244519233704,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.32296354274149053,2.611937872628914,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0
gpt2:qwen3b->qwen7b,gpt2,qwen3b,qwen7b,128,512,0.01908590276434552,0.023680614365730435,5.049457676708698,5.097001876682043,5.335476758889854,0.0063886436182656325,0.6960391141474247,0.002893442700431507,16.761101439595222,3.0841417480260134,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.3231987139733974,2.3787891998363193,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen7b->llama1b,gpt2,qwen7b,llama1b,128,512,0.126994134276174,0.13360592862591147,5.276587050408125,5.279831826686859,5.173690859461203,0.021204230113653466,0.022783951222663745,0.01752296460562217,4.122033402323723,57.79856765270233,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.2673298054141924,3.019090988789685,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
gpt2:qwen7b->llama3b,gpt2,qwen7b,llama3b,128,512,0.13762612314894795,0.14405909657943994,5.278302025049925,5.281664565205574,5.020053365966305,0.022480799743789248,0.01743637963954825,0.01793992377766268,4.970277585089207,53.37682008743286,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.2756585761089809,2.7519717343966477,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:qwen7b->llama8b,gpt2,qwen7b,llama8b,128,512,0.02175871399231255,0.02613120386376977,5.2773659117519855,5.280828662216663,5.632114703767002,0.003674011210023309,0.5839963140897453,0.0031416131855590084,0.29524401971139014,41.03539577126503,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.2707628302159719,2.6427814344060607,3584,4096,0.13353139262417382,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
gpt2:qwen7b->mistral7b,gpt2,qwen7b,mistral7b,128,512,0.038507779710926116,0.04196765736560337,5.26957268640399,5.395049255341291,6.891305314260535,0.0037269366075634025,0.47318358113989234,0.0050455442632554495,0.7443176619708538,50.65837571024895,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.2652494797075633,2.258147080283379,3584,4096,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
gpt2:qwen7b->qwen1.5b,gpt2,qwen7b,qwen1.5b,128,512,0.10422557377023622,0.11226362071465701,5.498988080769777,5.714000500738621,5.0948147140443325,0.027767549399868585,0.021314111465471797,0.015301156604579084,2.808432634919882,37.62525516748428,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.2643007276346907,2.670600687735714,3584,1536,0.8472978603834834,1.0,0.0,1.5,7.0,-1.5404450404233394,1.0
gpt2:qwen7b->qwen3b,gpt2,qwen7b,qwen3b,128,512,0.07663389726076275,0.08462626184336841,5.500192616134882,5.711482547223568,5.023845894262195,0.020513616065727547,0.037984522816259414,0.011099080753665485,1.8171540005132556,34.6122921705246,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.26509535998047795,2.5418230338400463,3584,2048,0.5596157879333301,1.0,0.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:llama1b->llama3b,llama1b,llama1b,llama3b,128,512,0.14729492890182883,0.15455847862176597,3.527732679620385,3.5306057762354612,3.3720900078769773,0.028763358684955165,0.016650099234539084,0.019247429641744102,5.311932347714901,34.068995505571365,0.06417271494865417,0.04600384086370468,0.10354672372341156,0.10354671627283096,3.0276303105056286,0.002161524089814293,3.0254687864158143,2048,3072,0.40546510810653674,1.0,0.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama1b->llama8b,llama1b,llama1b,llama8b,128,512,0.019577755461796187,0.024374418338993564,3.57643910869956,3.609862633049488,4.0168213655706495,0.005202574415307026,0.7237658118829131,0.002930404371850725,0.895670348778367,4.462735887616873,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.002161524089814293,2.9113827405322183,2048,4096,0.6931471805575039,1.0,0.0,8.0,1.0,2.0794415408048357,2.0
llama1b:llama1b->mistral7b,llama1b,llama1b,mistral7b,128,512,0.032359758304664865,0.037772313196910545,3.447391664609313,3.453263284638524,5.234612148022279,0.00560627007871517,0.5797058846801519,0.004541160744339299,0.5993093797005713,30.909092649817467,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.002161524089814293,2.521235035901128,2048,4096,0.6931471805575039,0.0,1.0,7.0,1.0,1.9459101481981704,2.0
llama1b:llama1b->qwen1.5b,llama1b,llama1b,qwen1.5b,128,512,0.08386622864054516,0.0907073980779387,3.5133333541452885,3.517049204558134,3.411950092529878,0.01765581135987304,0.045273043389897794,0.012363115445137515,2.0088134352117777,36.97338351607323,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.002161524089814293,2.9327398912805904,2048,1536,0.2876820724501533,0.0,1.0,1.5,1.0,0.405465107774831,1.0
llama1b:llama1b->qwen3b,llama1b,llama1b,qwen3b,128,512,0.05886480541084893,0.06540185591438785,3.5133333317935467,3.5169014148414135,3.335491966223344,0.012967991511686705,0.08902543399017304,0.00857772119932377,1.276224510744214,37.553040355443954,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.002161524089814293,2.80475686973071,2048,2048,0.0,0.0,1.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama1b->qwen7b,llama1b,llama1b,qwen7b,128,512,0.01799921727797482,0.022589714237255976,3.5133333392441273,3.5200657416135073,3.61622954509221,0.0055146830272860825,0.7592766680754721,0.002760149832058881,0.17509977286681533,21.153803527355194,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.002161524089814293,2.6998263897199024,2048,3584,0.55961578793333,0.0,1.0,7.0,1.0,1.9459101481981704,2.0
llama1b:llama3b->llama1b,llama1b,llama3b,llama1b,128,512,0.1253049400402233,0.13216088362969458,3.8466859441250563,3.8472028598189354,4.00232862267876,0.02180638475692831,0.018918678470072336,0.017333441037449243,3.7506910767406225,39.95198357105255,0.06511299312114716,0.04729097709059715,0.0962827205657959,0.0962827205657959,3.2864207942038774,0.0017785590489580727,3.2846422351549194,3072,2048,0.4054651081065368,1.0,0.0,1.0,3.0,-1.098612288001443,1.0
llama1b:llama3b->llama8b,llama1b,llama3b,llama8b,128,512,0.015319436934078112,0.019270361197413877,3.8958292454481125,3.921213088557124,4.4914172846474685,0.003941588536690688,0.7178376442752779,0.0023167712113033286,3.1065429747104645,4.861275915056467,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.0017785590489580727,2.9117657055730746,3072,4096,0.2876820724509672,1.0,0.0,8.0,3.0,0.9808292528033928,2.0
llama1b:llama3b->mistral7b,llama1b,llama3b,mistral7b,128,512,0.02507758856518194,0.029916745799710043,3.783267440274358,3.78640828281641,5.709208067099098,0.003814581637925585,0.6383660342544317,0.003596728400397061,0.3740196826402098,33.92053321003914,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.0017785590489580727,2.5216180009419844,3072,4096,0.2876820724509672,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:llama3b->qwen1.5b,llama1b,llama3b,qwen1.5b,128,512,0.07462525431765243,0.08025913714664057,3.832576783373952,3.834010526537895,3.886546011606697,0.012706245011941064,0.03848871114314534,0.010939052371654035,1.5762146702036262,40.33301714062691,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.0017785590489580727,2.9331228563214466,3072,1536,0.6931471805566901,0.0,1.0,1.5,3.0,-0.6931471802266119,1.0
llama1b:llama3b->qwen3b,llama1b,llama3b,qwen3b,128,512,0.049531363096321,0.05483099797856994,3.832576857879758,3.833816111087799,3.810087885300163,0.008660591513034888,0.07953402865678072,0.007191309897329543,0.8988067163154483,40.9653454720974,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.0017785590489580727,2.805139834771566,3072,2048,0.4054651081065368,0.0,1.0,3.0,3.0,0.0,0.0
llama1b:llama3b->qwen7b,llama1b,llama3b,qwen7b,128,512,0.0151299691569875,0.018998290761373937,3.8325768299400806,3.83680179156363,4.090825464169029,0.003748999128220021,0.8317746203392744,0.002321327684965963,0.12363551172893494,23.075971320271492,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.0017785590489580727,2.7002093547607586,3072,3584,0.15415067982679323,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:llama8b->llama1b,llama1b,llama8b,llama1b,128,512,0.13820755190681666,0.1468813855899498,4.2815145924687386,4.351590894162655,3.7873883948195726,0.030702284755534492,0.013280643775942735,0.019264095144489502,4.2283952087163925,43.98864847421646,0.06723786145448685,0.04718389734625816,0.09733225405216217,0.09733225405216217,3.2864207942038774,0.000750396099181927,3.2856703981046955,4096,2048,0.6931471805575039,1.0,0.0,1.0,8.0,-2.0794415408048357,1.0
llama1b:llama8b->llama3b,llama1b,llama8b,llama3b,128,512,0.1482839499367401,0.15667583048343658,4.281514644622803,4.3515856973826885,3.6333421275485307,0.0326205367455259,0.009941549513314385,0.019511107062405397,5.028794802725315,41.25999942421913,0.06600110232830048,0.04603511095046997,0.10376913845539093,0.10376913100481033,3.0276303105056286,0.000750396099181927,3.0268799144064467,4096,3072,0.28768207245096716,1.0,0.0,3.0,8.0,-0.9808292528033928,1.0
llama1b:llama8b->mistral7b,llama1b,llama8b,mistral7b,128,512,0.03368401524494402,0.036979451862862334,4.374545309692621,4.514879003167152,5.499305407749489,0.0029882539856771473,0.5489810188300908,0.004445839318110664,0.5765525423921645,39.221894174814224,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.000750396099181927,2.5226461638917606,4096,4096,0.0,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0
