pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump
gpt2:llama8b->qwen7b,gpt2,llama8b,qwen7b,128,512,0.014288084195868578,0.017736739580868743,4.074116894975305,4.078649798408151,3.7193681441713125,0.0034487845659896266,0.6990079311653972,0.00216718362442436,0.10780954052461311,24.530285120010376,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.3234015071648173,2.3785864066448994,4096,3584,0.13353139262417382,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0
gpt2:mistral7b->llama1b,gpt2,mistral7b,llama1b,128,512,0.08494808740215376,0.08983051142422482,5.161853265017271,5.171765618026257,3.374632910708897,0.013608149827632587,0.05135484642232768,0.011781639395651413,2.25259380787611,51.588302344083786,0.05816026031970978,0.04653429985046387,0.10005860030651093,0.10005860030651093,3.2864207942038774,0.24720382287341636,3.039216971330461,4096,2048,0.6931471805575039,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
gpt2:mistral7b->llama3b,gpt2,mistral7b,llama3b,128,512,0.0911134333582595,0.09608030528761446,5.161470033228397,5.171319171786308,3.235529418569058,0.01488329217681894,0.03326959503465332,0.011965043473973628,2.6999744325876236,47.5010290145874,0.05670587718486786,0.04595469310879707,0.10866017639636993,0.10866016894578934,3.0276303105056286,0.24047728488221765,2.787153025623411,4096,3072,0.28768207245096716,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:mistral7b->llama8b,gpt2,mistral7b,llama8b,128,512,0.03333956384449266,0.036849018710199744,5.259208168834448,5.287433512508869,4.035701798973605,0.0033141595595225226,0.2732690137345344,0.004430158046234516,1.308131075464189,4.700455944985151,0.04798778146505356,2.6038948774953496e-11,1.1188719272613525,1.118871808052063,2.9135442646220326,0.2517895749770105,2.661754689645022,4096,4096,0.0,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
gpt2:mistral7b->qwen1.5b,gpt2,mistral7b,qwen1.5b,128,512,0.05180925875902176,0.05808807152789086,5.158145125955343,5.167933490127325,3.290960551123135,0.012980934989172965,0.06332610084791668,0.007917210166999422,0.7483806125819683,49.73782300949097,0.06299355626106262,0.04985617473721504,0.10370670258998871,0.10370668768882751,2.9349014153704047,0.2457329616008792,2.6891684537695255,4096,1536,0.9808292530076572,0.0,1.0,1.5,7.0,-1.5404450404233394,1.0
gpt2:mistral7b->qwen3b,gpt2,mistral7b,qwen3b,128,512,0.038136153627419844,0.04374957733671181,5.157320186495781,5.1672416888177395,3.2132253139279783,0.008932521035603713,0.10713497485266998,0.005737936205874717,0.5210738533642143,47.871856927871704,0.05740310996770859,0.048326294869184494,0.10773177444934845,0.10773177444934845,2.806918393820524,0.2492776503204368,2.5576407435000874,4096,2048,0.6931471805575039,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:mistral7b->qwen7b,gpt2,mistral7b,qwen7b,128,512,0.025303526243078522,0.02939104837423656,5.262354649603367,5.294891063123941,3.5379872027551755,0.003462869641225552,0.35437773051671684,0.003591178550651634,1.0129816778935492,4.592280138283968,0.054259926080703735,0.0,1.1459132432937622,1.1459132432937622,2.7019879138097167,0.2470293534861412,2.4549585603235755,4096,3584,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
gpt2:qwen1.5b->llama1b,gpt2,qwen1.5b,llama1b,128,512,0.10204551398055628,0.10988629481289536,4.690403185784817,4.697569578886032,4.7917863833718,0.01878625829704106,0.051806189585477114,0.014412037508011386,2.8155630826950073,51.37763923406601,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.9324025129899383,2.354018281213939,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0
gpt2:qwen1.5b->llama3b,gpt2,qwen1.5b,llama3b,128,512,0.11260536022018641,0.12013225519331172,4.689615935087204,4.696917664259672,4.635646841255948,0.01994058689160738,0.04194472709787078,0.014960273613949056,3.484013505280018,47.42373442649841,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.9221040727570653,2.1055262377485633,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->llama8b,gpt2,qwen1.5b,llama8b,128,512,0.025252264051232487,0.031216288232826628,4.691227834671736,4.700196500867605,5.250256165280007,0.0093681757862214,0.7504501198418438,0.0037529653523705217,0.42454092018306255,36.47774276137352,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.9226001775823534,1.9909440870396793,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0
gpt2:qwen1.5b->mistral7b,gpt2,qwen1.5b,mistral7b,128,512,0.028468109652749263,0.03511228831484914,4.642356164753437,4.6510249599814415,6.509540735860355,0.008855995278281625,0.5849239476956427,0.004221360352173457,0.5204646205529571,44.62870916724205,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.929779612692073,1.5936169472988695,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen1.5b->qwen3b,gpt2,qwen1.5b,qwen3b,128,512,0.05254931192030199,0.062375021108891815,4.713016677647829,4.719565622508526,4.640843566507101,0.017075975192710757,0.13543952978216112,0.00818073942082591,1.0043366458266973,29.658656001091003,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.9277067468501627,1.8792116469703615,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0
gpt2:qwen1.5b->qwen7b,gpt2,qwen1.5b,qwen7b,128,512,0.027057356302975677,0.03322351331007667,4.908114902675152,4.968274336308241,5.117796353297308,0.008304360475449357,0.7544629764743149,0.004059452621670409,40.311968088150024,2.997811395674944,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.9263335219584405,1.7756543918512762,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0
gpt2:qwen3b->llama1b,gpt2,qwen3b,llama1b,128,512,0.13640580500941724,0.1435253752861172,5.156808961182833,5.157654441893101,5.33465035748668,0.024533285206416622,0.027952116433880292,0.01882394065153419,4.821732543408871,56.48654451966286,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.7634229033719748,2.5229978908319026,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0
gpt2:qwen3b->llama3b,gpt2,qwen3b,llama3b,128,512,0.1469226545887068,0.15396519552450627,5.156734365969896,5.157648663967848,5.179223297862336,0.02584932312311139,0.022145049268146977,0.019173547090790125,5.741128869354725,52.14746817946434,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.7688445958774537,2.258785714628175,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0
gpt2:qwen3b->llama8b,gpt2,qwen3b,llama8b,128,512,0.031073500475031324,0.03640762442955747,5.1568961925804615,5.159352298825979,5.7923826752230525,0.006154149363283068,0.6295082522556186,0.004377091601254585,0.5773151144385338,40.098656207323074,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.7640675477450714,2.1494767168769613,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0
gpt2:qwen3b->mistral7b,gpt2,qwen3b,mistral7b,128,512,0.045088713348377496,0.04956258335732855,5.1067938059568405,5.109176490455866,7.0508886280003935,0.005401061527663842,0.5320918187499046,0.005958641101936898,1.03615746460855,49.093520641326904,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.7728834450244904,1.7505131149664521,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen3b->qwen1.5b,gpt2,qwen3b,qwen1.5b,128,512,0.11272291745990515,0.12043072970118374,5.184464368969202,5.184866655617952,5.256637437036261,0.028581910752109252,0.026052845118101686,0.01641430628578472,3.3225423973053694,35.473215252161026,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.765237464918755,2.1696639504516497,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0
gpt2:qwen3b->qwen7b,gpt2,qwen3b,qwen7b,128,512,0.02308144766720943,0.02833733354054857,5.368976376950741,5.407118123024702,5.660067139193416,0.006074465323763434,0.5951129235327244,0.003462429209659742,1.3920430885627866,3.2792995162308216,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.7688195287482813,1.9331683850614354,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0
gpt2:qwen7b->llama1b,gpt2,qwen7b,llama1b,128,512,0.12703503447119147,0.1337092313915491,5.481345985084772,5.485071510076523,5.378449818585068,0.021288778094458394,0.022276117757428437,0.017536513186321753,4.126237314194441,60.04145234823227,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.5351521584670991,2.7512686357367784,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
gpt2:qwen7b->llama3b,gpt2,qwen7b,llama3b,128,512,0.13770150789059699,0.14417265984229743,5.480785198509693,5.484647784382105,5.2225365622434765,0.02259216229140293,0.016338963498128578,0.01795406600351291,4.975388787686825,55.42443087697029,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.5381201088894159,2.4895102016162127,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
gpt2:qwen7b->llama8b,gpt2,qwen7b,llama8b,128,512,0.021717732466640882,0.025968857589759864,5.481709398329258,5.485649976879358,5.83645817451179,0.003552543241312378,0.5879138601012528,0.003122095171857273,0.29132667859084904,42.62431642413139,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.5392780635738745,2.374266201048158,3584,4096,0.13353139262417382,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
gpt2:qwen7b->mistral7b,gpt2,qwen7b,mistral7b,128,512,0.03880014666356146,0.04215189057867974,5.473684802651405,5.5951905734837055,7.095417380100116,0.003692853089887649,0.48669266793876886,0.005067693625161469,0.7517660739831626,52.620581299066544,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.5439049337874167,1.9794916262035258,3584,4096,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
gpt2:qwen7b->qwen1.5b,gpt2,qwen7b,qwen1.5b,128,512,0.10518337390385568,0.11314016609685495,5.703161899000406,5.9113260842859745,5.298988557653502,0.027896389976376668,0.02061812255124096,0.015420626812992558,2.856368640437722,39.02225601673126,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.5314292084658518,2.403472206904553,3584,1536,0.8472978603834834,1.0,0.0,1.5,7.0,-1.5404450404233394,1.0
gpt2:qwen7b->qwen3b,gpt2,qwen7b,qwen3b,128,512,0.07760487211635336,0.08553306804969907,5.702399708330631,5.90705905482173,5.226052991813049,0.020740357649629004,0.03639123117318377,0.011218012100658188,1.8596305018290877,35.88476577401161,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.5427139492239803,2.264204444596544,3584,2048,0.5596157879333301,1.0,0.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:llama1b->llama3b,llama1b,llama1b,llama3b,128,512,0.15621423197444528,0.16405033110640943,4.101224482059479,4.103275779634714,3.945581799489446,0.030537704471498728,0.015759026813611854,0.020429466140143362,6.000695735216141,39.60747888684273,0.06417271494865417,0.04600384086370468,0.10354672372341156,0.10354671627283096,3.0276303105056286,0.02088617557865291,3.0067441349269757,2048,3072,0.40546510810653674,1.0,0.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama1b->llama8b,llama1b,llama1b,llama8b,128,512,0.027041978130000643,0.03240935632493347,4.147690672427416,4.170974634587765,4.590313157183118,0.005062207572336774,0.7072250586934388,0.0038964014706975958,2.190835286863148,5.175552494823933,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.02088617557865291,2.8926580890433797,2048,4096,0.6931471805575039,1.0,0.0,8.0,1.0,2.0794415408048357,2.0
llama1b:llama1b->mistral7b,llama1b,llama1b,mistral7b,128,512,0.04109518972109072,0.046370396099518985,4.020883506163955,4.02549035474658,5.808103939634748,0.005581744764640462,0.5574558200314641,0.0055748617080677776,0.9051950401626527,36.05098515748978,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.02088617557865291,2.5025103844122896,2048,4096,0.6931471805575039,0.0,1.0,7.0,1.0,1.9459101481981704,2.0
llama1b:llama1b->qwen1.5b,llama1b,llama1b,qwen1.5b,128,512,0.09376856836024672,0.10089264705311507,4.086825113743544,4.089598324149847,3.9854418841423467,0.018473461735993624,0.0410766901622992,0.013751330867317063,2.5060251858085394,43.008658319711685,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.02088617557865291,2.914015239791752,2048,1536,0.2876820724501533,0.0,1.0,1.5,1.0,0.405465107774831,1.0
llama1b:llama1b->qwen3b,llama1b,llama1b,qwen3b,128,512,0.06855778547469527,0.07537496712757275,4.086825165897608,4.089471194893122,3.908983757835813,0.013537775201257318,0.07648601697292179,0.00988573557109529,1.7110233083367348,43.682934403419495,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.02088617557865291,2.7860322182418713,2048,2048,0.0,0.0,1.0,3.0,1.0,1.098612288001443,2.0
llama1b:llama3b->llama1b,llama1b,llama3b,llama1b,128,512,0.125240562541876,0.1321805554907769,4.126321975141764,4.126641497015953,4.281964621972293,0.021959560574032366,0.019459537070360966,0.017336021082579107,3.7560919988900423,42.856305688619614,0.06511299312114716,0.04729097709059715,0.0962827205657959,0.0962827205657959,3.2864207942038774,0.010012430979543296,3.276408363224334,3072,2048,0.4054651081065368,1.0,0.0,1.0,3.0,-1.098612288001443,1.0
llama1b:llama3b->llama8b,llama1b,llama3b,llama8b,128,512,0.015863631917454768,0.019851408345857635,4.174372836947441,4.195496287196875,4.771053283941001,0.0041756312566576526,0.70937280356884,0.0023866273646018484,3.0760459043085575,5.208847012370825,0.047761958092451096,2.7864276858080572e-11,0.8014005422592163,0.8014005422592163,2.9135442646220326,0.010012430979543296,2.9035318336424893,3072,4096,0.2876820724509672,1.0,0.0,8.0,3.0,0.9808292528033928,2.0
llama1b:llama3b->mistral7b,llama1b,llama3b,mistral7b,128,512,0.025402856990695,0.029865540651371703,4.062903329730034,4.065663542598486,5.98884406639263,0.0035294453155074734,0.6112182722426951,0.0035905722825990876,0.3732549068517983,36.427732050418854,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.010012430979543296,2.513384129011399,3072,4096,0.2876820724509672,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:llama3b->qwen1.5b,llama1b,llama3b,qwen1.5b,128,512,0.07489095674827695,0.08078900596592575,4.112212911248207,4.11338621750474,4.166182010900229,0.01320517993735848,0.040112540271366015,0.011011271722251798,1.5953723574057221,43.27583172917366,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.010012430979543296,2.9248889843908614,3072,1536,0.6931471805566901,0.0,1.0,1.5,3.0,-0.6931471802266119,1.0
llama1b:llama3b->qwen3b,llama1b,llama3b,qwen3b,128,512,0.049883645930094644,0.05539866691105999,4.112212732434273,4.11320498213172,4.089723884593695,0.009031998182763346,0.08457818895112723,0.007265762002217689,0.9166704057715833,43.954296469688416,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.010012430979543296,2.796905962840981,3072,2048,0.4054651081065368,0.0,1.0,3.0,3.0,0.0,0.0
llama1b:llama3b->qwen7b,llama1b,llama3b,qwen7b,128,512,0.015801002125954255,0.019725803533219732,4.112212803214788,4.115988057106733,4.370461463462561,0.004008386953501031,0.8102709772065282,0.0024102196573893724,0.13334180082893,24.759661376476288,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.010012430979543296,2.6919754828301734,3072,3584,0.15415067982679323,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:llama8b->llama1b,llama1b,llama8b,llama1b,128,512,0.13608793076127768,0.14507920702453703,4.652957882732153,4.720254767686129,4.1588316863635555,0.031557555732433684,0.013229084775957745,0.019027732046388073,4.1053210236132145,47.80488857626915,0.06723786145448685,0.04718389734625816,0.09733225405216217,0.09733225405216217,3.2864207942038774,0.008502003715598505,3.277918790488279,4096,2048,0.6931471805575039,1.0,0.0,1.0,8.0,-2.0794415408048357,1.0
llama1b:llama8b->llama3b,llama1b,llama8b,llama3b,128,512,0.14614585333038121,0.15490730328019708,4.652957949787378,4.720250006765127,4.004785419092514,0.03372389412834309,0.01020381307171192,0.01929086936844385,4.891559015959501,44.83951544761658,0.06600110232830048,0.04603511095046997,0.10376913845539093,0.10376913100481033,3.0276303105056286,0.008502003715598505,3.01912830679003,4096,3072,0.28768207245096716,1.0,0.0,3.0,8.0,-0.9808292528033928,1.0
llama1b:llama8b->mistral7b,llama1b,llama8b,mistral7b,128,512,0.030905644394806586,0.03427703771740198,4.745988577604294,4.878289062529802,5.870748699293472,0.002855287068086909,0.5612764894030988,0.00412094269427044,0.4953530100174248,42.55223089456558,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.008502003715598505,2.514894556275344,4096,4096,0.0,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0
llama1b:llama8b->qwen1.5b,llama1b,llama8b,qwen1.5b,128,512,0.0860347492271103,0.0924573324737139,4.607114907354116,4.612773641943932,4.048086643801071,0.016859323397511616,0.026046775063150562,0.012601625659462002,2.066341510042548,48.48404863476753,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.008502003715598505,2.926399411654806,4096,1536,0.9808292530076572,0.0,1.0,1.5,8.0,-1.6739764330300049,1.0
llama1b:llama8b->qwen3b,llama1b,llama8b,qwen3b,128,512,0.060764091060264036,0.06666448264149949,4.607115022838116,4.61262708902359,3.971628517494537,0.01185793982585892,0.048212923284154385,0.00874331986456892,1.3114851657301188,49.24416655302048,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.008502003715598505,2.7984163901049257,4096,2048,0.6931471805575039,0.0,1.0,3.0,8.0,-0.9808292528033928,1.0
