pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump
llama1b:llama8b->qwen7b,llama1b,llama8b,qwen7b,128,512,0.014465972904872615,0.018067866752971895,4.607114903628826,4.613493554294109,4.252366096363403,0.003313886341857142,0.7407513190992177,0.0022076427731710624,0.11246664507780224,27.739469572901726,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.008502003715598505,2.693485910094118,4096,3584,0.13353139262417382,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0
llama1b:mistral7b->llama1b,llama1b,mistral7b,llama1b,128,512,0.08859096217202023,0.09358722571050748,6.368158761411905,6.375734616070986,4.5809384163003415,0.013937389623606578,0.050125429494073614,0.012274347856638071,2.452981438487768,63.644292414188385,0.05816026031970978,0.04653429985046387,0.10005860030651093,0.10005860030651093,3.2864207942038774,0.11020162929344224,3.176219164910435,4096,2048,0.6931471805575039,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
llama1b:mistral7b->llama3b,llama1b,mistral7b,llama3b,128,512,0.09477203042479232,0.09980693156830966,6.36815894395113,6.3757000379264355,4.442218255950138,0.01509905140119372,0.03385281370719895,0.01242912656911257,2.9226128179579973,58.6061909198761,0.05670587718486786,0.04595469310879707,0.10866017639636993,0.10866016894578934,3.0276303105056286,0.11020162929344224,2.9174286812121863,4096,3072,0.28768207245096716,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:mistral7b->llama8b,llama1b,mistral7b,llama8b,128,512,0.03701256448403001,0.040709480381337926,6.457470163702965,6.4709900207817554,5.243398916674778,0.0036172980653645936,0.26226685754954815,0.0048942804552754605,1.7785230288282037,5.771411385387182,0.04798778146505356,2.6038948774953496e-11,1.1188719272613525,1.118871808052063,2.9135442646220326,0.11020162929344224,2.8033426353285904,4096,4096,0.0,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
llama1b:mistral7b->qwen1.5b,llama1b,mistral7b,qwen1.5b,128,512,0.05432207870762795,0.060719696746673435,6.363902043551207,6.371405869722366,4.496717479778454,0.01342074428248452,0.06581707613077015,0.008275891896136764,0.8245990206487477,61.364429354667664,0.06299355626106262,0.04985617473721504,0.10370670258998871,0.10370668768882751,2.9349014153704047,0.11020162929344224,2.8246997860769625,4096,1536,0.9808292530076572,0.0,1.0,1.5,7.0,-1.5404450404233394,1.0
llama1b:mistral7b->qwen3b,llama1b,mistral7b,qwen3b,128,512,0.04061417424236424,0.04628845909610391,6.363902099430561,6.37149116396904,4.419807237340137,0.009258224206860177,0.1074437239440158,0.006070920944390725,0.5910480376332998,59.0717271566391,0.05740310996770859,0.048326294869184494,0.10773177444934845,0.10773177444934845,2.806918393820524,0.11020162929344224,2.696716764527082,4096,2048,0.6931471805575039,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:mistral7b->qwen7b,llama1b,mistral7b,qwen7b,128,512,0.027773528898251243,0.031848488564719446,6.4571291245520115,6.473528545349836,4.742169362260029,0.0035214165145589504,0.34940406936220825,0.0038914436650225545,1.4022136768326163,5.634919717907906,0.054259926080703735,0.0,1.1459132432937622,1.1459132432937622,2.7019879138097167,0.11020162929344224,2.5917862845162745,4096,3584,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
llama1b:qwen1.5b->llama1b,llama1b,qwen1.5b,llama1b,128,512,0.10749997873790562,0.11516153934644535,5.004500016570091,5.006729703396559,5.105883206008002,0.020432188830454834,0.04899304627906531,0.015103907428740869,3.0846609473228455,54.81818628311157,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.16633487239596434,3.120085921807913,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0
llama1b:qwen1.5b->llama3b,llama1b,qwen1.5b,llama3b,128,512,0.11811581940855831,0.12552694143960252,5.0044998824596405,5.006846517324448,4.950530784903094,0.021801145470817573,0.038796355336671695,0.015632083047444244,3.7936929911375046,50.607997715473175,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.16633487239596434,2.8612954381096642,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0
llama1b:qwen1.5b->llama8b,llama1b,qwen1.5b,llama8b,128,512,0.0225962851109216,0.028659157003858127,5.004499904811382,5.008426122367382,5.563528175232932,0.009201052198477555,0.7506455918774009,0.003445535307126015,0.35549378977157176,38.91366285085678,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.16633487239596434,2.7472093922260683,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0
llama1b:qwen1.5b->mistral7b,llama1b,qwen1.5b,mistral7b,128,512,0.02980984486930538,0.036620584287447855,4.955720625817776,4.959324829280376,6.822905177948996,0.008505762263666838,0.5554267074912786,0.004402694612161817,0.5655873948708177,47.64119899272919,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.16633487239596434,2.357061687594978,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0
llama1b:qwen1.5b->qwen3b,llama1b,qwen1.5b,qwen3b,128,512,0.05755382476490922,0.0660413223085925,5.026937305927277,5.0285886116325855,4.954764204798266,0.01674635920790024,0.10175634693587199,0.00866158983529955,1.1342389481142163,31.634134605526924,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.16633487239596434,2.64058352142456,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0
llama1b:qwen1.5b->qwen7b,llama1b,qwen1.5b,qwen7b,128,512,0.02261634255410172,0.02841173720662482,5.216533858329058,5.262173529714346,5.431110854027793,0.007537262405094225,0.7659131484106183,0.003471520305911249,29.965495601296425,3.1861895844340324,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.16633487239596434,2.5356530414137524,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0
llama1b:qwen3b->llama1b,llama1b,qwen3b,llama1b,128,512,0.12570472300285473,0.13245342078153044,5.416411936283112,5.418460439890623,5.594253302784637,0.020929219623212703,0.03422308622975834,0.017371808482742796,4.113446488976479,59.33017796278,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.1454939992254367,3.1409267949784407,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0
llama1b:qwen3b->llama3b,llama1b,qwen3b,llama3b,128,512,0.13631909631658345,0.14292092889081687,5.416411988437176,5.418526712805033,5.438900881679729,0.022241244427277707,0.02702068859071005,0.017798185823830404,4.955513913184404,54.77345743775368,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.1454939992254367,2.882136311280192,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0
llama1b:qwen3b->llama8b,llama1b,qwen3b,llama8b,128,512,0.024359721719520167,0.02954799229337368,5.416411831974983,5.419999148696661,6.051898272009566,0.006669389793387381,0.6184873878955841,0.0035523951624885836,0.37737320363521576,42.116580337285995,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.1454939992254367,2.768050265396596,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0
llama1b:qwen3b->mistral7b,llama1b,qwen3b,mistral7b,128,512,0.03739157525706105,0.0424719910370186,5.367180455476046,5.370694722980261,7.311275274725631,0.005729810418415582,0.5373303284868598,0.00510617757048077,0.7608511690050364,51.59671491384506,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.1454939992254367,2.3779025607655058,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:qwen3b->qwen1.5b,llama1b,qwen3b,qwen1.5b,128,512,0.10259358462644741,0.10968613624572754,5.443134352564812,5.4447430819272995,5.515307466732338,0.024367399309994653,0.031091133103473112,0.014949854078846355,2.7664575297385454,37.24309095740318,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.1454939992254367,2.789407416144968,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0
llama1b:qwen3b->qwen7b,llama1b,qwen3b,qwen7b,128,512,0.01837050543690566,0.023193864442873746,5.624336842447519,5.657468695193529,5.919480950804427,0.005932418323936872,0.6579219689592719,0.002833968609536997,11.406579345464706,3.435270294547081,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.1454939992254367,2.55649391458428,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0
llama1b:qwen7b->llama1b,llama1b,qwen7b,llama1b,128,512,0.12868852668907493,0.13559004617854953,5.81946374848485,5.822264261543751,5.716567584546283,0.02267800908884965,0.020403057569637895,0.017783189746870334,4.238694008439779,63.74511939287186,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.0434981957337186,3.242922598470159,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
llama1b:qwen7b->llama3b,llama1b,qwen7b,llama3b,128,512,0.13931762881111354,0.14597453305032104,5.819463852792978,5.8223804868757725,5.561215163441375,0.023773366207024083,0.015410482927109115,0.018178456332041248,5.099282495677471,58.849317729473114,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.0434981957337186,2.98413211477191,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:qwen7b->llama8b,llama1b,qwen7b,llama8b,128,512,0.022702818096149713,0.027152258102432825,5.819463763386011,5.822470713406801,6.174212553771213,0.00361734885336773,0.5810618437826633,0.003264369009442126,0.3197318648453802,45.250604808330536,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.0434981957337186,2.870046068888314,3584,4096,0.13353139262417382,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
llama1b:qwen7b->mistral7b,llama1b,qwen7b,mistral7b,128,512,0.039595860202098265,0.042995192256057635,5.811856959015131,5.925725411623716,7.433589556487277,0.0036647699926106725,0.48813854181207716,0.005169079220821975,0.7821491011418402,55.87155705690384,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.0434981957337186,2.479898364257224,3584,4096,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
llama1b:qwen7b->qwen1.5b,llama1b,qwen7b,qwen1.5b,128,512,0.10612934327218682,0.1140919288736768,6.041795093566179,6.238005343824625,5.637621748493984,0.028030414367094636,0.0189939384436002,0.01555034890110849,2.911677649244666,41.33925685286522,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.0434981957337186,2.891403219636686,3584,1536,0.8472978603834834,1.0,0.0,1.5,7.0,-1.5404450404233394,1.0
llama1b:qwen7b->qwen3b,llama1b,qwen7b,qwen3b,128,512,0.07856336463009939,0.0864083594060503,6.0417952835559845,6.234634481370449,5.565448583336547,0.020762434432981536,0.031833967339480296,0.01133281014603456,1.907336332835257,38.02055662870407,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.0434981957337186,2.7634201980868056,3584,2048,0.5596157879333301,1.0,0.0,3.0,7.0,-0.8472978601967274,1.0
