pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump,pair_normalized_direction_rmse,target_readability_z2_mean,target_readability_tail_frac,target_magnitude_tail_frac,target_readability_cross_entropy,source_to_target_anchor_kl,target_readability_energy,source_target_top_anchor_overlap,source_target_direction_entropy_gap,source_target_direction_dispersion_gap,diagnostic_source_direction_entropy_mean,diagnostic_target_direction_entropy,diagnostic_source_direction_std_mean
gpt2:llama3b->qwen3b,gpt2,llama3b,qwen3b,128,512,0.05489845012198202,0.060516358353197575,3.646818934008479,3.648766966536641,3.6243299603811465,0.0096980268281186,0.06826040870510042,0.00793696818988742,1.0917885638773441,38.979830622673035,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.2465352592698764,2.560383134550648,3072,2048,0.4054651081065368,0.0,1.0,3.0,3.0,0.0,0.0,0.875406940212929,1.1032213759608567,0.003188610076904297,1.0,6.2653812281787395,0.04097810125676915,0.00196178680016601,0.05181121826171875,0.015491224825382233,1.4282277275570145,6.224403120577335,6.208911895751953,0.013437326211715117
gpt2:llama3b->qwen7b,gpt2,llama3b,qwen7b,128,512,0.014779594253923278,0.01866627056733705,3.645697794854641,3.650799850001931,3.9039464292582124,0.0036959473145543598,0.7902015973813832,0.0022807594213223414,0.11979296093340963,21.95077136158943,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.2498439520568354,2.4521439617528813,3072,3584,0.15415067982679323,0.0,1.0,7.0,3.0,0.8472978601967275,1.0,0.27759061907080645,0.12051522609544918,0.0,1.0,6.239204321056604,0.014801188248384278,0.0019541706788004376,0.046630859375,0.01250293105840683,1.3912159463655038,6.224403120577335,6.236906051635742,0.013437326211715117
gpt2:llama8b->llama1b,gpt2,llama8b,llama1b,128,512,0.13351902726572007,0.14278244355227798,3.965933820232749,4.042144482955337,3.4718076022691093,0.03256192192202434,0.012816515714803245,0.018726502112613445,3.9591811187565327,40.74634391069412,0.06723786145448685,0.04718389734625816,0.09733225405216217,0.09733225405216217,3.2864207942038774,0.19184524664160563,3.094575547562272,4096,2048,0.6931471805575039,1.0,0.0,1.0,8.0,-2.0794415408048357,1.0,1.8259201505228715,3.9592541605234146,0.548184871673584,1.0,6.364767249673605,0.1395409284159541,0.001922333250149677,0.0326080322265625,0.09403983131051064,1.8142109989612976,6.225226316601038,6.131186485290527,0.010957506434351671
gpt2:llama8b->llama3b,gpt2,llama8b,llama3b,128,512,0.14349926530849189,0.1525156304705888,3.9657369684427977,4.041916454210877,3.3175644342554733,0.03451960068196058,0.009761388595507015,0.018993030294589736,4.724719002842903,38.216919749975204,0.06600110232830048,0.04603511095046997,0.10376913845539093,0.10376913100481033,3.0276303105056286,0.18840039008500753,2.839229920420621,4096,3072,0.28768207245096716,1.0,0.0,3.0,8.0,-0.9808292528033928,1.0,1.9817532091602807,4.724885251373053,0.6949748992919922,1.0,6.371422860771418,0.1461965364869684,0.0019216516902815783,0.03142547607421875,0.10500279441475868,1.7956459422070479,6.225226316601038,6.120223522186279,0.010957506434351671
gpt2:llama8b->mistral7b,gpt2,llama8b,mistral7b,128,512,0.027459655233542435,0.031218666772474535,4.05893262848258,4.210401721298695,5.183692613558378,0.003025893613084918,0.5682026455178857,0.0037532513113167376,0.41166033828631043,36.39212945103645,0.04879947751760483,0.04660823941230774,0.1115332543849945,0.11153324693441391,2.5233965599909425,0.19100297239310748,2.332393587597835,4096,4096,0.0,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0,0.52229828840785,0.41208977717906237,7.62939453125e-06,1.0,6.238962739706039,0.012148038389568683,0.0019537416847015265,0.04146575927734375,0.010560568422079086,1.4897256046089657,6.226814690977335,6.237375259399414,0.011001078324625269
gpt2:llama8b->qwen1.5b,gpt2,llama8b,qwen1.5b,128,512,0.08334745978936553,0.09014198411023244,3.9198731016367674,3.9238977562636137,3.3608448606100865,0.017666658764937893,0.026380269904620945,0.012286051409511231,1.9552363315597177,41.25169998407364,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.1888672568511538,2.746034158519251,4096,1536,0.9808292530076572,0.0,1.0,1.5,8.0,-1.6739764330300049,1.0,1.242651120002038,1.9557413822039962,0.03966856002807617,1.0,6.302458819001913,0.07685528660658747,0.0019358356139491661,0.03830718994140625,0.03450958430767059,1.7157045250147558,6.2256035059690475,6.191093921661377,0.011057737247028854
gpt2:llama8b->qwen3b,gpt2,llama8b,qwen3b,128,512,0.058181150641757995,0.06459865969372913,3.921627763658762,3.9254763685166836,3.2861414600047283,0.012691307070781477,0.051351069734664634,0.0084723787261961,1.2233908521011472,41.91718626022339,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.18791037281698664,2.6190080210035376,4096,2048,0.6931471805575039,0.0,1.0,3.0,8.0,-0.9808292528033928,1.0,0.9626020594954815,1.2235209634527564,0.004421710968017578,1.0,6.279194191098213,0.05359066490200348,0.0019382094660613802,0.0352935791015625,0.01669161021709442,1.623133553844454,6.2256035059690475,6.208911895751953,0.011057737247028854
gpt2:llama8b->qwen7b,gpt2,llama8b,qwen7b,128,512,0.013965441852633376,0.01740409257763531,3.920762276276946,3.925599839538336,3.566013510862831,0.003450917187365121,0.7035139761865139,0.0021265387733887774,0.10393056308384985,23.60693596303463,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.18902748127220548,2.5129604325375112,4096,3584,0.13353139262417382,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0,0.2676344969854711,0.10405753244413063,0.0,1.0,6.239451639354229,0.013848106580553576,0.001953691544258618,0.051513671875,0.011302545666694641,1.5861217726529433,6.2256035059690475,6.236906051635742,0.011057737247028854
gpt2:mistral7b->llama1b,gpt2,mistral7b,llama1b,128,512,0.07313256053021178,0.07837560417829081,4.7531529776751995,4.7589326202869415,2.9659326128312387,0.013761857007921208,0.04455151982256211,0.010279281406784007,1.6771425399929285,47.50369295477867,0.05816026031970978,0.04653429985046387,0.10005860030651093,0.10005860030651093,3.2864207942038774,0.06558171958022285,3.2208390746236546,4096,2048,0.6931471805575039,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0,1.1217614833124525,1.6851623365655541,0.008023262023925781,1.0,6.284265793859959,0.05674976884620264,0.0019448536422714824,0.04781341552734375,0.0330398790538311,1.5901797574083667,6.227516006678343,6.194476127624512,0.011858226906042546
gpt2:mistral7b->llama3b,gpt2,mistral7b,llama3b,128,512,0.07929423521272838,0.08457648498006165,4.750645563006401,4.756370808929205,2.8247049048077315,0.0150507840589853,0.03045762843976263,0.010532453208105754,2.053179985843599,43.72020944952965,0.05670587718486786,0.04595469310879707,0.10866017639636993,0.10866016894578934,3.0276303105056286,0.06576107435921585,2.9618692361464127,4096,3072,0.28768207245096716,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0,1.2359001467871573,2.0618782490491867,0.030867576599121094,1.0,6.289369639009237,0.06185363666736521,0.0019442278899077792,0.0595703125,0.039429496973752975,1.5648553120955948,6.227516006678343,6.18808650970459,0.011858226906042546
gpt2:mistral7b->llama8b,gpt2,mistral7b,llama8b,128,512,0.02200600154174026,0.026058631148771383,4.853785380721092,4.8845500238239765,3.6270867264829576,0.0031395481473737163,0.3300620566587895,0.0031328881608896756,1.1255752081051469,4.3381063640117645,0.04798778146505356,2.6038948774953496e-11,1.1188719272613525,1.118871808052063,2.9135442646220326,0.06512500571079727,2.8484192589112354,4096,4096,0.0,0.0,1.0,8.0,7.0,0.13353139260666547,0.0,0.43805146020381674,1.1136086746118963,0.0034852027893066406,1.0,6.240140583366156,0.012624575676454697,0.0019547171832527965,0.1306915283203125,0.00820176675915718,1.3979239104097414,6.227516006678343,6.2357177734375,0.011858226906042546
gpt2:mistral7b->qwen1.5b,gpt2,mistral7b,qwen1.5b,128,512,0.04169803479453549,0.048527837701840326,4.745997544378042,4.751660533249378,2.8788130073226057,0.012791716784704477,0.07933535170741379,0.006614182222438438,0.5000160553026944,45.76365774869919,0.06299355626106262,0.04985617473721504,0.10370670258998871,0.10370668768882751,2.9349014153704047,0.06901739853128674,2.865884016839118,4096,1536,0.9808292530076572,0.0,1.0,1.5,7.0,-1.5404450404233394,1.0,0.6508346073108701,0.5018971252720803,0.0,1.0,6.281348466873169,0.053956591815222055,0.0019473722277325578,0.07694244384765625,0.02693578600883484,1.6845284045454851,6.227391928434372,6.200456142425537,0.011687306498060934
gpt2:mistral7b->qwen3b,gpt2,mistral7b,qwen3b,128,512,0.02866809158877004,0.03500513706239872,4.747371055185795,4.753183767199516,2.8032761793001555,0.008805426303297281,0.15553646301850677,0.004591067058684431,0.3155770523007959,44.06658113002777,0.05740310996770859,0.048326294869184494,0.10773177444934845,0.10773177444934845,2.806918393820524,0.06810261628197622,2.738815777538548,4096,2048,0.6931471805575039,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0,0.5074880830988647,0.3167997826822102,0.0,1.0,6.263775307685137,0.036383432714501396,0.0019479229222270078,0.07552337646484375,0.011055201292037964,1.5915944628955994,6.227391928434372,6.216336727142334,0.011687306498060934
gpt2:mistral7b->qwen7b,gpt2,mistral7b,qwen7b,128,512,0.01664594392059371,0.02074811929196585,4.854917898774147,4.8907373659312725,3.127342262014281,0.0035204862488171784,0.4408879766706377,0.002535132466829011,0.9738536952063441,4.236723739653826,0.054259926080703735,0.0,1.1459132432937622,1.1459132432937622,2.7019879138097167,0.06556198212183517,2.6364259316878815,4096,3584,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0,0.31586660605286715,0.9612268786877394,0.0034852027893066406,1.0,6.2414933405816555,0.014101481036050245,0.0019534258117346326,0.081085205078125,0.007591038942337036,1.535281935420483,6.227391928434372,6.234982967376709,0.011687306498060934
gpt2:qwen1.5b->llama1b,gpt2,qwen1.5b,llama1b,128,512,0.10653891682159156,0.11377006775001064,4.765095956623554,4.782761704176664,4.866479152638931,0.019649118679808453,0.04710678383708,0.014921410231312422,3.0115431118756533,52.19580712914467,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.46860674978233874,2.8178140444215387,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0,1.5324447099565959,3.0130966175347567,0.25443077087402344,1.0,6.285418592393398,0.08083033422008157,0.0020053143107361393,0.09297943115234375,0.04231240972876549,1.724904162252742,6.204588200896978,6.162275791168213,0.011231378768570721
gpt2:qwen1.5b->llama3b,gpt2,qwen1.5b,llama3b,128,512,0.11716817144770175,0.12409544258844107,4.764029279351234,4.781818352639675,4.710060162702575,0.02077476232079789,0.03935710189398378,0.015453816066132957,3.711566062644124,48.17623856663704,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.47461482213111594,2.5530154883745126,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0,1.6937097647295176,3.7129681538790464,0.420562744140625,1.0,6.289617292582989,0.08502906170906499,0.0020066623528691707,0.11856842041015625,0.04879167303442955,1.7092722491513739,6.204588200896978,6.155796527862549,0.011231378768570721
gpt2:qwen1.5b->llama8b,gpt2,qwen1.5b,llama8b,128,512,0.02231669805769343,0.027633662059088238,4.765994429588318,4.7854663245379925,5.3250227406970225,0.009116914181504399,0.7242027665488422,0.0033222456011863665,0.32979188673198223,37.05910795927048,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.4744302427279763,2.4391140218940563,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0,0.46772356774144375,0.33004899718798697,0.00016355514526367188,1.0,6.241107057780027,0.036518816254101694,0.0019497808434607578,0.07457733154296875,0.0326363779604435,1.4498348163180415,6.204588200896978,6.237224578857422,0.011231378768570721
gpt2:qwen1.5b->mistral7b,gpt2,qwen1.5b,mistral7b,128,512,0.030195977349649183,0.03646113889408298,4.7163216061890125,4.7355698347091675,6.583506141032558,0.008198857409297489,0.5622884356416762,0.004383525355636814,0.5619258559308946,45.33976632356644,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.4705852223560214,2.052811337634921,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0,0.6097878508008127,0.5631237123161554,0.002715587615966797,1.0,6.239183098077774,0.03308609550003894,0.0019533393351593986,0.03525543212890625,0.031229611486196518,1.4728544565315482,6.206097010523081,6.237326622009277,0.011164378360263072
gpt2:qwen1.5b->qwen3b,gpt2,qwen1.5b,qwen3b,128,512,0.05762343731475994,0.06563023442868143,4.787243291735649,4.804248563945293,4.715070199104957,0.01715328439604491,0.1095575702493079,0.008607673976598017,1.125766976736486,30.125758573412895,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.4713157524820417,2.3356026413384825,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0,0.9429958675281616,1.12724566180259,0.007176876068115234,1.0,6.273954164236784,0.06729290814837441,0.0020153591303824214,0.13275146484375,0.04281240701675415,1.6463918609582613,6.206661283969879,6.163848876953125,0.011253952274273615
gpt2:qwen1.5b->qwen7b,gpt2,qwen1.5b,qwen7b,128,512,0.02268171141622588,0.028313947535934858,4.980391938239336,5.04802156239748,5.191220628214069,0.008206143873394467,0.7691773418337107,0.003459571764185704,27.240568473935127,3.0419572442770004,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.46960167115321383,2.232386242656503,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0,0.4373637835092756,27.313182577490807,0.0078125,0.991828441619873,6.239722277969122,0.033061015885323286,0.001953360409970628,0.09351348876953125,0.030214250087738037,1.5591379405017731,6.206661283969879,6.236875534057617,0.011253952274273615
gpt2:qwen3b->llama1b,gpt2,qwen3b,llama1b,128,512,0.12677358463406563,0.13339660898782313,4.833334617316723,4.8344879895448685,5.011175989056937,0.021631866533425637,0.02855430793715641,0.01749551147800121,4.1676004603505135,52.943278074264526,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.32597759549389593,2.9604431987099815,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0,1.8546864865645802,4.163334041833878,0.5622014999389648,1.0,6.309906020760536,0.09406817448325455,0.001977644571525161,0.13884735107421875,0.05356203764677048,1.9625935625295639,6.215837828814983,6.162275791168213,0.00885535089764744
gpt2:qwen3b->llama3b,gpt2,qwen3b,llama3b,128,512,0.13735459209419787,0.1438047121046111,4.831813968718052,4.833042107522488,4.854302856256254,0.022690612604492344,0.022586394305108115,0.017908244847300005,5.016341485083103,48.861710637807846,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.32391816400922835,2.7037121464964002,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0,2.026724767127665,5.0099597834050655,0.7342038154602051,1.0,6.31414857134223,0.09831075224792585,0.0019799638521362795,0.1312408447265625,0.06004130095243454,1.9469616494281958,6.215837828814983,6.155796527862549,0.00885535089764744
gpt2:qwen3b->llama8b,gpt2,qwen3b,llama8b,128,512,0.024174590871552937,0.02923567485413514,4.832163270562887,4.835047695785761,5.467649739002809,0.006150967579742428,0.5907867653295398,0.003514846927424213,0.37127648014575243,37.57361915707588,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.3213228037056979,2.5922214609163348,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0,0.5143625290302614,0.36981898616068065,8.7738037109375e-05,1.0,6.2408243380486965,0.024986501259263605,0.001950410645804368,0.0344696044921875,0.021386750042438507,1.6875242165948636,6.215837828814983,6.237224578857422,0.00885535089764744
gpt2:qwen3b->mistral7b,gpt2,qwen3b,mistral7b,128,512,0.04038519467576407,0.04554852575529367,4.782670199871063,4.7854578122496605,6.726765043684281,0.006583585429325467,0.4977475102059543,0.005476052685578842,0.8738125003874302,45.97759938240051,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.31608367251465097,2.2073128874762915,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0,0.7894033012537524,0.8720447700470686,0.0024433135986328125,1.0,6.240150790661573,0.026678843059926294,0.0019515744925229228,0.08209991455078125,0.023854684084653854,1.6943931283087874,6.2134719379246235,6.237326622009277,0.008945846195274498
gpt2:qwen3b->qwen1.5b,gpt2,qwen3b,qwen1.5b,128,512,0.10120049788383767,0.10835457139182836,4.860012277960777,4.860688153654337,4.932185368845239,0.02352602401515469,0.0317726429348113,0.014768366235955102,2.7083122450858355,33.253244519233704,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.32296354274149053,2.611937872628914,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0,1.50269835568843,2.7047044187784195,0.17831945419311523,1.0,6.309644423425198,0.09403126337565482,0.00201715368348232,0.28966522216796875,0.08720854297280312,1.9331893029105287,6.215613160282373,6.12840461730957,0.009108046142500825
gpt2:qwen3b->qwen7b,gpt2,qwen3b,qwen7b,128,512,0.01908590276434552,0.023680614365730435,5.049457676708698,5.097001876682043,5.335476758889854,0.0063886436182656325,0.6960391141474247,0.002893442700431507,16.761101439595222,3.0841417480260134,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.3231987139733974,2.3787891998363193,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0,0.3779703703590602,16.859209552407265,0.0078125,0.998438835144043,6.241417706012726,0.025804553719353862,0.0019501349543133983,0.0506134033203125,0.02126237377524376,1.770698897032133,6.215613160282373,6.236875534057617,0.009108046142500825
gpt2:qwen7b->llama1b,gpt2,qwen7b,llama1b,128,512,0.126994134276174,0.13360592862591147,5.276587050408125,5.279831826686859,5.173690859461203,0.021204230113653466,0.022783951222663745,0.01752296460562217,4.122033402323723,57.79856765270233,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.2673298054141924,3.019090988789685,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0,1.8801874767052322,4.12353341281414,0.5627202987670898,1.0,6.314373768866062,0.08950372796971351,0.001959147790330462,0.0707855224609375,0.06259428709745407,2.0589031683837637,6.224870078265667,6.162275791168213,0.008042276400374249
gpt2:qwen7b->llama3b,gpt2,qwen7b,llama3b,128,512,0.13762612314894795,0.14405909657943994,5.278302025049925,5.281664565205574,5.020053365966305,0.022480799743789248,0.01743637963954825,0.01793992377766268,4.970277585089207,53.37682008743286,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.2756585761089809,2.7519717343966477,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0,2.055591390594521,4.972164731472731,0.7289648056030273,1.0,6.319353401660919,0.09448333963518962,0.0019589720977819525,0.07562255859375,0.06907355040311813,2.043271255282396,6.224870078265667,6.155796527862549,0.008042276400374249
