metric,n_compressors,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_compressors,negative_spearman_compressors
target_minus_source_nll,14,-0.18833014027739098,-0.19266329115313716,-0.24591836734693875,-0.22857142857142856,0.3071428571428571,3,11
source_native_nll,7,0.3057022145784876,0.5917743375813026,0.2061224489795918,0.3142857142857143,0.5163265306122449,5,2
_z_neg_source_native_nll,7,-0.30570221457848856,-0.5917743375813007,-0.2061224489795918,-0.3142857142857143,0.5163265306122449,2,5
diagnostic_rel_direction_z2_mean,14,-0.026287037893861945,-0.17609373413029056,-0.17959183673469387,-0.2857142857142857,0.40408163265306124,3,11
target_readability_z2_mean,14,-0.026255698671606698,-0.17557950270219422,-0.17959183673469387,-0.2857142857142857,0.40408163265306124,3,11
_z_neg_target_readability_z2,14,0.02625569867160669,0.17557950270219425,0.17959183673469387,0.2857142857142857,0.40408163265306124,11,3
rel_magnitude_l1_to_target,14,0.21828398550203715,0.363928431770739,0.16020408163265307,0.2571428571428571,0.37448979591836734,11,3
target_readability_energy,14,0.03201529153825371,0.01418013689496992,-0.11020408163265306,0.0,0.5877551020408163,7,7
_z_target_readability_energy,14,0.03201529153825368,0.014180136894969903,-0.11020408163265306,0.0,0.5877551020408163,7,7
abs_log_hidden_ratio,14,-0.12899248841137828,-0.6663622806657552,-0.10332489444746822,-0.6087595874350709,0.7694769054196441,6,8
diagnostic_source_direction_entropy_mean,14,0.05928925682440739,0.06864852461427572,0.0845040170240872,0.04503642259744615,0.34105767347975263,7,7
prior_param_tier_jump,14,0.04961818129311613,0.16620913641564056,0.060212195148724966,0.16903085094570333,0.5629742455267259,8,6
diagnostic_source_direction_std_mean,14,0.01640247092262259,0.07597733762986728,-0.024454411479765036,-0.06172133998483677,0.3495165556515346,5,9
prior_same_model_family,12,0.05375062275355366,0.14382249171345146,0.017251638983558856,0.10350983390135314,0.29327786272050055,6,2
prior_cross_model_family,12,-0.05375062275355364,-0.14382249171345146,-0.017251638983558856,-0.10350983390135314,0.29327786272050055,2,6
source_target_top_anchor_overlap,14,0.08131575044882401,0.11931496862936376,0.0021004053567011665,0.07184569463976528,0.4429167318873134,8,6
_z_top_anchor_overlap,14,0.08131575044882397,0.11931496862936374,0.0021004053567011665,0.07184569463976528,0.4429167318873134,8,6
