metric,n_compressors,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_compressors,negative_spearman_compressors
target_hidden_size,14,0.753005931865289,0.7605530589115067,0.7455823290292016,0.7392080704568718,0.7455823290292016,14,0
_z_target_hidden_size,14,0.753005931865289,0.7605530589115067,0.7455823290292016,0.7392080704568718,0.7455823290292016,14,0
combined_hidden_source_quality_score,14,0.7523537860102586,0.7599583328550061,0.7304276475124016,0.7142857142857143,0.7304276475124016,14,0
prior_target_param_b,14,0.6726052223245187,0.6971001335398679,0.6585501499468484,0.7247137945655606,0.6585501499468484,14,0
prior_log_param_ratio_target_over_source,14,0.6117242290001929,0.594415891673995,0.6585501499468484,0.7247137945655606,0.6585501499468484,14,0
_z_prior_target_param_b,14,0.6726052223245188,0.6971001335398679,0.6585501499468484,0.7247137945655606,0.6585501499468484,14,0
_z_log_param_ratio,14,0.6117242290001929,0.5944158916739949,0.6585501499468484,0.7247137945655606,0.6585501499468484,14,0
target_magnitude_tail_frac,2,-0.8250632060033871,-0.8250632060033871,-0.6546536707079772,-0.6546536707079772,0.6546536707079772,0,2
_z_neg_target_magnitude_tail,2,0.8250632060033871,0.8250632060033871,0.6546536707079772,0.6546536707079772,0.6546536707079772,2,0
combined_hidden_js_score,14,0.6550198795240381,0.706462131227171,0.5795918367346938,0.6,0.5795918367346938,14,0
memory_target_norm_gap,14,0.324373675093872,0.28401072740818434,0.573469387755102,0.6,0.573469387755102,14,0
combined_hidden_direction_score,14,0.6357893865197192,0.6742394991227996,0.5510204081632654,0.6285714285714286,0.5510204081632654,14,0
diagnostic_target_direction_std_mean,14,-0.4654831521993156,-0.5173580375776587,-0.5479591836734694,-0.6,0.5479591836734694,0,14
source_target_direction_dispersion_gap,14,-0.4688375163155533,-0.516748872501885,-0.5438775510204081,-0.6,0.5438775510204081,0,14
_z_neg_direction_dispersion_gap,14,0.4688375163155533,0.516748872501885,0.5438775510204081,0.6,0.5438775510204081,14,0
diagnostic_rel_magnitude_z_abs_mean,14,-0.5200965350319572,-0.6267731708582951,-0.5387755102040817,-0.5428571428571428,0.6612244897959183,2,12
diagnostic_target_magnitude_std_mean,14,0.4806645544638969,0.6798420497416731,0.5387755102040817,0.5428571428571428,0.6612244897959183,12,2
diagnostic_target_magnitude_std_min,14,0.48066455914768413,0.679842045985959,0.5387755102040817,0.5428571428571428,0.6612244897959183,12,2
combined_ratio_direction_score,14,0.49175777518039343,0.5393139516815814,0.5224489795918367,0.6,0.5346938775510204,13,1
diagnostic_target_direction_std_min,14,-0.4980727744955691,-0.6728693980256882,-0.5142857142857143,-0.6571428571428571,0.5428571428571429,1,13
combined_param_direction_score,14,0.5464770273622386,0.599532300292494,0.5102040816326531,0.6,0.5224489795918367,13,1
rel_direction_l1_to_target,14,-0.35941918680000257,-0.4005277941150215,-0.46530612244897956,-0.5714285714285714,0.4857142857142857,1,13
rel_direction_rmse_to_target,14,-0.36926127958047916,-0.41114106246450993,-0.46530612244897956,-0.5714285714285714,0.4857142857142857,1,13
target_direction_subspace_residual,14,0.6818080270749672,0.7692725826631658,0.46530612244897956,0.6,0.4857142857142857,13,1
capacity_normalized_direction_rmse,14,-0.4067752936550347,-0.4442676659675267,-0.46530612244897956,-0.5714285714285714,0.4857142857142857,1,13
pair_normalized_direction_rmse,14,-0.3786713000060665,-0.4322827415068872,-0.46530612244897956,-0.5714285714285714,0.4857142857142857,1,13
_z_neg_direction_rmse,14,0.36926127958047916,0.4111410624645099,0.46530612244897956,0.5714285714285714,0.4857142857142857,13,1
_z_neg_subspace_residual,14,-0.6818080270749672,-0.7692725826631657,-0.46530612244897956,-0.6,0.4857142857142857,1,13
_z_neg_pair_norm_direction_rmse,14,0.3786713000060665,0.43228274150688717,0.46530612244897956,0.5714285714285714,0.4857142857142857,13,1
anchor_direction_js_to_target,14,-0.461312889567466,-0.5218034282002069,-0.4244897959183674,-0.5428571428571428,0.4448979591836735,1,13
source_to_target_anchor_kl,14,-0.454483155362193,-0.5081216508935289,-0.4244897959183674,-0.5428571428571428,0.4448979591836735,1,13
_z_neg_anchor_js,14,0.46131288956746597,0.5218034282002069,0.4244897959183674,0.5428571428571428,0.4448979591836735,13,1
_z_neg_source_to_target_kl,14,0.454483155362193,0.5081216508935288,0.4244897959183674,0.5428571428571428,0.4448979591836735,13,1
target_readability_cross_entropy,14,-0.4524002105524506,-0.5010318275372858,-0.4010204081632653,-0.5214285714285714,0.4214285714285714,1,13
diagnostic_target_direction_entropy,14,0.4410962730817896,0.4942805220817109,0.4010204081632653,0.4928571428571429,0.4214285714285714,13,1
_z_neg_target_readability_ce,14,0.4524002105524506,0.5010318275372858,0.4010204081632653,0.5214285714285714,0.4214285714285714,13,1
pair_geometry_compatibility_score,14,0.2949616700246758,0.3446020144550277,0.39591836734693875,0.45714285714285713,0.4163265306122449,13,1
source_target_direction_entropy_gap,14,-0.28837150233570313,-0.2595589118170707,-0.36224489795918363,-0.5428571428571428,0.4336734693877551,3,11
_z_neg_direction_entropy_gap,14,0.28837150233570313,0.2595589118170707,0.36224489795918363,0.5428571428571428,0.4336734693877551,11,3
target_readability_tail_frac,14,-0.01570915241724189,-0.037632881914843784,-0.3088633284538157,-0.48571428571428565,0.5159244126154043,2,12
_z_neg_target_readability_tail,14,0.015709152417241884,0.037632881914843784,0.3088633284538157,0.48571428571428565,0.5159244126154043,12,2
rel_magnitude_rmse_to_target,14,0.24735916616054787,0.42319906618547865,0.2785714285714286,0.3142857142857143,0.4418367346938776,12,2
_z_neg_magnitude_rmse,14,-0.24735916616054784,-0.4231990661854789,-0.2785714285714286,-0.3142857142857143,0.4418367346938776,2,12
target_text_nll,14,-0.1868459589742156,-0.19310691582566897,-0.24591836734693875,-0.22857142857142856,0.3071428571428571,3,11
