compressor,metric,n,pearson,spearman
gpt2:llama1b,diagnostic_rel_magnitude_z_abs_mean,5,-0.933538966764219,-1.0
gpt2:llama1b,diagnostic_target_magnitude_std_mean,5,0.8856836030163867,1.0
gpt2:llama1b,diagnostic_target_magnitude_std_min,5,0.885683613469028,1.0
gpt2:llama1b,abs_log_hidden_ratio,5,0.7691904046279762,0.9
gpt2:llama1b,memory_target_norm_gap,5,0.2795916839095815,0.8
gpt2:llama1b,target_hidden_size,5,0.8325258600138683,0.8
gpt2:llama1b,_z_target_hidden_size,5,0.8325258600138682,0.8
gpt2:llama1b,combined_hidden_source_quality_score,5,0.8331598005832405,0.8
gpt2:llama1b,prior_target_param_b,5,0.8048994947854664,0.7905694150420948
gpt2:llama1b,prior_log_param_ratio_target_over_source,5,0.8008148102305983,0.7905694150420948
gpt2:llama1b,_z_prior_target_param_b,5,0.8048994947854664,0.7905694150420948
gpt2:llama1b,_z_log_param_ratio,5,0.8008148102305984,0.7905694150420948
gpt2:llama1b,rel_direction_l1_to_target,5,-0.3137357550599588,-0.6
gpt2:llama1b,rel_direction_rmse_to_target,5,-0.32115262942000383,-0.6
gpt2:llama1b,anchor_direction_js_to_target,5,-0.2907967553983701,-0.6
gpt2:llama1b,target_direction_subspace_residual,5,0.781753669528755,0.6
gpt2:llama1b,capacity_normalized_direction_rmse,5,-0.3767653519575455,-0.6
gpt2:llama1b,diagnostic_rel_direction_z2_mean,5,-0.1626605917579565,-0.6
gpt2:llama1b,pair_normalized_direction_rmse,5,-0.34972673139635513,-0.6
gpt2:llama1b,target_readability_z2_mean,5,-0.1616321289017638,-0.6
gpt2:llama1b,target_readability_tail_frac,5,0.09298435542140306,-0.6
gpt2:llama1b,source_to_target_anchor_kl,5,-0.30356845656578246,-0.6
gpt2:llama1b,target_readability_energy,5,-0.22949329196168153,-0.6
gpt2:llama1b,source_target_top_anchor_overlap,5,-0.5989301311093334,-0.6
gpt2:llama1b,_z_neg_direction_rmse,5,0.32115262942000383,0.6
gpt2:llama1b,_z_neg_anchor_js,5,0.2907967553983701,0.6
gpt2:llama1b,_z_neg_subspace_residual,5,-0.7817536695287549,-0.6
gpt2:llama1b,_z_neg_pair_norm_direction_rmse,5,0.3497267313963551,0.6
gpt2:llama1b,_z_neg_target_readability_z2,5,0.1616321289017638,0.6
gpt2:llama1b,_z_neg_target_readability_tail,5,-0.09298435542140304,0.6
gpt2:llama1b,_z_neg_source_to_target_kl,5,0.3035684565657826,0.6
gpt2:llama1b,_z_target_readability_energy,5,-0.22949329196168153,-0.6
gpt2:llama1b,_z_top_anchor_overlap,5,-0.5989301311093335,-0.6
gpt2:llama1b,combined_hidden_direction_score,5,0.692253934717417,0.6
gpt2:llama1b,combined_hidden_js_score,5,0.6829401980904539,0.6
gpt2:llama1b,combined_param_direction_score,5,0.5848210580529158,0.6
gpt2:llama1b,combined_ratio_direction_score,5,0.5282530853637586,0.6
gpt2:llama1b,pair_geometry_compatibility_score,5,0.04285473122784876,0.6
gpt2:llama1b,diagnostic_target_direction_std_mean,5,-0.3262223740762656,-0.5
gpt2:llama1b,target_text_nll,5,-0.3688532724548138,-0.5
gpt2:llama1b,target_minus_source_nll,5,-0.37106145010963515,-0.5
gpt2:llama1b,target_readability_cross_entropy,5,-0.30187020613090515,-0.5
gpt2:llama1b,source_target_direction_dispersion_gap,5,-0.3153855454259466,-0.5
gpt2:llama1b,diagnostic_target_direction_entropy,5,0.24733364585883308,0.5
gpt2:llama1b,_z_neg_target_readability_ce,5,0.3018702061309052,0.5
gpt2:llama1b,_z_neg_direction_dispersion_gap,5,0.31538554542594666,0.5
gpt2:llama1b,prior_param_tier_jump,5,0.5447832626749212,0.35355339059327373
gpt2:llama1b,rel_magnitude_l1_to_target,5,-0.12449272238290786,-0.3
gpt2:llama1b,source_native_nll,5,0.20647301810318752,0.3
gpt2:llama1b,_z_neg_source_native_nll,5,-0.20647301810319682,-0.3
gpt2:llama1b,diagnostic_source_direction_entropy_mean,5,-0.1233134044824602,-0.22360679774997896
gpt2:llama1b,diagnostic_source_direction_std_mean,5,0.10666099056036368,0.22360679774997896
gpt2:llama1b,diagnostic_target_direction_std_min,5,0.20414320623268684,0.2
gpt2:llama1b,rel_magnitude_rmse_to_target,5,-0.09266097685166379,0.1
gpt2:llama1b,source_target_direction_entropy_gap,5,0.16749505124758013,0.1
gpt2:llama1b,_z_neg_magnitude_rmse,5,0.09266097685166383,-0.1
gpt2:llama1b,_z_neg_direction_entropy_gap,5,-0.16749505124758013,-0.1
gpt2:llama1b,prior_same_model_family,5,0.16360331944054324,0.0
gpt2:llama1b,prior_cross_model_family,5,-0.1636033194405432,0.0
gpt2:llama3b,diagnostic_rel_magnitude_z_abs_mean,6,-0.5839467051713698,-0.9428571428571428
gpt2:llama3b,diagnostic_target_magnitude_std_mean,6,0.25274994335586715,0.9428571428571428
gpt2:llama3b,diagnostic_target_magnitude_std_min,6,0.2527499341346518,0.9428571428571428
gpt2:llama3b,source_native_nll,6,0.8313110479609661,0.8857142857142857
gpt2:llama3b,_z_neg_source_native_nll,6,-0.8313110479609668,-0.8857142857142857
gpt2:llama3b,abs_log_hidden_ratio,6,-0.8261465905089312,-0.8827348295047495
gpt2:llama3b,rel_direction_l1_to_target,6,-0.5149213353867365,-0.7714285714285715
gpt2:llama3b,rel_direction_rmse_to_target,6,-0.5168030769689571,-0.7714285714285715
gpt2:llama3b,memory_target_norm_gap,6,0.2884297709067872,0.7714285714285715
gpt2:llama3b,capacity_normalized_direction_rmse,6,-0.5312154424324098,-0.7714285714285715
gpt2:llama3b,pair_normalized_direction_rmse,6,-0.5603530768817431,-0.7714285714285715
gpt2:llama3b,_z_neg_direction_rmse,6,0.5168030769689571,0.7714285714285715
gpt2:llama3b,_z_neg_pair_norm_direction_rmse,6,0.560353076881743,0.7714285714285715
gpt2:llama3b,target_direction_subspace_residual,6,0.7733795218311551,0.7142857142857143
gpt2:llama3b,diagnostic_rel_direction_z2_mean,6,-0.400375632793446,-0.7142857142857143
gpt2:llama3b,target_readability_z2_mean,6,-0.4013721208952812,-0.7142857142857143
gpt2:llama3b,target_readability_tail_frac,6,-0.060794302652973344,-0.7142857142857143
gpt2:llama3b,source_target_direction_entropy_gap,6,-0.18086448528434174,-0.7142857142857143
gpt2:llama3b,_z_neg_subspace_residual,6,-0.773379521831155,-0.7142857142857143
gpt2:llama3b,_z_neg_target_readability_z2,6,0.4013721208952812,0.7142857142857143
gpt2:llama3b,_z_neg_target_readability_tail,6,0.06079430265297333,0.7142857142857143
gpt2:llama3b,_z_neg_direction_entropy_gap,6,0.18086448528434168,0.7142857142857143
gpt2:llama3b,combined_param_direction_score,6,0.6142435425320723,0.7142857142857143
gpt2:llama3b,combined_ratio_direction_score,6,0.5503748179994041,0.7142857142857143
gpt2:llama3b,target_hidden_size,6,0.7156080062477053,0.7061878636037996
gpt2:llama3b,_z_target_hidden_size,6,0.7156080062477052,0.7061878636037996
gpt2:llama3b,prior_param_tier_jump,6,0.4647943264666174,0.6761234037828133
gpt2:llama3b,prior_target_param_b,6,0.680121656127799,0.6667366910003157
gpt2:llama3b,prior_log_param_ratio_target_over_source,6,0.586507959700961,0.6667366910003157
gpt2:llama3b,_z_prior_target_param_b,6,0.6801216561277991,0.6667366910003157
gpt2:llama3b,_z_log_param_ratio,6,0.586507959700961,0.6667366910003157
gpt2:llama3b,combined_hidden_source_quality_score,6,0.7139676289522028,0.6571428571428571
gpt2:llama3b,diagnostic_target_direction_std_mean,6,-0.39164407276342106,-0.6
gpt2:llama3b,source_target_direction_dispersion_gap,6,-0.3912502010437566,-0.6
gpt2:llama3b,diagnostic_target_direction_entropy,6,0.42317680746880676,0.6
gpt2:llama3b,_z_neg_direction_dispersion_gap,6,0.39125020104375663,0.6
gpt2:llama3b,combined_hidden_direction_score,6,0.656225063528182,0.6
gpt2:llama3b,pair_geometry_compatibility_score,6,0.3793628110203682,0.6
gpt2:llama3b,anchor_direction_js_to_target,6,-0.4623536423484677,-0.5428571428571428
gpt2:llama3b,target_readability_cross_entropy,6,-0.4714346981165063,-0.5428571428571428
gpt2:llama3b,source_to_target_anchor_kl,6,-0.47378736747569594,-0.5428571428571428
gpt2:llama3b,_z_neg_anchor_js,6,0.46235364234846776,0.5428571428571428
gpt2:llama3b,_z_neg_target_readability_ce,6,0.47143469811650635,0.5428571428571428
gpt2:llama3b,_z_neg_source_to_target_kl,6,0.4737873674756958,0.5428571428571428
gpt2:llama3b,combined_hidden_js_score,6,0.6333887766336588,0.5428571428571428
gpt2:llama3b,rel_magnitude_l1_to_target,6,0.07244948298747633,0.42857142857142855
gpt2:llama3b,rel_magnitude_rmse_to_target,6,0.11702839687598024,0.42857142857142855
