target,metric,n,pearson,spearman
llama1b,source_native_nll,12,0.382722018249186,0.48951048951048953
llama1b,target_minus_source_nll,12,-0.382722018249186,-0.48951048951048953
llama1b,_z_neg_source_native_nll,12,-0.38272201824918595,-0.48951048951048953
llama1b,combined_hidden_source_quality_score,12,-0.3827220182491859,-0.48951048951048953
llama1b,source_target_top_anchor_overlap,12,0.3144620518408815,0.45454545454545453
llama1b,_z_top_anchor_overlap,12,0.3144620518408815,0.45454545454545453
llama1b,pair_geometry_compatibility_score,12,0.23774852507050928,0.3986013986013986
llama1b,target_readability_tail_frac,12,-0.12335789706869343,-0.24475524475524477
llama1b,_z_neg_target_readability_tail,12,0.12335789706869346,0.24475524475524477
llama1b,diagnostic_rel_magnitude_z_abs_mean,12,-0.24794247078679338,-0.22377622377622378
llama1b,abs_log_hidden_ratio,12,0.35609787179920643,0.20078005017412132
llama1b,rel_magnitude_l1_to_target,12,-0.27300382393235023,-0.17482517482517482
llama1b,rel_magnitude_rmse_to_target,12,-0.27699875956711617,-0.17482517482517482
llama1b,_z_neg_magnitude_rmse,12,0.27699875956711617,0.17482517482517482
llama1b,memory_target_norm_gap,12,-0.20415967907477764,-0.16783216783216784
llama1b,diagnostic_rel_direction_z2_mean,12,-0.14063279376467414,-0.16783216783216784
llama1b,target_readability_z2_mean,12,-0.1373415416522217,-0.16783216783216784
llama1b,_z_neg_target_readability_z2,12,0.13734154165222165,0.16783216783216784
llama1b,target_readability_energy,12,0.18984497711129503,0.14685314685314685
llama1b,_z_target_readability_energy,12,0.189844977111295,0.14685314685314685
llama1b,diagnostic_target_direction_std_min,12,0.09896809310331696,0.13517414889732077
llama1b,rel_direction_rmse_to_target,12,-0.06626119116659537,-0.11888111888111888
llama1b,capacity_normalized_direction_rmse,12,-0.06626119116659554,-0.11888111888111888
llama1b,_z_neg_direction_rmse,12,0.06626119116659539,0.11888111888111888
llama1b,combined_hidden_direction_score,12,0.06626119116659526,0.11888111888111888
