target_hidden_size,n_rows,n_targets,targets,mean_retention,median_retention,min_retention,max_retention,spearman_hidden_vs_rows,spearman_hidden_vs_target_means,n_unique_hidden_values
ALL,83,7,all,0.46077384387686726,0.4630683825016016,0.007595936851992831,1.387924942583853,0.7120040180736764,0.8183170883849714,5
1536.0,12,1,qwen1.5b,0.05968686871872716,0.058193571014520995,0.020330337916681703,0.10912421025968268,,,
2048.0,24,2,llama1b qwen3b,0.1954695056852587,0.06878532552237313,0.007595936851992831,0.6034360639008522,,,
3072.0,12,1,llama3b,0.5290353635376326,0.5632046964649559,0.2743926351635392,0.6898700217633312,,,
3584.0,12,1,qwen7b,0.957131751801577,1.0741778557738069,0.052447383831077124,1.387924942583853,,,
4096.0,23,2,llama8b mistral7b,0.6522918737668926,0.6688184963349416,0.20659685430261931,1.0722146120820424,,,
