task,group,metric,n,top1_hit,regret_at_1,spearman,best_retention,prior_pick_retention
T1_select_source,llama1b,rel_direction_l1_to_target,12,0,0.37800278794979325,0.06993006993006994,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,rel_direction_rmse_to_target,12,0,0.37800278794979325,0.11888111888111888,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,rel_magnitude_l1_to_target,12,0,0.020986978808253842,0.17482517482517482,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,rel_magnitude_rmse_to_target,12,0,0.020986978808253842,0.17482517482517482,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,memory_target_norm_gap,12,0,0.14426701667343633,0.16783216783216784,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,anchor_direction_js_to_target,12,0,0.37800278794979325,0.06293706293706294,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_direction_subspace_residual,12,0,0.09072202323606315,0.006993006993006993,0.6034360639008522,0.5127140406647891
T1_select_source,llama1b,capacity_normalized_direction_rmse,12,0,0.37800278794979325,0.11888111888111888,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,diagnostic_rel_direction_z2_mean,12,0,0.37800278794979325,0.16783216783216784,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,diagnostic_rel_magnitude_z_abs_mean,12,0,0.020986978808253842,0.22377622377622378,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,diagnostic_target_direction_std_mean,12,0,0.09072202323606315,0.07509674938740042,0.6034360639008522,0.5127140406647891
T1_select_source,llama1b,diagnostic_target_direction_std_min,12,0,0.020986978808253842,0.13517414889732077,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,diagnostic_target_magnitude_std_mean,12,0,0.14426701667343633,-0.015019349877480085,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,diagnostic_target_magnitude_std_min,12,0,0.14426701667343633,-0.015019349877480085,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,source_native_nll,12,0,0.37800278794979325,-0.48951048951048953,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_minus_source_nll,12,0,0.0194059060285533,0.48951048951048953,0.6034360639008522,0.584030157872299
T1_select_source,llama1b,source_hidden_size,12,0,0.09072202323606315,-0.01434143215529438,0.6034360639008522,0.5127140406647891
T1_select_source,llama1b,abs_log_hidden_ratio,12,0,0.5800220880231218,-0.20078005017412132,0.6034360639008522,0.02341397587773037
T1_select_source,llama1b,prior_same_model_family,12,0,0.020986978808253842,0.10241831129983783,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,prior_cross_model_family,12,0,0.14426701667343633,-0.10241831129983783,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,prior_source_param_b,12,0,0.09072202323606315,-0.07278552445685778,0.6034360639008522,0.5127140406647891
T1_select_source,llama1b,prior_log_param_ratio_target_over_source,12,0,0.0194059060285533,0.07278552445685778,0.6034360639008522,0.584030157872299
T1_select_source,llama1b,pair_normalized_direction_rmse,12,0,0.37800278794979325,0.0979020979020979,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_readability_z2_mean,12,0,0.37800278794979325,0.16783216783216784,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_readability_tail_frac,12,0,0.37800278794979325,0.24475524475524477,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_readability_cross_entropy,12,0,0.37800278794979325,-0.06993006993006994,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,source_to_target_anchor_kl,12,0,0.37800278794979325,0.06293706293706294,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,target_readability_energy,12,0,0.0194059060285533,0.14685314685314685,0.6034360639008522,0.584030157872299
T1_select_source,llama1b,source_target_top_anchor_overlap,12,0,0.3078477364698378,0.45454545454545453,0.6034360639008522,0.29558832743101443
T1_select_source,llama1b,source_target_direction_entropy_gap,12,0,0.37800278794979325,-0.06993006993006994,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,source_target_direction_dispersion_gap,12,0,0.14426701667343633,0.03496503496503497,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,diagnostic_source_direction_entropy_mean,12,0,0.14426701667343633,0.0,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,diagnostic_target_direction_entropy,12,0,0.14426701667343633,-0.07509674938740042,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,diagnostic_source_direction_std_mean,12,0,0.3078477364698378,0.04895104895104895,0.6034360639008522,0.29558832743101443
T1_select_source,llama1b,_z_log_param_ratio,12,0,0.0194059060285533,0.07278552445685778,0.6034360639008522,0.584030157872299
T1_select_source,llama1b,_z_neg_direction_rmse,12,0,0.37800278794979325,0.11888111888111888,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_anchor_js,12,0,0.37800278794979325,0.06293706293706294,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_magnitude_rmse,12,0,0.020986978808253842,0.17482517482517482,0.6034360639008522,0.5824490850925984
T1_select_source,llama1b,_z_neg_subspace_residual,12,0,0.09072202323606315,0.006993006993006993,0.6034360639008522,0.5127140406647891
T1_select_source,llama1b,_z_neg_pair_norm_direction_rmse,12,0,0.37800278794979325,0.0979020979020979,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_target_readability_z2,12,0,0.37800278794979325,0.16783216783216784,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_target_readability_tail,12,0,0.37800278794979325,0.24475524475524477,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_target_readability_ce,12,0,0.37800278794979325,-0.06993006993006994,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_source_to_target_kl,12,0,0.37800278794979325,0.06293706293706294,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_target_readability_energy,12,0,0.0194059060285533,0.14685314685314685,0.6034360639008522,0.584030157872299
T1_select_source,llama1b,_z_top_anchor_overlap,12,0,0.3078477364698378,0.45454545454545453,0.6034360639008522,0.29558832743101443
T1_select_source,llama1b,_z_neg_direction_entropy_gap,12,0,0.37800278794979325,-0.06993006993006994,0.6034360639008522,0.225433275951059
T1_select_source,llama1b,_z_neg_direction_dispersion_gap,12,0,0.14426701667343633,0.03496503496503497,0.6034360639008522,0.4591690472274159
T1_select_source,llama1b,_z_neg_source_native_nll,12,0,0.37800278794979325,-0.48951048951048953,0.6034360639008522,0.225433275951059
