task,group,metric,n,top1_hit,regret_at_1,spearman,best_retention,prior_pick_retention
T1_select_source,llama1b,rel_direction_l1_to_target,12,0,0.1267509286780849,-0.04895104895104895,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,rel_direction_rmse_to_target,12,0,0.1267509286780849,-0.04895104895104895,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,rel_magnitude_l1_to_target,12,0,0.17266941331062202,0.32167832167832167,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,rel_magnitude_rmse_to_target,12,0,0.17266941331062202,0.32167832167832167,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,memory_target_norm_gap,12,0,0.1267509286780849,0.2517482517482518,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,anchor_direction_js_to_target,12,0,0.1267509286780849,-0.22377622377622378,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,target_direction_subspace_residual,12,0,0.22294576163758983,0.11888111888111888,0.9506268986886264,0.7276811370510365
T1_select_source,llama1b,capacity_normalized_direction_rmse,12,0,0.1267509286780849,-0.04895104895104895,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,diagnostic_rel_direction_z2_mean,12,0,0.1267509286780849,0.0,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,diagnostic_rel_magnitude_z_abs_mean,12,0,0.17266941331062202,0.2867132867132867,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,diagnostic_target_direction_std_mean,12,0,0.22294576163758983,0.22529024816220128,0.9506268986886264,0.7276811370510365
T1_select_source,llama1b,diagnostic_target_direction_std_min,12,0,0.17266941331062202,0.28536764767212164,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,diagnostic_target_magnitude_std_mean,12,0,0.1267509286780849,0.13517414889732077,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,diagnostic_target_magnitude_std_min,12,0,0.1267509286780849,0.13517414889732077,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,source_native_nll,12,0,0.03514420563792142,0.5454545454545454,0.9506268986886264,0.915482693050705
T1_select_source,llama1b,target_minus_source_nll,12,0,0.1570162427759545,-0.5454545454545454,0.9506268986886264,0.7936106559126719
T1_select_source,llama1b,source_hidden_size,12,0,0.22294576163758983,0.04302429646588314,0.9506268986886264,0.7276811370510365
T1_select_source,llama1b,abs_log_hidden_ratio,12,0,0.8563384258456376,-0.24380434664000444,0.9506268986886264,0.09428847284298883
T1_select_source,llama1b,prior_same_model_family,12,0,0.17266941331062202,0.30725493389951347,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,prior_cross_model_family,12,0,0.1267509286780849,-0.30725493389951347,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,prior_source_param_b,12,0,0.22294576163758983,-0.03639276222842889,0.9506268986886264,0.7276811370510365
T1_select_source,llama1b,prior_log_param_ratio_target_over_source,12,0,0.1570162427759545,0.03639276222842889,0.9506268986886264,0.7936106559126719
T1_select_source,llama1b,pair_normalized_direction_rmse,12,0,0.1267509286780849,0.027972027972027972,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,target_readability_z2_mean,12,0,0.1267509286780849,0.0,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,target_readability_tail_frac,12,0,0.1267509286780849,-0.06293706293706294,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,target_readability_cross_entropy,12,0,0.1267509286780849,-0.09090909090909091,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,source_to_target_anchor_kl,12,0,0.1267509286780849,-0.09090909090909091,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,target_readability_energy,12,0,0.1570162427759545,0.16783216783216784,0.9506268986886264,0.7936106559126719
T1_select_source,llama1b,source_target_top_anchor_overlap,12,1,0.0,0.11188811188811189,0.9506268986886264,0.9506268986886264
T1_select_source,llama1b,source_target_direction_entropy_gap,12,0,0.177474071773271,-0.21678321678321677,0.9506268986886264,0.7731528269153554
T1_select_source,llama1b,source_target_direction_dispersion_gap,12,0,0.177474071773271,0.04895104895104895,0.9506268986886264,0.7731528269153554
T1_select_source,llama1b,diagnostic_source_direction_entropy_mean,12,0,0.1267509286780849,0.11888111888111888,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,diagnostic_target_direction_entropy,12,0,0.1267509286780849,-0.22529024816220128,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,diagnostic_source_direction_std_mean,12,0,0.177474071773271,0.15384615384615385,0.9506268986886264,0.7731528269153554
T1_select_source,llama1b,_z_log_param_ratio,12,0,0.1570162427759545,0.03639276222842889,0.9506268986886264,0.7936106559126719
T1_select_source,llama1b,_z_neg_direction_rmse,12,0,0.1267509286780849,-0.04895104895104895,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,_z_neg_anchor_js,12,0,0.1267509286780849,-0.22377622377622378,0.9506268986886264,0.8238759700105415
T1_select_source,llama1b,_z_neg_magnitude_rmse,12,0,0.17266941331062202,0.32167832167832167,0.9506268986886264,0.7779574853780044
T1_select_source,llama1b,_z_neg_subspace_residual,12,0,0.22294576163758983,0.11888111888111888,0.9506268986886264,0.7276811370510365
T1_select_source,llama1b,_z_neg_pair_norm_direction_rmse,12,0,0.1267509286780849,0.027972027972027972,0.9506268986886264,0.8238759700105415
