target_hidden_size,n_rows,n_targets,targets,mean_retention,median_retention,min_retention,max_retention,spearman_hidden_vs_rows,spearman_hidden_vs_target_means,n_unique_hidden_values
ALL,84,7,all,0.7079668642992407,0.9057966158797969,0.0025903951695940342,1.4625492017293595,0.6662345935031607,0.8001322641986387,5
1536.0,12,1,qwen1.5b,0.3496124928492523,0.22618888143204047,0.0033426688073460546,1.4625492017293595,,,
2048.0,24,2,llama1b qwen3b,0.4300190382400079,0.31661158032683867,0.0025903951695940342,0.9506268986886264,,,
3072.0,12,1,llama3b,0.9478693571860425,0.9497015161305928,0.9110514084158824,0.991698342847541,,,
3584.0,12,1,qwen7b,0.9155942190681002,0.9233493252755347,0.7062104424590023,1.0584457514300012,,,
4096.0,24,2,llama8b mistral7b,0.9413269522556375,0.9406764181625358,0.8782009356761746,0.9954241725429155,,,
