task,metric,tier,n_groups,top1_hit_rate,mean_regret_at_1,median_regret_at_1,mean_spearman,mean_abs_spearman
T1_select_source,combined_ratio_direction_score,L4_composite,7,0.2857142857142857,0.26322174558451855,0.12346805106262704,0.13286713286713286,0.24875124875124874
T1_select_source,source_target_top_anchor_overlap,L1_pair_compatibility,7,0.2857142857142857,0.07681577174982045,0.03756704453368431,0.09490509490509491,0.16683316683316685
T1_select_source,_z_top_anchor_overlap,other,7,0.2857142857142857,0.07681577174982045,0.03756704453368431,0.09490509490509491,0.16683316683316685
T1_select_source,prior_same_model_family,L3_discrete,6,0.16666666666666666,0.10764289924553994,0.05848304790530873,0.4523475415742837,0.4523475415742837
T1_select_source,target_minus_source_nll,L2_text,7,0.14285714285714285,0.11694064028243137,0.0806469344316586,-0.15884115884115885,0.5184815184815185
T1_select_source,diagnostic_rel_magnitude_z_abs_mean,other,7,0.14285714285714285,0.0979638089458615,0.03988926714779084,0.3156843156843157,0.3296703296703297
T1_select_source,diagnostic_target_magnitude_std_mean,other,7,0.14285714285714285,0.09245842490634162,0.03988926714779084,0.3100950552278981,0.3100950552278981
T1_select_source,diagnostic_target_magnitude_std_min,other,7,0.14285714285714285,0.09245842490634162,0.03988926714779084,0.3100950552278981,0.3100950552278981
T1_select_source,target_readability_energy,L1_pair_compatibility,7,0.14285714285714285,0.1481153316009914,0.0882393164350811,0.04295704295704297,0.26873126873126874
T1_select_source,_z_target_readability_energy,other,7,0.14285714285714285,0.1481153316009914,0.0882393164350811,0.04295704295704297,0.26873126873126874
T1_select_source,target_direction_subspace_residual,L1_mechanism,7,0.14285714285714285,0.25430416715687615,0.07162335882694093,0.0019980019980019963,0.16183816183816185
T1_select_source,_z_neg_subspace_residual,other,7,0.14285714285714285,0.25430416715687615,0.07162335882694093,0.0019980019980019963,0.16183816183816185
T1_select_source,source_native_nll,L2_text,7,0.0,0.29271902489875334,0.055424385750419636,0.15884115884115885,0.5184815184815185
T1_select_source,_z_neg_source_native_nll,other,7,0.0,0.29271902489875334,0.055424385750419636,0.15884115884115885,0.5184815184815185
T1_select_source,combined_hidden_source_quality_score,L4_composite,7,0.0,0.29271902489875334,0.055424385750419636,0.15884115884115885,0.5184815184815185
T1_select_source,prior_cross_model_family,other,6,0.0,0.2977607405732594,0.09034235503475213,-0.4523475415742837,0.4523475415742837
T1_select_source,rel_magnitude_rmse_to_target,L1_mechanism,7,0.0,0.2664273426948552,0.053933781391419355,0.11188811188811189,0.3716283716283716
T1_select_source,_z_neg_magnitude_rmse,other,7,0.0,0.2664273426948552,0.053933781391419355,0.11188811188811189,0.3716283716283716
T1_select_source,rel_magnitude_l1_to_target,L1_mechanism,7,0.0,0.2664273426948552,0.053933781391419355,0.11788211788211789,0.36563436563436563
T1_select_source,target_magnitude_tail_frac,L1_pair_compatibility,1,0.0,0.09050979611384047,0.09050979611384047,0.361959976488259,0.361959976488259
