metric,n,controls,pearson_residual,spearman_residual
prior_cross_model_family,84,target+encoder,-0.34925446268724025,-0.372579653938011
source_target_direction_entropy_gap,84,target+encoder,0.35161033780594225,0.31309101954034624
_z_neg_direction_entropy_gap,84,target+encoder,-0.35161033780594225,-0.31309101954034624
diagnostic_target_magnitude_std_mean,84,target+encoder,0.04073108756271084,0.27728855818606074
diagnostic_target_magnitude_std_min,84,target+encoder,0.040731086352005605,0.27728855818606074
anchor_direction_js_to_target,84,target+encoder,0.21124053747870308,0.27034524653234787
_z_neg_anchor_js,84,target+encoder,-0.21124053747870306,-0.27034524653234787
combined_hidden_js_score,84,target+encoder,-0.21124053747870303,-0.27034524653234787
diagnostic_target_direction_std_mean,84,target+encoder,0.13481542827881438,0.26434801981120104
source_to_target_anchor_kl,84,target+encoder,0.170983443825745,0.24005264756505013
_z_neg_source_to_target_kl,84,target+encoder,-0.17098344382574499,-0.24005264756505013
diagnostic_target_direction_entropy,84,target+encoder,-0.3381836369183962,-0.23327450133113045
diagnostic_rel_magnitude_z_abs_mean,84,target+encoder,-0.14989366710220697,-0.22097802976612332
target_readability_cross_entropy,84,target+encoder,0.16695346577496675,0.215571529816746
_z_neg_target_readability_ce,84,target+encoder,-0.16695346577496675,-0.215571529816746
target_readability_z2_mean,84,target+encoder,0.05729343639606008,0.1822010732003645
_z_neg_target_readability_z2,84,target+encoder,-0.05729343639606008,-0.1822010732003645
diagnostic_rel_direction_z2_mean,84,target+encoder,0.05720191818624117,0.18118862002632377
target_readability_tail_frac,84,target+encoder,0.005488338769856553,0.16544916096119477
_z_neg_target_readability_tail,84,target+encoder,-0.005488338769856543,-0.16544916096119477
abs_log_hidden_ratio,84,target+encoder,0.10073310934659989,0.16330524788465894
prior_log_param_ratio_target_over_source,84,target+encoder,0.014153301208627112,0.15811322808107317
_z_log_param_ratio,84,target+encoder,0.01415330120862711,0.15811322808107317
prior_source_param_b,84,target+encoder,-0.020975227081505246,-0.15066806443596759
diagnostic_target_direction_std_min,84,target+encoder,-0.007218105054045182,0.14185614128980178
prior_param_tier_jump,84,target+encoder,0.020654575474658928,0.12751233742543125
rel_direction_rmse_to_target,84,target+encoder,0.06817341750474173,0.1224055887415207
_z_neg_direction_rmse,84,target+encoder,-0.06817341750474172,-0.1224055887415207
combined_hidden_direction_score,84,target+encoder,-0.06817341750474176,-0.1224055887415207
combined_param_direction_score,84,target+encoder,-0.06817341750474176,-0.1224055887415207
capacity_normalized_direction_rmse,84,target+encoder,0.07231644826140121,0.11971246329857244
rel_direction_l1_to_target,84,target+encoder,0.06177864923765861,0.11961121798116837
target_direction_subspace_residual,84,target+encoder,0.05576608344600571,0.0862812594917485
_z_neg_subspace_residual,84,target+encoder,-0.055766083446005726,-0.0862812594917485
source_hidden_size,84,target+encoder,-0.025879272943252558,-0.08384300729696723
source_native_nll,84,target+encoder,-0.0021301660345952557,-0.08372987749316595
target_minus_source_nll,84,target+encoder,0.0021301660345952535,0.08372987749316595
_z_neg_source_native_nll,84,target+encoder,0.0021301660345952366,0.08372987749316595
combined_hidden_source_quality_score,84,target+encoder,0.0021301660345952344,0.08372987749316595
pair_normalized_direction_rmse,84,target+encoder,0.053064958995493315,0.06827984205730485
_z_neg_pair_norm_direction_rmse,84,target+encoder,-0.05306495899549331,-0.06827984205730485
target_magnitude_tail_frac,84,target+encoder,-0.016747898693699918,-0.06600437594025405
_z_neg_target_magnitude_tail,84,target+encoder,0.016747898693699918,0.06600437594025405
combined_ratio_direction_score,84,target+encoder,-0.02042940059815133,0.06147615672775134
memory_target_norm_gap,84,target+encoder,0.0597730218795539,-0.05272856130403969
target_readability_energy,84,target+encoder,0.16779454516368628,-0.04394046775336641
_z_target_readability_energy,84,target+encoder,0.1677945451636863,-0.04394046775336641
rel_magnitude_l1_to_target,84,target+encoder,0.05567297147481402,-0.03855421686746988
diagnostic_source_direction_std_mean,84,target+encoder,-0.05536177232883063,0.03183152779183963
rel_magnitude_rmse_to_target,84,target+encoder,0.06255023018378861,-0.02296243798724309
_z_neg_magnitude_rmse,84,target+encoder,-0.0625502301837886,0.02296243798724309
source_target_top_anchor_overlap,84,target+encoder,0.28140260976751036,0.012169687151969222
_z_top_anchor_overlap,84,target+encoder,0.28140260976751025,0.012169687151969222
source_target_direction_dispersion_gap,84,target+encoder,0.07599645560671074,-0.005406499949377341
_z_neg_direction_dispersion_gap,84,target+encoder,-0.07599645560671073,0.005406499949377341
pair_geometry_compatibility_score,84,target+encoder,0.01022685713297255,-0.0022071479194087276
diagnostic_source_direction_entropy_mean,84,target+encoder,-0.016964495088255253,-0.00012149438088488407
