metric,n,controls,pearson_residual,spearman_residual
prior_source_param_b,84,target+encoder,-0.07945469381360923,-0.25766510804120846
rel_magnitude_rmse_to_target,84,target+encoder,-0.07583612226282306,-0.22958388174546926
_z_neg_magnitude_rmse,84,target+encoder,0.07583612226282306,0.22958388174546926
rel_magnitude_l1_to_target,84,target+encoder,-0.06695254378235875,-0.22359015895514833
combined_ratio_direction_score,84,target+encoder,0.1164887951880234,0.20577098309203198
pair_geometry_compatibility_score,84,target+encoder,0.1670907160188298,0.1850966892781209
source_hidden_size,84,target+encoder,-0.05380343207264673,-0.1824508209103815
prior_same_model_family,84,target+encoder,0.12574119431870445,0.1770472225438619
prior_cross_model_family,84,target+encoder,-0.12574119431870442,-0.1770472225438619
target_direction_subspace_residual,84,target+encoder,0.11100342425319505,0.17357497215753773
_z_neg_subspace_residual,84,target+encoder,-0.11100342425319507,-0.17357497215753773
source_target_direction_entropy_gap,84,target+encoder,0.0783719350894501,0.15225270831224055
_z_neg_direction_entropy_gap,84,target+encoder,-0.07837193508945012,-0.15225270831224055
diagnostic_rel_magnitude_z_abs_mean,84,target+encoder,-0.07023244877092497,-0.1513010023286423
memory_target_norm_gap,84,target+encoder,-0.08863050906784682,-0.1498430697580237
source_target_top_anchor_overlap,84,target+encoder,0.2431824710987746,0.14872937126657892
_z_top_anchor_overlap,84,target+encoder,0.24318247109877456,0.14872937126657892
abs_log_hidden_ratio,84,target+encoder,0.10366559398893217,0.14635005821357414
target_readability_energy,84,target+encoder,0.15980182938416387,0.13348182646552598
_z_target_readability_energy,84,target+encoder,0.15980182938416387,0.13348182646552598
prior_param_tier_jump,84,target+encoder,-0.002652450624404313,0.13188599256343225
diagnostic_target_direction_std_mean,84,target+encoder,0.08507449343222578,0.12453746962639257
diagnostic_source_direction_std_mean,84,target+encoder,0.02420114422439879,0.11353649893692416
diagnostic_source_direction_entropy_mean,84,target+encoder,-0.029419575030486273,-0.112139313556748
anchor_direction_js_to_target,84,target+encoder,-0.00646685700568373,0.10108332489622356
_z_neg_anchor_js,84,target+encoder,0.006466857005683743,-0.10108332489622356
combined_hidden_js_score,84,target+encoder,0.006466857005683786,-0.10108332489622356
source_target_direction_dispersion_gap,84,target+encoder,-0.01855453720473785,-0.09551483243899969
_z_neg_direction_dispersion_gap,84,target+encoder,0.018554537204737848,0.09551483243899969
source_to_target_anchor_kl,84,target+encoder,-0.010131376866624839,0.08486382504809152
_z_neg_source_to_target_kl,84,target+encoder,0.010131376866624825,-0.08486382504809152
pair_normalized_direction_rmse,84,target+encoder,-0.12766326304783784,-0.06870507239040194
_z_neg_pair_norm_direction_rmse,84,target+encoder,0.12766326304783787,0.06870507239040194
diagnostic_target_direction_std_min,84,target+encoder,0.006202286025676223,0.06759111436831396
source_native_nll,84,target+encoder,-0.09524537035992249,-0.06321757618710135
target_minus_source_nll,84,target+encoder,0.09524537035992248,0.06321757618710135
_z_neg_source_native_nll,84,target+encoder,0.09524537035992248,0.06321757618710135
combined_hidden_source_quality_score,84,target+encoder,0.09524537035992248,0.06321757618710135
diagnostic_target_direction_entropy,84,target+encoder,-0.0614313193320742,-0.04235085286317715
diagnostic_target_magnitude_std_mean,84,target+encoder,-0.006597226887420423,0.04056595101836892
diagnostic_target_magnitude_std_min,84,target+encoder,-0.006597223726814243,0.04056595101836892
target_readability_cross_entropy,84,target+encoder,-0.022617802184599828,0.020411055988660526
_z_neg_target_readability_ce,84,target+encoder,0.022617802184599838,-0.020411055988660526
rel_direction_l1_to_target,84,target+encoder,-0.10609677528092047,-0.020269312544294826
target_readability_z2_mean,84,target+encoder,-0.001516416947344051,0.018892376227599473
_z_neg_target_readability_z2,84,target+encoder,0.0015164169473440479,-0.018892376227599473
capacity_normalized_direction_rmse,84,target+encoder,-0.10481130605167956,-0.01810266275184773
diagnostic_rel_direction_z2_mean,84,target+encoder,-0.0015661780798766744,0.01802166649792447
rel_direction_rmse_to_target,84,target+encoder,-0.10086243783068888,-0.016482737673382607
_z_neg_direction_rmse,84,target+encoder,0.10086243783068889,0.016482737673382607
combined_hidden_direction_score,84,target+encoder,0.10086243783068881,0.016482737673382607
combined_param_direction_score,84,target+encoder,0.10086243783068882,0.016482737673382607
target_readability_tail_frac,84,target+encoder,-0.004545216303748033,0.01046903080802126
_z_neg_target_readability_tail,84,target+encoder,0.004545216303748038,-0.01046903080802126
target_magnitude_tail_frac,84,target+encoder,-0.010879889127464643,-0.007089728731857848
_z_neg_target_magnitude_tail,84,target+encoder,0.010879889127464641,0.007089728731857848
