target_hidden_size,n_rows,n_targets,targets,mean_retention,median_retention,min_retention,max_retention,spearman_hidden_vs_rows,spearman_hidden_vs_target_means,n_unique_hidden_values
ALL,84,7,all,0.8243449888978136,0.9301724228974705,0.17300553358727122,1.0280027335489321,0.6238605733910461,0.727392967453308,5
1536.0,12,1,qwen1.5b,0.591014103817837,0.5977587887560856,0.17300553358727122,1.0049920278827449,,,
2048.0,24,2,llama1b qwen3b,0.6687113886221461,0.747865275142315,0.30835199384203216,0.9802953052674641,,,
3072.0,12,1,llama3b,0.9540159097026812,0.969546209379177,0.8878788877717526,0.9950892458419809,,,
3584.0,12,1,qwen7b,0.9796944802107067,0.9775074802565138,0.9317921879149164,1.0280027335489321,,,
4096.0,24,2,llama8b mistral7b,0.9541338256545885,0.9571019666749985,0.8624806371360174,1.001721444299418,,,
