metric,tier,global_spearman,T1_mean_abs_spearman,T2_mean_abs_spearman
target_readability_cross_entropy,L1_pair_compatibility,-0.34139921028652426,0.25074925074925075,0.3795918367346939
pair_normalized_direction_rmse,L1_pair_compatibility,-0.3348790118457021,0.2057942057942058,0.39183673469387753
source_to_target_anchor_kl,L1_pair_compatibility,-0.3099726637643009,0.24675324675324675,0.4244897959183674
target_magnitude_tail_frac,L1_pair_compatibility,-0.22459395929894357,0.2537880294917678,0.45825756949558405
source_target_direction_dispersion_gap,L1_pair_compatibility,-0.21494380884884073,0.09690309690309691,0.4489795918367347
target_readability_tail_frac,L1_pair_compatibility,-0.20417394030896052,0.268253333396597,0.3519169320905391
pair_geometry_compatibility_score,L1_pair_compatibility,0.20044547939657792,0.22477522477522477,0.3346938775510204
source_target_direction_entropy_gap,L1_pair_compatibility,-0.12145388275792245,0.2077922077922078,0.42040816326530617
target_readability_energy,L1_pair_compatibility,0.07480004049812697,0.24975024975024976,0.4979591836734694
source_target_top_anchor_overlap,L1_pair_compatibility,-0.07014275589753974,0.2867132867132867,0.4163265306122449
target_readability_z2_mean,L1_pair_compatibility,-0.06149640579123215,0.23776223776223776,0.2857142857142857
target_direction_subspace_residual,L1_mechanism,0.38934899260909184,0.24075924075924077,0.39999999999999997
capacity_normalized_direction_rmse,L1_mechanism,-0.34482130201478184,0.22977022977022976,0.39183673469387753
rel_direction_rmse_to_target,L1_mechanism,-0.33230738078363875,0.22977022977022976,0.38775510204081637
rel_direction_l1_to_target,L1_mechanism,-0.33084944821302015,0.22377622377622378,0.38775510204081637
anchor_direction_js_to_target,L1_mechanism,-0.30711754581350614,0.25674325674325676,0.42040816326530617
rel_magnitude_l1_to_target,L1_mechanism,-0.0648982484560089,0.2047952047952048,0.35102040816326535
rel_magnitude_rmse_to_target,L1_mechanism,-0.06046370355371064,0.2037962037962038,0.43265306122448977
source_native_nll,L2_text,-0.16184913262113543,0.5104895104895105,0.27346938775510204
target_text_nll,L2_text,-0.16055010006299478,,0.3183673469387755
target_minus_source_nll,L2_text,-0.03885795281968209,0.5104895104895105,0.3183673469387755
prior_log_param_ratio_target_over_source,L3_discrete,0.46869158271564204,0.3352676933110289,0.5683594962529982
prior_param_tier_jump,L3_discrete,0.21004615249691405,0.42427281560879965,0.4267155584103298
prior_same_model_family,L3_discrete,0.07499114051145689,0.26458063752458105,0.5002975305232068
combined_hidden_source_quality_score,L4_composite,0.6180934549509218,0.5104895104895105,0.6538856105948608
combined_hidden_js_score,L4_composite,0.4362863217576187,0.25674325674325676,0.5755102040816327
combined_hidden_direction_score,L4_composite,0.43375518882251696,0.22977022977022976,0.5061224489795918
combined_ratio_direction_score,L4_composite,0.4220714791940873,0.2587412587412587,0.4571428571428572
combined_param_direction_score,L4_composite,0.3596841146096993,0.22977022977022976,0.436734693877551
_z_target_hidden_size,L0_baseline,0.6238605733910461,,0.673789502232818
target_hidden_size,L0_baseline,0.6238605733910461,,0.673789502232818
_z_prior_target_param_b,L0_baseline,0.5089882297832778,,0.5683594962529982
prior_target_param_b,L0_baseline,0.5089882297832778,,0.5683594962529982
diagnostic_target_direction_std_min,other,-0.4854916387085408,0.13413549030813754,0.5755102040816327
_z_log_param_ratio,other,0.46869158271564204,0.3352676933110289,0.5683594962529982
diagnostic_target_magnitude_std_mean,other,0.4138335493138905,0.10873449631676713,0.6122448979591837
diagnostic_target_magnitude_std_min,other,0.4138335493138905,0.10873449631676713,0.6122448979591837
_z_neg_subspace_residual,other,-0.38934899260909184,0.24075924075924077,0.39999999999999997
diagnostic_target_direction_entropy,other,0.3496176488518125,0.211032858635503,0.3795918367346939
_z_neg_target_readability_ce,other,0.34139921028652426,0.25074925074925075,0.3795918367346939
_z_neg_pair_norm_direction_rmse,other,0.3348790118457021,0.2057942057942058,0.39183673469387753
_z_neg_direction_rmse,other,0.33230738078363875,0.22977022977022976,0.38775510204081637
diagnostic_target_direction_std_mean,other,-0.3280771288610586,0.23502483357149248,0.5061224489795918
_z_neg_source_to_target_kl,other,0.3099726637643009,0.24675324675324675,0.4244897959183674
_z_neg_anchor_js,other,0.30711754581350614,0.25674325674325676,0.42040816326530617
diagnostic_rel_magnitude_z_abs_mean,other,-0.24181431608788093,0.16683316683316685,0.6122448979591837
_z_neg_target_magnitude_tail,other,0.22459395929894357,0.2537880294917678,0.45825756949558405
_z_neg_direction_dispersion_gap,other,0.21494380884884073,0.09690309690309691,0.4489795918367347
prior_source_param_b,other,-0.21399505142165315,0.3352676933110289,
_z_neg_target_readability_tail,other,0.20417394030896052,0.268253333396597,0.3519169320905391
memory_target_norm_gap,other,0.1936215450035436,0.15184815184815184,0.4204081632653061
source_hidden_size,other,-0.18287077116231223,0.25985575548848217,
_z_neg_source_native_nll,other,0.16184913262113543,0.5104895104895105,0.27346938775510204
_z_neg_direction_entropy_gap,other,0.12145388275792245,0.2077922077922078,0.42040816326530617
diagnostic_source_direction_entropy_mean,other,-0.11455021321736418,0.25374625374625376,0.40197140040610874
prior_cross_model_family,other,-0.07499114051145689,0.26458063752458105,0.5002975305232068
_z_target_readability_energy,other,0.07480004049812697,0.24975024975024976,0.4979591836734694
diagnostic_source_direction_std_mean,other,0.07229526277148943,0.15784215784215785,0.42365628400321287
_z_top_anchor_overlap,other,-0.07014275589753974,0.2867132867132867,0.4163265306122449
_z_neg_target_readability_z2,other,0.06149640579123215,0.23776223776223776,0.2857142857142857
diagnostic_rel_direction_z2_mean,other,-0.06147615672775134,0.23776223776223776,0.2857142857142857
_z_neg_magnitude_rmse,other,0.06046370355371064,0.2037962037962038,0.43265306122448977
abs_log_hidden_ratio,other,-0.00336281580474271,0.294561706302153,0.6777438914013915
