target,metric,n,pearson,spearman
mistral7b,_z_log_param_ratio,12,0.4425962353429712,0.3728772360376539
mistral7b,prior_param_tier_jump,12,0.4037577047937122,0.2956561979945413
mistral7b,target_readability_energy,12,0.20694768055889284,0.2867132867132867
mistral7b,_z_target_readability_energy,12,0.2069476805588928,0.2867132867132867
mistral7b,combined_ratio_direction_score,12,0.41895049188403843,0.2727272727272727
mistral7b,source_hidden_size,12,-0.37109608835367897,-0.23663363056235726
mistral7b,abs_log_hidden_ratio,12,0.32650739374141813,0.23663363056235726
mistral7b,source_target_top_anchor_overlap,12,0.12857438344307634,0.23076923076923078
mistral7b,_z_top_anchor_overlap,12,0.12857438344307634,0.23076923076923078
mistral7b,target_readability_cross_entropy,12,-0.20394429225357766,-0.22377622377622378
mistral7b,_z_neg_target_readability_ce,12,0.2039442922535776,0.22377622377622378
mistral7b,source_target_direction_dispersion_gap,12,-0.20861234348227103,-0.2097902097902098
mistral7b,diagnostic_source_direction_std_mean,12,0.22719781343534,0.2097902097902098
mistral7b,_z_neg_direction_dispersion_gap,12,0.20861234348227103,0.2097902097902098
mistral7b,source_to_target_anchor_kl,12,0.19514220287757533,0.1958041958041958
mistral7b,_z_neg_source_to_target_kl,12,-0.19514220287757528,-0.1958041958041958
mistral7b,anchor_direction_js_to_target,12,0.19950396643224869,0.1888111888111888
mistral7b,source_target_direction_entropy_gap,12,0.2172645688892251,0.1888111888111888
mistral7b,diagnostic_source_direction_entropy_mean,12,-0.216942326851664,-0.1888111888111888
mistral7b,_z_neg_anchor_js,12,-0.19950396643224852,-0.1888111888111888
mistral7b,_z_neg_direction_entropy_gap,12,-0.21726456888922507,-0.1888111888111888
mistral7b,combined_hidden_js_score,12,-0.19950396643224835,-0.1888111888111888
mistral7b,memory_target_norm_gap,12,0.12976770429254172,0.17482517482517482
mistral7b,rel_direction_rmse_to_target,12,0.14332183164212856,0.14685314685314685
mistral7b,capacity_normalized_direction_rmse,12,0.14332183164212842,0.14685314685314685
mistral7b,diagnostic_rel_direction_z2_mean,12,0.13422356844069996,0.14685314685314685
mistral7b,target_readability_z2_mean,12,0.13206508310706752,0.14685314685314685
mistral7b,_z_neg_direction_rmse,12,-0.1433218316421285,-0.14685314685314685
mistral7b,_z_neg_target_readability_z2,12,-0.13206508310706724,-0.14685314685314685
mistral7b,combined_hidden_direction_score,12,-0.14332183164212883,-0.14685314685314685
mistral7b,combined_param_direction_score,12,-0.1433218316421285,-0.14685314685314685
mistral7b,target_direction_subspace_residual,12,0.16994457578608593,0.13986013986013987
mistral7b,target_readability_tail_frac,12,0.1684794707344469,-0.13986013986013987
mistral7b,_z_neg_subspace_residual,12,-0.169944575786086,-0.13986013986013987
mistral7b,_z_neg_target_readability_tail,12,-0.16847947073444505,0.13986013986013987
mistral7b,pair_geometry_compatibility_score,12,0.018356386221507058,0.11188811188811189
mistral7b,rel_direction_l1_to_target,12,0.07122560177686728,0.06293706293706294
mistral7b,diagnostic_target_direction_std_mean,12,-0.013001976912908893,0.04828045495852676
mistral7b,diagnostic_target_direction_std_min,12,-0.013001976912908905,0.04828045495852676
mistral7b,diagnostic_target_magnitude_std_mean,12,-0.013001976912908924,0.04828045495852676
mistral7b,diagnostic_target_magnitude_std_min,12,-0.013001976912908915,0.04828045495852676
mistral7b,diagnostic_target_direction_entropy,12,-0.01300197691290891,0.04828045495852676
mistral7b,rel_magnitude_rmse_to_target,12,-0.07521006534452579,-0.027972027972027972
mistral7b,_z_neg_magnitude_rmse,12,0.07521006534452578,0.027972027972027972
mistral7b,pair_normalized_direction_rmse,12,0.06691167785933082,0.02097902097902098
mistral7b,_z_neg_pair_norm_direction_rmse,12,-0.06691167785933076,-0.02097902097902098
mistral7b,rel_magnitude_l1_to_target,12,-0.03830680052884655,0.0
mistral7b,diagnostic_rel_magnitude_z_abs_mean,12,-0.025104487768281013,0.0
qwen1.5b,source_target_top_anchor_overlap,12,0.5511523309803686,0.7902097902097902
qwen1.5b,_z_top_anchor_overlap,12,0.5511523309803685,0.7902097902097902
qwen1.5b,target_readability_energy,12,0.4148417694155422,0.5804195804195804
qwen1.5b,_z_target_readability_energy,12,0.4148417694155422,0.5804195804195804
qwen1.5b,pair_geometry_compatibility_score,12,0.42201772197993026,0.46853146853146854
qwen1.5b,combined_ratio_direction_score,12,0.3107544778269369,0.40559440559440557
qwen1.5b,source_hidden_size,12,-0.32699967203267727,-0.34937051739291736
