metric,n_compressors,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_compressors,negative_spearman_compressors
target_hidden_size,14,0.7133378258342525,0.7348722064967217,0.673789502232818,0.7247137945655605,0.673789502232818,14,0
_z_target_hidden_size,14,0.7133378258342525,0.7348722064967216,0.673789502232818,0.7247137945655605,0.673789502232818,14,0
combined_hidden_source_quality_score,14,0.7123393932924343,0.7359654136832856,0.6538856105948608,0.6909283258542088,0.6538856105948608,14,0
diagnostic_target_direction_std_min,14,-0.41531237885599875,-0.37503994867687035,-0.5755102040816327,-0.5714285714285714,0.5755102040816327,0,14
prior_target_param_b,14,0.5449101458270041,0.5235098419917947,0.5683594962529982,0.6620511221285621,0.5683594962529982,13,0
prior_log_param_ratio_target_over_source,14,0.48225445321687194,0.441631337468467,0.5683594962529982,0.6620511221285621,0.5683594962529982,13,0
_z_prior_target_param_b,14,0.5449101458270041,0.5235098419917948,0.5683594962529982,0.6620511221285621,0.5683594962529982,13,0
_z_log_param_ratio,14,0.48225445321687194,0.44163133746846694,0.5683594962529982,0.6620511221285621,0.5683594962529982,13,0
combined_hidden_js_score,14,0.5402137835452736,0.5844589375396375,0.5142857142857143,0.6285714285714286,0.5755102040816327,13,1
combined_hidden_direction_score,14,0.501534378930285,0.47894829875379963,0.4857142857142857,0.5142857142857142,0.5061224489795918,13,1
diagnostic_target_direction_std_mean,14,-0.35546891697423294,-0.34216699816676244,-0.4448979591836735,-0.5142857142857142,0.5061224489795918,1,13
memory_target_norm_gap,14,0.39683904476507376,0.3885713899221045,0.4204081632653061,0.4285714285714286,0.4204081632653061,14,0
combined_ratio_direction_score,14,0.3135670532297206,0.2498706861962266,0.40408163265306124,0.45714285714285713,0.4571428571428572,13,1
diagnostic_rel_magnitude_z_abs_mean,14,-0.24984114930934323,-0.4281104580826155,-0.39591836734693875,-0.5428571428571428,0.6122448979591837,3,11
diagnostic_target_magnitude_std_mean,14,0.20551724640670993,0.37096744612864097,0.39591836734693875,0.5428571428571428,0.6122448979591837,11,3
diagnostic_target_magnitude_std_min,14,0.20551725302585022,0.3709674497287928,0.39591836734693875,0.5428571428571428,0.6122448979591837,11,3
combined_param_direction_score,14,0.37896081304974866,0.31752305348316595,0.3836734693877551,0.42857142857142855,0.436734693877551,13,1
source_target_direction_dispersion_gap,14,-0.3625257162753424,-0.3749834399122547,-0.37551020408163266,-0.4285714285714286,0.4489795918367347,2,12
_z_neg_direction_dispersion_gap,14,0.3625257162753424,0.3749834399122547,0.37551020408163266,0.4285714285714286,0.4489795918367347,12,2
target_direction_subspace_residual,14,0.5314589414713857,0.5559419371354253,0.2897959183673469,0.22857142857142856,0.39999999999999997,11,3
source_to_target_anchor_kl,14,-0.2848750985034511,-0.30893537062217336,-0.2897959183673469,-0.3142857142857143,0.4244897959183674,3,11
