metric,tier,global_spearman,T1_mean_abs_spearman,T2_mean_abs_spearman
diagnostic_target_direction_std_min,other,-0.4659023636270179,0.316321799744358,0.5714285714285714
diagnostic_target_direction_entropy,other,0.4527030746006502,0.553655349123771,0.4459183673469388
_z_neg_target_readability_ce,other,0.45166029973552746,0.30589410589410587,0.4459183673469388
diagnostic_target_direction_std_mean,other,-0.43571514573768694,0.48682152381139676,0.560204081632653
diagnostic_target_magnitude_std_mean,other,0.4338649752674632,0.22284672085937193,0.6051020408163266
diagnostic_target_magnitude_std_min,other,0.4338649752674632,0.22284672085937193,0.6051020408163266
_z_neg_subspace_residual,other,-0.4335250409302716,0.3666333666333666,0.4214285714285714
_z_neg_source_to_target_kl,other,0.3812182528021494,0.348051948051948,0.45
_z_neg_anchor_js,other,0.37588682255153016,0.34505494505494505,0.4418367346938776
_z_neg_direction_rmse,other,0.37286427941732087,0.28401598401598405,0.41734693877551016
_z_neg_pair_norm_direction_rmse,other,0.3606481675832249,0.2721278721278721,0.4336734693877551
memory_target_norm_gap,other,0.3257210024768062,0.23146853146853147,0.5561224489795918
diagnostic_rel_magnitude_z_abs_mean,other,-0.3168422820200663,0.3451548451548452,0.6051020408163266
source_hidden_size,other,-0.2135515598378681,0.2976342934144792,
_z_neg_target_readability_tail,other,0.2013467330588683,0.2648231033133269,0.48018033238603347
prior_source_param_b,other,-0.1931090574039045,0.2401723258066604,
_z_neg_magnitude_rmse,other,0.19004239956341043,0.34995004995004997,0.3857142857142857
_z_neg_target_magnitude_tail,other,0.18265318059361074,0.21968621277986813,0.4800793585191833
diagnostic_source_direction_entropy_mean,other,-0.1701006416075652,0.2927072927072927,0.32654711021947513
_z_target_readability_energy,other,0.15459048738508038,0.34135864135864136,0.5846938775510203
_z_neg_direction_dispersion_gap,other,0.15358297300701063,0.1718281718281718,0.560204081632653
_z_neg_target_readability_z2,other,0.1493849964317199,0.20909090909090908,0.39897959183673465
diagnostic_rel_direction_z2_mean,other,-0.14869233029679693,0.21948051948051947,0.39897959183673465
prior_cross_model_family,other,-0.13643240616797941,0.5249025531825761,0.35183740190385265
_z_neg_direction_entropy_gap,other,0.12046093782796692,0.3966033966033966,0.3836734693877551
abs_log_hidden_ratio,other,-0.10818027761298618,0.31011181189279774,0.7975567312450398
_z_neg_source_native_nll,other,-0.10761915621221445,0.4127872127872128,0.4040816326530612
diagnostic_source_direction_std_mean,other,-0.012493504722441833,0.2007992007992008,0.3524255896912937
_z_top_anchor_overlap,other,0.0033373913773561146,0.4194805194805195,0.45714285714285713
