metric,tier,global_spearman,T1_mean_abs_spearman,T2_mean_abs_spearman
target_readability_cross_entropy,L1_pair_compatibility,-0.45166029973552746,0.30589410589410587,0.4459183673469388
source_to_target_anchor_kl,L1_pair_compatibility,-0.3812182528021494,0.348051948051948,0.45
pair_normalized_direction_rmse,L1_pair_compatibility,-0.3606481675832249,0.2721278721278721,0.4336734693877551
pair_geometry_compatibility_score,L1_pair_compatibility,0.30120481927710846,0.33666333666333664,0.3479591836734694
target_readability_tail_frac,L1_pair_compatibility,-0.2013467330588683,0.2648231033133269,0.48018033238603347
target_magnitude_tail_frac,L1_pair_compatibility,-0.18265318059361074,0.21968621277986813,0.4800793585191833
target_readability_energy,L1_pair_compatibility,0.15459048738508038,0.34135864135864136,0.5846938775510203
source_target_direction_dispersion_gap,L1_pair_compatibility,-0.15358297300701063,0.1718281718281718,0.560204081632653
target_readability_z2_mean,L1_pair_compatibility,-0.1493849964317199,0.20909090909090908,0.39897959183673465
source_target_direction_entropy_gap,L1_pair_compatibility,-0.12046093782796692,0.3966033966033966,0.3836734693877551
source_target_top_anchor_overlap,L1_pair_compatibility,0.0033373913773561146,0.4194805194805195,0.45714285714285713
target_direction_subspace_residual,L1_mechanism,0.4335250409302716,0.3666333666333666,0.4214285714285714
capacity_normalized_direction_rmse,L1_mechanism,-0.38713739977330924,0.28401598401598405,0.42959183673469387
anchor_direction_js_to_target,L1_mechanism,-0.37588682255153016,0.34505494505494505,0.4418367346938776
rel_direction_rmse_to_target,L1_mechanism,-0.37286427941732087,0.28401598401598405,0.41734693877551016
rel_direction_l1_to_target,L1_mechanism,-0.36925401956257087,0.2937062937062937,0.42551020408163265
rel_magnitude_l1_to_target,L1_mechanism,-0.19184752949078543,0.34895104895104895,0.4744897959183674
rel_magnitude_rmse_to_target,L1_mechanism,-0.19004239956341043,0.34995004995004997,0.3857142857142857
target_text_nll,L2_text,-0.30182046867897727,,0.3255102040816326
target_minus_source_nll,L2_text,-0.29522270265731915,0.4127872127872128,0.3255102040816326
source_native_nll,L2_text,0.10761915621221445,0.4127872127872128,0.4040816326530612
prior_log_param_ratio_target_over_source,L3_discrete,0.5288870029109306,0.2401723258066604,0.6322689114216093
prior_param_tier_jump,L3_discrete,0.17715581425828292,0.32143545809255386,0.4934435158316881
prior_same_model_family,L3_discrete,0.13643240616797941,0.5249025531825761,0.35183740190385265
combined_hidden_js_score,L4_composite,0.5414130389152428,0.34505494505494505,0.6204081632653061
combined_hidden_direction_score,L4_composite,0.5261114142983082,0.28401598401598405,0.5551020408163265
combined_hidden_source_quality_score,L4_composite,0.4716254375242631,0.4127872127872128,0.7970824159799781
combined_ratio_direction_score,L4_composite,0.46547164266823393,0.25804195804195806,0.4785714285714286
combined_param_direction_score,L4_composite,0.4120314008647832,0.28401598401598405,0.4826530612244898
_z_target_hidden_size,L0_baseline,0.7571469885554947,,0.7778046493947361
target_hidden_size,L0_baseline,0.7571469885554947,,0.7778046493947361
_z_prior_target_param_b,L0_baseline,0.598898426164804,,0.6322689114216093
prior_target_param_b,L0_baseline,0.598898426164804,,0.6322689114216093
_z_log_param_ratio,other,0.5288870029109306,0.2401723258066604,0.6322689114216093
