metric,n,controls,pearson_residual,spearman_residual
diagnostic_source_direction_std_mean,83,target+encoder,-0.009243861053300833,-0.0769069308593258
combined_ratio_direction_score,83,target+encoder,0.12448504803087314,0.05977918643213971
source_target_top_anchor_overlap,83,target+encoder,-0.048134084243691234,-0.04875949792200159
_z_top_anchor_overlap,83,target+encoder,-0.04813408424369124,-0.04875949792200159
abs_log_hidden_ratio,83,target+encoder,0.15528241517715444,-0.029662678274905162
source_native_nll,83,target+encoder,0.02956011759835107,-0.019835439318248604
target_minus_source_nll,83,target+encoder,-0.029560117598351077,0.019835439318248604
_z_neg_source_native_nll,83,target+encoder,-0.029560117598351063,0.019835439318248604
combined_hidden_source_quality_score,83,target+encoder,-0.029560117598351053,0.019835439318248604
target_magnitude_tail_frac,83,target+encoder,-0.011075890580496251,0.0003741151883228555
_z_neg_target_magnitude_tail,83,target+encoder,0.01107589058049625,-0.0003741151883228555
