metric,n,controls,pearson_residual,spearman_residual
source_target_direction_entropy_gap,83,target,0.35763212662858473,0.45627807396834724
_z_neg_direction_entropy_gap,83,target,-0.3576321266285847,-0.45627807396834724
prior_same_model_family,83,target,0.41550854347306954,0.3755382158542408
prior_cross_model_family,83,target,-0.4155085434730696,-0.3755382158542408
anchor_direction_js_to_target,83,target,0.2791989796215871,0.30729188531128
_z_neg_anchor_js,83,target,-0.279198979621587,-0.30729188531128
combined_hidden_js_score,83,target,-0.279198979621587,-0.30729188531128
rel_magnitude_l1_to_target,83,target,-0.4010946189971352,-0.2954745812518366
diagnostic_target_direction_entropy,83,target,-0.32582798729886686,-0.2875858724654
rel_magnitude_rmse_to_target,83,target,-0.38756297114261423,-0.28709961798413164
_z_neg_magnitude_rmse,83,target,0.38756297114261423,0.28709961798413164
diagnostic_target_direction_std_mean,83,target,0.30695124745307134,0.2657832954469682
source_to_target_anchor_kl,83,target,0.26740985661548555,0.2621846270097813
_z_neg_source_to_target_kl,83,target,-0.26740985661548555,-0.2621846270097813
diagnostic_target_direction_std_min,83,target,0.15882188145097956,0.23864958595409305
target_readability_cross_entropy,83,target,0.23615805856595828,0.22744637084925065
_z_neg_target_readability_ce,83,target,-0.23615805856595828,-0.22744637084925065
prior_param_tier_jump,83,target,0.2591898680421038,0.215446534332086
diagnostic_rel_magnitude_z_abs_mean,83,target,-0.12870361160690633,-0.2116199991604047
target_readability_tail_frac,83,target,0.17878165378337602,0.18972049968812693
_z_neg_target_readability_tail,83,target,-0.17878165378337596,-0.18972049968812693
prior_log_param_ratio_target_over_source,83,target,0.20727217660260253,0.18128626812200263
_z_log_param_ratio,83,target,0.20727217660260255,0.18128626812200263
source_hidden_size,83,target,-0.1881580310368195,-0.17249050248121225
prior_source_param_b,83,target,-0.21962290633845863,-0.16660461459413511
target_readability_energy,83,target,0.08079372830433618,0.13116577809495822
_z_target_readability_energy,83,target,0.08079372830433619,0.13116577809495822
capacity_normalized_direction_rmse,83,target,0.14750609058382363,0.10805591704798287
rel_direction_rmse_to_target,83,target,0.14564858786706053,0.10717434196717182
_z_neg_direction_rmse,83,target,-0.14564858786706053,-0.10717434196717182
combined_hidden_direction_score,83,target,-0.1456485878670605,-0.10717434196717182
combined_param_direction_score,83,target,-0.1456485878670605,-0.10717434196717182
target_direction_subspace_residual,83,target,0.43814201202463987,0.10301834515763401
_z_neg_subspace_residual,83,target,-0.43814201202463987,-0.10301834515763401
diagnostic_target_magnitude_std_mean,83,target,-0.14524019572947205,0.10084480295941012
diagnostic_target_magnitude_std_min,83,target,-0.14524020326705162,0.10084480295941012
source_native_nll,83,target,0.19309210251520356,0.0975609756097561
target_minus_source_nll,83,target,-0.19309210251520356,-0.0975609756097561
_z_neg_source_native_nll,83,target,-0.1930921025152035,-0.0975609756097561
combined_hidden_source_quality_score,83,target,-0.19309210251520353,-0.0975609756097561
target_readability_z2_mean,83,target,0.05057468658679067,0.0969732588892154
_z_neg_target_readability_z2,83,target,-0.05057468658679067,-0.0969732588892154
diagnostic_rel_direction_z2_mean,83,target,0.05033857383332833,0.09565089626799883
rel_direction_l1_to_target,83,target,0.12809623026332206,0.09216657571050754
source_target_direction_dispersion_gap,83,target,0.07943139687686197,0.0845892279921078
_z_neg_direction_dispersion_gap,83,target,-0.07943139687686196,-0.0845892279921078
pair_normalized_direction_rmse,83,target,0.08233053785630604,0.07938373703874732
_z_neg_pair_norm_direction_rmse,83,target,-0.08233053785630601,-0.07938373703874732
diagnostic_source_direction_entropy_mean,83,target,-0.08208886721403115,-0.07163847025733597
combined_ratio_direction_score,83,target,0.1275153578780966,0.06341043616976617
target_magnitude_tail_frac,83,target,-0.07848124682414391,0.057491250307454445
_z_neg_target_magnitude_tail,83,target,0.0784812468241439,-0.057491250307454445
diagnostic_source_direction_std_mean,83,target,-0.013231277457448136,-0.041434028798119305
pair_geometry_compatibility_score,83,target,-0.05798205444626242,-0.041119180554972504
abs_log_hidden_ratio,83,target,0.14680507160782771,-0.02668982788712279
source_target_top_anchor_overlap,83,target,-0.04467931922303326,0.009004659753998572
_z_top_anchor_overlap,83,target,-0.044679319223033254,0.009004659753998572
memory_target_norm_gap,83,target,-0.03311925336632415,-0.005142521304731119
source_target_direction_entropy_gap,83,target+encoder,0.3932154162784178,0.4953822257671802
_z_neg_direction_entropy_gap,83,target+encoder,-0.3932154162784178,-0.4953822257671802
prior_same_model_family,83,target+encoder,0.472509991667708,0.4931759051284973
prior_cross_model_family,83,target+encoder,-0.472509991667708,-0.4931759051284973
anchor_direction_js_to_target,83,target+encoder,0.3010328768854374,0.36092103606061876
_z_neg_anchor_js,83,target+encoder,-0.3010328768854374,-0.36092103606061876
combined_hidden_js_score,83,target+encoder,-0.30103287688543734,-0.36092103606061876
diagnostic_target_direction_entropy,83,target+encoder,-0.3623856978023383,-0.3220361455122262
source_to_target_anchor_kl,83,target+encoder,0.28777642631375194,0.3115738214180765
_z_neg_source_to_target_kl,83,target+encoder,-0.2877764263137519,-0.3115738214180765
rel_magnitude_l1_to_target,83,target+encoder,-0.3602455701061578,-0.2835103480122581
diagnostic_rel_magnitude_z_abs_mean,83,target+encoder,-0.11107196785521026,-0.274064900717854
target_readability_cross_entropy,83,target+encoder,0.25599289399088043,0.2713991855925444
_z_neg_target_readability_ce,83,target+encoder,-0.2559928939908805,-0.2713991855925444
rel_magnitude_rmse_to_target,83,target+encoder,-0.3456213948622778,-0.2692162377733932
_z_neg_magnitude_rmse,83,target+encoder,0.3456213948622778,0.2692162377733932
target_readability_tail_frac,83,target+encoder,0.19933152388712622,0.26592361702922285
_z_neg_target_readability_tail,83,target+encoder,-0.19933152388712622,-0.26592361702922285
diagnostic_target_direction_std_mean,83,target+encoder,0.34004742021752055,0.2558588633089174
diagnostic_rel_direction_z2_mean,83,target+encoder,0.07582953221134281,0.24358759078124345
target_readability_z2_mean,83,target+encoder,0.07564736724173314,0.24348264136686118
_z_neg_target_readability_z2,83,target+encoder,-0.07564736724173315,-0.24348264136686118
prior_param_tier_jump,83,target+encoder,0.26679971111406037,0.2222850137696388
source_hidden_size,83,target+encoder,-0.19820844379515196,-0.21493353840016327
prior_log_param_ratio_target_over_source,83,target+encoder,0.2099743000130468,0.20152806766007242
_z_log_param_ratio,83,target+encoder,0.20997430001304687,0.20152806766007242
prior_source_param_b,83,target+encoder,-0.2290239976651985,-0.1886702961983545
diagnostic_target_direction_std_min,83,target+encoder,0.1495897771146169,0.18210889842679231
diagnostic_target_magnitude_std_mean,83,target+encoder,-0.13068597792024336,0.17643771586161724
diagnostic_target_magnitude_std_min,83,target+encoder,-0.13068598613049212,0.17643771586161724
capacity_normalized_direction_rmse,83,target+encoder,0.15962315006950603,0.1463624532975106
rel_direction_rmse_to_target,83,target+encoder,0.15723066800390856,0.14296209227152512
_z_neg_direction_rmse,83,target+encoder,-0.15723066800390859,-0.14296209227152512
combined_hidden_direction_score,83,target+encoder,-0.15723066800390853,-0.14296209227152512
combined_param_direction_score,83,target+encoder,-0.15723066800390856,-0.14296209227152512
rel_direction_l1_to_target,83,target+encoder,0.13910265135665276,0.13670710717434198
target_readability_energy,83,target+encoder,0.10546304062910586,0.1309558792661937
_z_target_readability_energy,83,target+encoder,0.10546304062910586,0.1309558792661937
pair_geometry_compatibility_score,83,target+encoder,-0.110153455382508,-0.12046093782796692
pair_normalized_direction_rmse,83,target+encoder,0.08116922769767652,0.11462575038831284
_z_neg_pair_norm_direction_rmse,83,target+encoder,-0.08116922769767651,-0.11462575038831284
source_target_direction_dispersion_gap,83,target+encoder,0.07906858267183366,0.1067335544267663
_z_neg_direction_dispersion_gap,83,target+encoder,-0.07906858267183367,-0.1067335544267663
diagnostic_source_direction_entropy_mean,83,target+encoder,-0.08389377476457315,-0.10606187817471978
memory_target_norm_gap,83,target+encoder,0.07558326822119245,0.09231350489064272
target_direction_subspace_residual,83,target+encoder,0.49917502003769904,0.09128500062969648
_z_neg_subspace_residual,83,target+encoder,-0.499175020037699,-0.09128500062969648
