task,metric,tier,n_groups,top1_hit_rate,mean_regret_at_1,median_regret_at_1,mean_spearman,mean_abs_spearman
T1_select_source,prior_same_model_family,L3_discrete,6,0.3333333333333333,0.046156077090291646,0.017828206738505548,0.5249025531825761,0.5249025531825761
T1_select_source,diagnostic_rel_magnitude_z_abs_mean,other,7,0.2857142857142857,0.06894715742674438,0.034036015388269725,0.3451548451548452,0.3451548451548452
T1_select_source,prior_param_tier_jump,L3_discrete,5,0.2,0.129220169608889,0.1241112322964284,0.19540485769307833,0.32143545809255386
T1_select_source,source_native_nll,L2_text,7,0.14285714285714285,0.23801908091331844,0.23312998592210238,-0.047152847152847156,0.4127872127872128
T1_select_source,target_minus_source_nll,L2_text,7,0.14285714285714285,0.13942252273971076,0.11716881676831037,0.047152847152847156,0.4127872127872128
T1_select_source,_z_neg_source_native_nll,other,7,0.14285714285714285,0.23801908091331844,0.23312998592210238,-0.047152847152847156,0.4127872127872128
T1_select_source,combined_hidden_source_quality_score,L4_composite,7,0.14285714285714285,0.23801908091331844,0.23312998592210238,-0.047152847152847156,0.4127872127872128
T1_select_source,rel_magnitude_rmse_to_target,L1_mechanism,7,0.14285714285714285,0.13349093130978665,0.1241112322964284,0.28001998001998,0.34995004995004997
T1_select_source,_z_neg_magnitude_rmse,other,7,0.14285714285714285,0.13349093130978665,0.1241112322964284,0.28001998001998,0.34995004995004997
T1_select_source,rel_magnitude_l1_to_target,L1_mechanism,7,0.14285714285714285,0.13349093130978665,0.1241112322964284,0.27902097902097905,0.34895104895104895
T1_select_source,pair_geometry_compatibility_score,L1_pair_compatibility,7,0.14285714285714285,0.10350383347321486,0.07991102382822013,0.1008991008991009,0.33666333666333664
T1_select_source,prior_log_param_ratio_target_over_source,L3_discrete,7,0.14285714285714285,0.14004450394406526,0.1241112322964284,0.1869041492298527,0.2401723258066604
T1_select_source,_z_log_param_ratio,other,7,0.14285714285714285,0.14004450394406526,0.1241112322964284,0.1869041492298527,0.2401723258066604
T1_select_source,diagnostic_target_magnitude_std_mean,other,7,0.14285714285714285,0.16437176381492366,0.12235165676063309,0.1870241705935341,0.22284672085937193
T1_select_source,diagnostic_target_magnitude_std_min,other,7,0.14285714285714285,0.16437176381492366,0.12235165676063309,0.1870241705935341,0.22284672085937193
T1_select_source,diagnostic_target_direction_entropy,other,7,0.0,0.16944755601009356,0.16400680823268576,-0.06650046384844989,0.553655349123771
T1_select_source,prior_cross_model_family,other,6,0.0,0.23278585407338348,0.2091532319842388,-0.5249025531825761,0.5249025531825761
T1_select_source,diagnostic_target_direction_std_mean,other,7,0.0,0.20310109296392292,0.20569363944546082,0.14041312835251643,0.48682152381139676
T1_select_source,source_target_top_anchor_overlap,L1_pair_compatibility,7,0.0,0.31796918419499326,0.21804478999704308,0.04605394605394607,0.4194805194805195
T1_select_source,_z_top_anchor_overlap,other,7,0.0,0.31796918419499326,0.21804478999704308,0.04605394605394607,0.4194805194805195
