metric,n,pearson,spearman
target_hidden_size,83,0.774734317383595,0.7571469885554947
_z_target_hidden_size,83,0.774734317383595,0.7571469885554947
prior_target_param_b,83,0.6109969320885491,0.598898426164804
_z_prior_target_param_b,83,0.6109969320885491,0.598898426164804
combined_hidden_js_score,83,0.5712459461374589,0.5414130389152428
prior_log_param_ratio_target_over_source,83,0.4970105000981189,0.5288870029109306
_z_log_param_ratio,83,0.49701050009811887,0.5288870029109306
combined_hidden_direction_score,83,0.5556964212059912,0.5261114142983082
combined_hidden_source_quality_score,83,0.4460373215114895,0.4716254375242631
diagnostic_target_direction_std_min,83,-0.2284812707922509,-0.4659023636270179
combined_ratio_direction_score,83,0.40252682978995324,0.46547164266823393
diagnostic_target_direction_entropy,83,0.28330054389612397,0.4527030746006502
target_readability_cross_entropy,83,-0.2850217503472494,-0.45166029973552746
_z_neg_target_readability_ce,83,0.28502175034724936,0.45166029973552746
diagnostic_target_direction_std_mean,83,-0.4218265926480246,-0.43571514573768694
diagnostic_target_magnitude_std_mean,83,0.18719929797951668,0.4338649752674632
diagnostic_target_magnitude_std_min,83,0.18719929961463078,0.4338649752674632
target_direction_subspace_residual,83,0.6276854451230505,0.4335250409302716
_z_neg_subspace_residual,83,-0.6276854451230506,-0.4335250409302716
combined_param_direction_score,83,0.4334170672345171,0.4120314008647832
capacity_normalized_direction_rmse,83,-0.25768955650171205,-0.38713739977330924
source_to_target_anchor_kl,83,-0.2548691720484475,-0.3812182528021494
_z_neg_source_to_target_kl,83,0.2548691720484475,0.3812182528021494
anchor_direction_js_to_target,83,-0.25738602175795766,-0.37588682255153016
_z_neg_anchor_js,83,0.25738602175795766,0.37588682255153016
rel_direction_rmse_to_target,83,-0.2127953384449294,-0.37286427941732087
_z_neg_direction_rmse,83,0.21279533844492937,0.37286427941732087
rel_direction_l1_to_target,83,-0.20723719453102693,-0.36925401956257087
pair_normalized_direction_rmse,83,-0.21044703712557625,-0.3606481675832249
_z_neg_pair_norm_direction_rmse,83,0.21044703712557625,0.3606481675832249
memory_target_norm_gap,83,0.3554488423360593,0.3257210024768062
diagnostic_rel_magnitude_z_abs_mean,83,-0.27239729473230745,-0.3168422820200663
target_text_nll,83,-0.23976347717510738,-0.30182046867897727
pair_geometry_compatibility_score,83,0.11227017321235867,0.30120481927710846
target_minus_source_nll,83,-0.27668531625772946,-0.29522270265731915
source_hidden_size,83,-0.22053978597107168,-0.2135515598378681
target_readability_tail_frac,83,0.10181264231755754,-0.2013467330588683
_z_neg_target_readability_tail,83,-0.10181264231755754,0.2013467330588683
prior_source_param_b,83,-0.20742936616703841,-0.1931090574039045
rel_magnitude_l1_to_target,83,-0.21063652333801414,-0.19184752949078543
rel_magnitude_rmse_to_target,83,-0.20767909360791503,-0.19004239956341043
_z_neg_magnitude_rmse,83,0.20767909360791503,0.19004239956341043
target_magnitude_tail_frac,83,-0.11865111851230664,-0.18265318059361074
_z_neg_target_magnitude_tail,83,0.11865111851230666,0.18265318059361074
prior_param_tier_jump,83,0.1702763536240806,0.17715581425828292
diagnostic_source_direction_entropy_mean,83,-0.17085368935025488,-0.1701006416075652
target_readability_energy,83,-0.03250809224285778,0.15459048738508038
_z_target_readability_energy,83,-0.032508092242857764,0.15459048738508038
source_target_direction_dispersion_gap,83,-0.13241882883855483,-0.15358297300701063
_z_neg_direction_dispersion_gap,83,0.13241882883855483,0.15358297300701063
target_readability_z2_mean,83,0.1141737114948206,-0.1493849964317199
_z_neg_target_readability_z2,83,-0.11417371149482061,0.1493849964317199
diagnostic_rel_direction_z2_mean,83,0.11412812682654266,-0.14869233029679693
prior_same_model_family,83,0.11607880597730673,0.13643240616797941
prior_cross_model_family,83,-0.11607880597730674,-0.13643240616797941
source_target_direction_entropy_gap,83,-0.03127861607019551,-0.12046093782796692
_z_neg_direction_entropy_gap,83,0.031278616070195525,0.12046093782796692
abs_log_hidden_ratio,83,-0.07895415754665443,-0.10818027761298618
source_native_nll,83,0.1689521051404365,0.10761915621221445
_z_neg_source_native_nll,83,-0.1689521051404365,-0.10761915621221445
diagnostic_source_direction_std_mean,83,0.003008706942586081,-0.012493504722441833
source_target_top_anchor_overlap,83,-0.014930384045568736,0.0033373913773561146
_z_top_anchor_overlap,83,-0.014930384045568736,0.0033373913773561146
