compressor,metric,n,pearson,spearman
gpt2:llama1b,diagnostic_rel_magnitude_z_abs_mean,5,-0.9724219603171074,-0.8
gpt2:llama1b,diagnostic_target_magnitude_std_mean,5,0.9542451291186493,0.8
gpt2:llama1b,diagnostic_target_magnitude_std_min,5,0.9542451346966512,0.8
gpt2:llama1b,prior_target_param_b,5,0.7926864047291041,0.7378647873726218
gpt2:llama1b,prior_log_param_ratio_target_over_source,5,0.7897595910736483,0.7378647873726218
gpt2:llama1b,_z_prior_target_param_b,5,0.7926864047291041,0.7378647873726218
gpt2:llama1b,_z_log_param_ratio,5,0.7897595910736483,0.7378647873726218
gpt2:llama1b,prior_param_tier_jump,5,0.5407920398494365,0.7071067811865475
gpt2:llama1b,target_hidden_size,5,0.7447552678820161,0.7
gpt2:llama1b,_z_target_hidden_size,5,0.7447552678820161,0.7
gpt2:llama1b,combined_hidden_source_quality_score,5,0.7463563159418514,0.7
gpt2:llama1b,rel_magnitude_rmse_to_target,5,0.00014970322655374207,0.6
gpt2:llama1b,abs_log_hidden_ratio,5,0.64985082479582,0.6
gpt2:llama1b,source_target_top_anchor_overlap,5,-0.41641766495398214,-0.6
gpt2:llama1b,_z_neg_magnitude_rmse,5,-0.0001497032265536218,-0.6
gpt2:llama1b,_z_top_anchor_overlap,5,-0.4164176649539822,-0.6
gpt2:llama1b,combined_hidden_direction_score,5,0.7001645776219291,0.5
gpt2:llama1b,combined_hidden_js_score,5,0.677851562299625,0.5
gpt2:llama1b,rel_direction_l1_to_target,5,-0.4114017228170882,-0.4
gpt2:llama1b,rel_direction_rmse_to_target,5,-0.4186390755580405,-0.4
gpt2:llama1b,anchor_direction_js_to_target,5,-0.37446434778689275,-0.4
gpt2:llama1b,target_direction_subspace_residual,5,0.8005320381059368,0.4
gpt2:llama1b,capacity_normalized_direction_rmse,5,-0.46712710165478355,-0.4
gpt2:llama1b,diagnostic_rel_direction_z2_mean,5,-0.2708947602021359,-0.4
gpt2:llama1b,pair_normalized_direction_rmse,5,-0.4501086365669551,-0.4
