metric,n_targets,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_targets,negative_spearman_targets
prior_same_model_family,6,0.025620928606828148,0.13596501745321782,0.11131202249108539,0.18030860052349945,0.31614864509076107,4,2
prior_cross_model_family,6,-0.02562092860682814,-0.13596501745321782,-0.11131202249108539,-0.18030860052349945,0.31614864509076107,2,4
target_direction_subspace_residual,7,0.19810605294304864,0.16502369431967082,0.09760239760239761,0.04895104895104895,0.11158841158841158,6,1
_z_neg_subspace_residual,7,-0.19810605294304864,-0.16502369431967076,-0.09760239760239761,-0.04895104895104895,0.11158841158841158,1,6
pair_normalized_direction_rmse,7,0.05567822675389999,0.016694988267332282,0.08761238761238761,0.08391608391608392,0.2140859140859141,5,2
_z_neg_pair_norm_direction_rmse,7,-0.05567822675390003,-0.016694988267332282,-0.08761238761238761,-0.08391608391608392,0.2140859140859141,2,5
diagnostic_rel_magnitude_z_abs_mean,7,-0.04054982522948417,0.033676442707238276,-0.08601398601398602,0.02097902097902098,0.25364635364635363,4,3
target_readability_tail_frac,7,0.049236451984812635,-0.08302447773012613,0.0855508873640317,-0.0956722299914231,0.23684248463160754,3,4
_z_neg_target_readability_tail,7,-0.04923645198481235,0.08302447773012614,-0.0855508873640317,0.0956722299914231,0.23684248463160754,4,3
target_readability_cross_entropy,7,-0.1133853471022865,-0.03664573890008235,-0.08341658341658342,-0.027972027972027972,0.15134865134865136,2,5
_z_neg_target_readability_ce,7,0.11338534710228662,0.03664573890008237,0.08341658341658342,0.027972027972027972,0.15134865134865136,5,2
source_target_direction_entropy_gap,7,0.09148137791446755,0.1083323894350163,0.07882117882117883,-0.013986013986013986,0.30059940059940055,3,4
_z_neg_direction_entropy_gap,7,-0.09148137791446753,-0.10833238943501634,-0.07882117882117883,0.013986013986013986,0.30059940059940055,4,3
memory_target_norm_gap,7,0.08819827459453355,0.18922547888443395,0.06913086913086913,0.20279720279720279,0.27492507492507495,4,3
diagnostic_target_magnitude_std_mean,7,-0.10231593697178769,-0.23642330047647522,-0.0659671839620629,-0.17085642859406605,0.3013119527440131,3,4
diagnostic_target_magnitude_std_min,7,-0.10231596511728856,-0.2364234943402665,-0.0659671839620629,-0.17085642859406605,0.3013119527440131,3,4
rel_magnitude_rmse_to_target,7,-0.09934257937012163,-0.08095831128662462,-0.06383616383616383,-0.02727272727272727,0.15574425574425574,3,4
_z_neg_magnitude_rmse,7,0.09934257937012163,0.08095831128662462,0.06383616383616383,0.02727272727272727,0.15574425574425574,4,3
rel_direction_rmse_to_target,7,0.006998138102022732,-0.03258800383666707,0.05614385614385614,-0.055944055944055944,0.2115884115884116,3,4
capacity_normalized_direction_rmse,7,0.006998138102022709,-0.03258800383666721,0.05614385614385614,-0.055944055944055944,0.2115884115884116,3,4
_z_neg_direction_rmse,7,-0.006998138102022683,0.03258800383666707,-0.05614385614385614,0.055944055944055944,0.2115884115884116,4,3
combined_hidden_direction_score,7,-0.006998138102022759,0.03258800383666694,-0.05614385614385614,0.055944055944055944,0.2115884115884116,4,3
combined_param_direction_score,7,-0.00699813810202269,0.03258800383666694,-0.05614385614385614,0.055944055944055944,0.2115884115884116,4,3
rel_magnitude_l1_to_target,7,-0.09451874568218452,-0.047729112145918136,-0.05484515484515485,-0.02727272727272727,0.16473526473526473,3,4
target_readability_energy,7,0.00753441743459377,-0.022402638517606908,0.04755244755244755,-0.06993006993006994,0.21618381618381619,3,4
_z_target_readability_energy,7,0.007534417434593786,-0.022402638517606897,0.04755244755244755,-0.06993006993006994,0.21618381618381619,3,4
pair_geometry_compatibility_score,7,0.02511404487376792,-0.037880659665476574,0.046753246753246755,-0.03636363636363636,0.200999000999001,3,4
rel_direction_l1_to_target,7,-0.020616587079820326,-0.0377490999227323,0.037462537462537464,0.006993006993006993,0.2042957042957043,4,3
source_target_top_anchor_overlap,7,0.03954327605176116,0.06796118043424107,0.02497502497502497,0.1048951048951049,0.19880119880119881,4,2
_z_top_anchor_overlap,7,0.03954327605176116,0.06796118043424103,0.02497502497502497,0.1048951048951049,0.19880119880119881,4,2
diagnostic_target_direction_entropy,7,0.12365134478966022,0.19786808873799855,-0.013811400565939503,-0.045058049632440256,0.22719643956936458,3,4
