metric,n_targets,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_targets,negative_spearman_targets
target_magnitude_tail_frac,1,-0.22423991301950472,-0.22423991301950472,-0.333285168648392,-0.333285168648392,0.333285168648392,0,1
_z_neg_target_magnitude_tail,1,0.22423991301950472,0.22423991301950472,0.333285168648392,0.333285168648392,0.333285168648392,1,0
source_hidden_size,7,-0.306628727416457,-0.4243720851502986,-0.3151108851230396,-0.393041832067032,0.3335498693227038,1,6
diagnostic_source_direction_entropy_mean,7,-0.2640516176641283,-0.3516725779181186,-0.30199800199800203,-0.37272727272727274,0.333966033966034,1,6
prior_source_param_b,7,-0.31710217997553997,-0.3663678333380018,-0.2859074955650965,-0.29399935918353476,0.2859074955650965,0,7
prior_log_param_ratio_target_over_source,7,0.2798122639714244,0.33936501904904476,0.2859074955650965,0.29399935918353476,0.2859074955650965,7,0
_z_log_param_ratio,7,0.2798122639714244,0.3393650190490448,0.2859074955650965,0.29399935918353476,0.2859074955650965,7,0
diagnostic_target_direction_std_mean,7,-0.2533049294604675,-0.3592899840347257,-0.24485795193057605,-0.3819143697985006,0.3057156302689665,2,5
combined_ratio_direction_score,7,0.2930477592794428,0.3251045336165462,0.22647352647352648,0.1958041958041958,0.22647352647352648,7,0
prior_param_tier_jump,5,0.22597646040015135,0.36394096051760744,0.20036767921701237,0.2660905781950872,0.30071672041786324,4,1
anchor_direction_js_to_target,7,0.10631586654491051,0.2022461548001205,0.18711288711288712,0.2517482517482518,0.26503496503496504,5,2
_z_neg_anchor_js,7,-0.10631586654491051,-0.20224615480012048,-0.18711288711288712,-0.2517482517482518,0.26503496503496504,2,5
combined_hidden_js_score,7,-0.10631586654491058,-0.20224615480012048,-0.18711288711288712,-0.2517482517482518,0.26503496503496504,2,5
source_to_target_anchor_kl,7,0.10748419037978718,0.21659390126090458,0.18411588411588412,0.2517482517482518,0.268031968031968,5,2
_z_neg_source_to_target_kl,7,-0.10748419037978721,-0.21659390126090453,-0.18411588411588412,-0.2517482517482518,0.268031968031968,2,5
abs_log_hidden_ratio,7,0.17106907849188752,0.3272749770590731,0.1822022170328515,0.31949923296117433,0.3582584231523954,5,2
diagnostic_rel_direction_z2_mean,7,0.04002204437653961,-0.08794102720474616,0.15734265734265734,0.045454545454545456,0.2272727272727273,4,3
target_readability_z2_mean,7,0.04046126402297,-0.08572306799239096,0.15734265734265734,0.045454545454545456,0.2272727272727273,4,3
_z_neg_target_readability_z2,7,-0.04046126402297,0.08572306799239092,-0.15734265734265734,-0.045454545454545456,0.2272727272727273,3,4
diagnostic_source_direction_std_mean,7,-0.09750366304044171,-0.08981809970096129,-0.14505494505494504,-0.06293706293706294,0.25694305694305697,2,5
source_native_nll,7,0.12931597287467944,0.44490807062693194,0.14215784215784216,0.4965034965034965,0.5031968031968032,4,3
target_minus_source_nll,7,-0.12931597287467944,-0.44490807062693194,-0.14215784215784216,-0.4965034965034965,0.5031968031968032,3,4
_z_neg_source_native_nll,7,-0.12931597287467947,-0.44490807062693194,-0.14215784215784216,-0.4965034965034965,0.5031968031968032,3,4
combined_hidden_source_quality_score,7,-0.12931597287467947,-0.44490807062693194,-0.14215784215784216,-0.4965034965034965,0.5031968031968032,3,4
diagnostic_target_direction_std_min,7,-0.16123679111379416,-0.30992323488363877,-0.13100604425938078,-0.27034829779464153,0.25784481634176737,3,4
source_target_direction_dispersion_gap,7,0.13398707511898386,0.17830892850220148,0.12787212787212787,0.06293706293706294,0.2457542457542458,4,2
_z_neg_direction_dispersion_gap,7,-0.13398707511898386,-0.17830892850220145,-0.12787212787212787,-0.06293706293706294,0.2457542457542458,2,4
