task,metric,tier,n_groups,top1_hit_rate,mean_regret_at_1,median_regret_at_1,mean_spearman,mean_abs_spearman
T1_select_source,prior_param_tier_jump,L3_discrete,5,0.2,0.16581171845430326,0.15812361278292275,0.20036767921701237,0.30071672041786324
T1_select_source,prior_cross_model_family,other,6,0.16666666666666666,0.2432653244732593,0.20862664418133964,-0.11131202249108539,0.31614864509076107
T1_select_source,abs_log_hidden_ratio,other,7,0.14285714285714285,0.2472605815091303,0.21800790653863833,-0.1822022170328515,0.3582584231523954
T1_select_source,source_target_direction_entropy_gap,L1_pair_compatibility,7,0.14285714285714285,0.2857862384314768,0.23489801770099128,-0.07882117882117883,0.30059940059940055
T1_select_source,_z_neg_direction_entropy_gap,other,7,0.14285714285714285,0.2857862384314768,0.23489801770099128,-0.07882117882117883,0.30059940059940055
T1_select_source,prior_log_param_ratio_target_over_source,L3_discrete,7,0.14285714285714285,0.13572271822799478,0.15812361278292275,0.2859074955650965,0.2859074955650965
T1_select_source,_z_log_param_ratio,other,7,0.14285714285714285,0.13572271822799478,0.15812361278292275,0.2859074955650965,0.2859074955650965
T1_select_source,diagnostic_source_direction_std_mean,other,7,0.14285714285714285,0.17091883637089206,0.1892822667389885,-0.14505494505494504,0.25694305694305697
T1_select_source,source_target_direction_dispersion_gap,L1_pair_compatibility,7,0.14285714285714285,0.15870701827599762,0.1892822667389885,-0.12787212787212787,0.2457542457542458
T1_select_source,_z_neg_direction_dispersion_gap,other,7,0.14285714285714285,0.15870701827599762,0.1892822667389885,-0.12787212787212787,0.2457542457542458
T1_select_source,target_readability_tail_frac,L1_pair_compatibility,7,0.14285714285714285,0.18297573287642935,0.15988858197133826,-0.0855508873640317,0.23684248463160754
T1_select_source,_z_neg_target_readability_tail,other,7,0.14285714285714285,0.18297573287642935,0.15988858197133826,-0.0855508873640317,0.23684248463160754
T1_select_source,combined_ratio_direction_score,L4_composite,7,0.14285714285714285,0.1330768043328456,0.15812361278292275,0.22647352647352648,0.22647352647352648
T1_select_source,pair_geometry_compatibility_score,L1_pair_compatibility,7,0.14285714285714285,0.13010543222642337,0.13713233967303043,0.046753246753246755,0.200999000999001
T1_select_source,source_target_top_anchor_overlap,L1_pair_compatibility,7,0.14285714285714285,0.19850202266595623,0.1892822667389885,0.02497502497502497,0.19880119880119881
T1_select_source,_z_top_anchor_overlap,other,7,0.14285714285714285,0.19850202266595623,0.1892822667389885,0.02497502497502497,0.19880119880119881
T1_select_source,rel_magnitude_l1_to_target,L1_mechanism,7,0.14285714285714285,0.13540190000245048,0.15812361278292275,0.05484515484515485,0.16473526473526473
T1_select_source,rel_magnitude_rmse_to_target,L1_mechanism,7,0.14285714285714285,0.13540190000245048,0.15812361278292275,0.06383616383616383,0.15574425574425574
T1_select_source,_z_neg_magnitude_rmse,other,7,0.14285714285714285,0.13540190000245048,0.15812361278292275,0.06383616383616383,0.15574425574425574
T1_select_source,target_direction_subspace_residual,L1_mechanism,7,0.14285714285714285,0.1832759893041493,0.056786351428172455,-0.09760239760239761,0.11158841158841158
T1_select_source,_z_neg_subspace_residual,other,7,0.14285714285714285,0.1832759893041493,0.056786351428172455,-0.09760239760239761,0.11158841158841158
T1_select_source,source_native_nll,L2_text,7,0.0,0.23625001639047902,0.17621607918420967,-0.14215784215784216,0.5031968031968032
T1_select_source,target_minus_source_nll,L2_text,7,0.0,0.14293922459830669,0.12199691715294303,0.14215784215784216,0.5031968031968032
T1_select_source,_z_neg_source_native_nll,other,7,0.0,0.23625001639047902,0.17621607918420967,-0.14215784215784216,0.5031968031968032
T1_select_source,combined_hidden_source_quality_score,L4_composite,7,0.0,0.23625001639047902,0.17621607918420967,-0.14215784215784216,0.5031968031968032
T1_select_source,diagnostic_source_direction_entropy_mean,other,7,0.0,0.3130129680545912,0.2783862025018901,-0.30199800199800203,0.333966033966034
T1_select_source,source_hidden_size,other,7,0.0,0.21578594122200986,0.15988858197133826,-0.3151108851230396,0.3335498693227038
T1_select_source,target_magnitude_tail_frac,L1_pair_compatibility,1,0.0,0.16364232895035724,0.16364232895035724,0.333285168648392,0.333285168648392
T1_select_source,_z_neg_target_magnitude_tail,other,1,0.0,0.16364232895035724,0.16364232895035724,0.333285168648392,0.333285168648392
T1_select_source,prior_same_model_family,L3_discrete,6,0.0,0.14541672779540252,0.14281962305165014,0.11131202249108539,0.31614864509076107
T1_select_source,diagnostic_target_direction_std_mean,other,7,0.0,0.2449699048025385,0.16702351254198666,-0.24485795193057605,0.3057156302689665
T1_select_source,diagnostic_target_magnitude_std_mean,other,7,0.0,0.2235947837797787,0.16364232895035724,-0.0659671839620629,0.3013119527440131
T1_select_source,diagnostic_target_magnitude_std_min,other,7,0.0,0.2235947837797787,0.16364232895035724,-0.0659671839620629,0.3013119527440131
T1_select_source,prior_source_param_b,other,7,0.0,0.21578594122200986,0.15988858197133826,-0.2859074955650965,0.2859074955650965
T1_select_source,memory_target_norm_gap,other,7,0.0,0.25782216297165333,0.19924538182404095,-0.06913086913086913,0.27492507492507495
T1_select_source,source_to_target_anchor_kl,L1_pair_compatibility,7,0.0,0.4255414551909669,0.2783862025018901,-0.18411588411588412,0.268031968031968
T1_select_source,_z_neg_source_to_target_kl,other,7,0.0,0.4255414551909669,0.2783862025018901,-0.18411588411588412,0.268031968031968
T1_select_source,anchor_direction_js_to_target,L1_mechanism,7,0.0,0.4255414551909669,0.2783862025018901,-0.18711288711288712,0.26503496503496504
T1_select_source,_z_neg_anchor_js,other,7,0.0,0.4255414551909669,0.2783862025018901,-0.18711288711288712,0.26503496503496504
T1_select_source,combined_hidden_js_score,L4_composite,7,0.0,0.4255414551909669,0.2783862025018901,-0.18711288711288712,0.26503496503496504
