target,metric,n,pearson,spearman
llama1b,source_native_nll,12,0.5843993219658006,0.5734265734265734
llama1b,target_minus_source_nll,12,-0.5843993219658006,-0.5734265734265734
llama1b,_z_neg_source_native_nll,12,-0.5843993219658006,-0.5734265734265734
llama1b,combined_hidden_source_quality_score,12,-0.5843993219658006,-0.5734265734265734
llama1b,diagnostic_rel_magnitude_z_abs_mean,12,-0.28061315333742043,-0.3076923076923077
llama1b,rel_magnitude_l1_to_target,12,-0.3249089654972424,-0.2867132867132867
llama1b,rel_magnitude_rmse_to_target,12,-0.3284788402839212,-0.2867132867132867
llama1b,memory_target_norm_gap,12,-0.2050065420771044,-0.2867132867132867
llama1b,_z_neg_magnitude_rmse,12,0.32847884028392127,0.2867132867132867
llama1b,pair_geometry_compatibility_score,12,0.16602471828629695,0.27972027972027974
llama1b,target_readability_energy,12,0.18150980954954116,0.1958041958041958
llama1b,_z_target_readability_energy,12,0.18150980954954116,0.1958041958041958
llama1b,prior_source_param_b,12,-0.08531155347437347,-0.1382924964680298
llama1b,prior_log_param_ratio_target_over_source,12,0.14543409370867416,0.1382924964680298
llama1b,_z_log_param_ratio,12,0.14543409370867416,0.1382924964680298
llama1b,source_target_top_anchor_overlap,12,0.06796118043424107,0.13286713286713286
llama1b,_z_top_anchor_overlap,12,0.06796118043424103,0.13286713286713286
llama1b,target_readability_tail_frac,12,-0.08302447773012613,-0.11888111888111888
llama1b,_z_neg_target_readability_tail,12,0.08302447773012614,0.11888111888111888
llama1b,diagnostic_target_direction_std_min,12,0.09395095635041092,0.10513544914236059
llama1b,prior_same_model_family,12,0.09363640254223717,0.10241831129983783
llama1b,prior_cross_model_family,12,-0.09363640254223714,-0.10241831129983783
llama1b,abs_log_hidden_ratio,12,0.18361964745408202,0.0788778768541191
llama1b,diagnostic_rel_direction_z2_mean,12,-0.08794102720474616,-0.07692307692307693
llama1b,target_readability_z2_mean,12,-0.08572306799239096,-0.07692307692307693
llama1b,_z_neg_target_readability_z2,12,0.08572306799239092,0.07692307692307693
llama1b,combined_ratio_direction_score,12,0.14700832423310015,0.07692307692307693
llama1b,source_hidden_size,12,-0.037176834497626675,-0.0645364446988247
