encoder,target,n_samples,n_mem_tokens,hidden_size,memory_norm_mean,memory_norm_std,memory_norm_cv,memory_effective_rank,memory_token_cosine_mean,anchor_direction_entropy_mean,anchor_top1_mass_mean,anchor_top5_mass_mean,anchor_direction_std_mean,anchor_magnitude_std_mean
llama1b,llama1b,128,32,2048,31.85257911682129,6.320289611816406,0.19842316210269928,8.962458110543304,0.597307154443115,6.218086652457714,0.0035633572424558224,0.016427077251137234,0.014271343025029637,0.14084990788251162
llama1b,llama3b,128,32,3072,50.655860900878906,2.9239020347595215,0.05772090330719948,13.733607601358276,0.5593710984103382,6.224174875766039,0.0031698249440523796,0.014846059595583938,0.012926397866976913,0.054640255228150636
llama1b,qwen1.5b,128,32,1536,160.18344116210938,13.99212646484375,0.08735064417123795,3.9402899194310503,0.7951194462366402,6.210002921521664,0.003969556299125543,0.01781737123383209,0.012310843747400213,0.09671185718616471
llama1b,qwen3b,128,32,2048,249.60816955566406,30.443185806274414,0.12196390330791473,2.123675073402097,0.7675966289825737,6.216336749494076,0.003414883229197585,0.016116390048409812,0.009595244096999522,0.14838590763974935
llama1b,qwen7b,128,32,3584,228.7618865966797,49.172096252441406,0.21494881808757782,4.1415104853998645,0.76877427008003,6.224977090954781,0.003142461682728026,0.014696071193611715,0.007784281988278963,0.1558670512167737
gpt2,llama3b,128,32,3072,43.30621337890625,3.720305919647217,0.0859069749712944,32.53771927957684,0.49992730328813195,6.224694401025772,0.003173326311298297,0.014859420225548092,0.013394515321124345,0.08519383083330467
gpt2,qwen1.5b,128,32,1536,130.66061401367188,31.528718948364258,0.24130240082740784,3.1567029111694893,0.7765758708119392,6.206661283969879,0.0038095505769888405,0.01768014280241914,0.011253952274273615,0.4136437098495662
gpt2,qwen3b,128,32,2048,143.17318725585938,10.022811889648438,0.07000481337308884,5.275097320145313,0.8266631155274808,6.215613160282373,0.0036758999194717035,0.01656551522319205,0.009108046142500825,0.06765318251564167
gpt2,qwen7b,128,32,3584,169.86489868164062,12.340840339660645,0.07265091687440872,4.484684852175243,0.7346421894617379,6.223644472658634,0.0032467657929373672,0.015149265003856272,0.008235287830757443,0.0727767896023579
