encoder,target,n_samples,n_mem_tokens,hidden_size,memory_norm_mean,memory_norm_std,memory_norm_cv,memory_effective_rank,memory_token_cosine_mean,anchor_direction_entropy_mean,anchor_top1_mass_mean,anchor_top5_mass_mean,anchor_direction_std_mean,anchor_magnitude_std_mean
llama1b,llama1b,128,8,2048,47.02211380004883,1.6493258476257324,0.035075537860393524,10.12476527757542,0.3409480124246329,6.2193868085742,0.0034831614120776067,0.016047026103478856,0.017671285939286463,0.032995131172356196
llama1b,llama3b,128,8,3072,91.29375457763672,5.296618461608887,0.0580173134803772,10.534886111626772,0.4359143029432744,6.225182261317968,0.003146546316202148,0.014686607275507413,0.012969544222869445,0.054424442554591224
llama1b,qwen1.5b,128,8,1536,220.69821166992188,5.553499698638916,0.02516331896185875,4.455066820728743,0.8894898323342204,6.210949596017599,0.003941249206036446,0.018202574719907716,0.009232882744981907,0.02332137624762254
llama1b,qwen3b,128,8,2048,280.3993225097656,7.835214138031006,0.02794305607676506,5.288734254959324,0.921896540094167,6.216316483914852,0.004301474520616466,0.01802142609085422,0.005771184973127674,0.0245859069909784
llama1b,qwen7b,128,8,3584,355.5473937988281,11.535100936889648,0.03244321793317795,3.7835575153020753,0.6755077638663352,6.224538758397102,0.003215286653357907,0.015223452799546067,0.008712101756827906,0.03132404282223433
gpt2,llama3b,128,8,3072,61.237388610839844,3.674389362335205,0.06000238656997681,11.95069172979092,0.47588486364111304,6.224839940667152,0.003192345086063142,0.014903016948665027,0.012220990349305794,0.05036237568128854
gpt2,qwen1.5b,128,8,1536,171.8636474609375,11.373138427734375,0.06617535650730133,6.1974389976523065,0.881364393979311,6.209305685013533,0.003987148800661089,0.018174574623117223,0.009135675798461307,0.06809361712657847
gpt2,qwen3b,128,8,2048,226.34063720703125,24.559398651123047,0.10850635915994644,2.3142554272947247,0.7746205287985504,6.216806583106518,0.004140153523621848,0.017275441845413297,0.009270882939745206,0.12543960433686152
gpt2,qwen7b,128,8,3584,313.96099853515625,18.033952713012695,0.05744010582566261,4.413331311198107,0.8044940861873329,6.224632870405912,0.003206331808542018,0.014877712783345487,0.006769593121134676,0.0573239459481556
