task,metric,tier,n_groups,top1_hit_rate,mean_regret_at_1,median_regret_at_1,mean_spearman,mean_abs_spearman
T1_select_source,source_native_nll,L2_text,7,0.2857142857142857,0.12956875678810725,0.051253173543178265,0.3315684315684316,0.5055944055944056
T1_select_source,_z_neg_source_native_nll,other,7,0.2857142857142857,0.12956875678810725,0.051253173543178265,0.3315684315684316,0.5055944055944056
T1_select_source,combined_hidden_source_quality_score,L4_composite,7,0.2857142857142857,0.12956875678810725,0.051253173543178265,0.3315684315684316,0.5055944055944056
T1_select_source,pair_geometry_compatibility_score,L1_pair_compatibility,7,0.2857142857142857,0.1546763761014542,0.15513921011438414,-0.009390609390609395,0.2983016983016983
T1_select_source,prior_param_tier_jump,L3_discrete,5,0.2,0.15463168315438908,0.1114407807064759,0.2336702513966708,0.29280149099557906
T1_select_source,prior_cross_model_family,other,6,0.16666666666666666,0.22681432942056134,0.2544178156850359,-0.250361677246875,0.38691942564665877
T1_select_source,diagnostic_target_direction_entropy,other,7,0.14285714285714285,0.20154153602331523,0.18580137983030998,0.050417502041062615,0.5132511958582724
T1_select_source,diagnostic_target_direction_std_min,other,7,0.14285714285714285,0.20060888293133483,0.24165804122613022,0.18026101799746783,0.3220317789828601
T1_select_source,combined_ratio_direction_score,L4_composite,7,0.14285714285714285,0.19569178356322087,0.18156999239775684,0.039760239760239756,0.3014985014985015
T1_select_source,rel_magnitude_l1_to_target,L1_mechanism,7,0.14285714285714285,0.17925483974003198,0.1539836722343959,0.2705294705294705,0.27652347652347653
T1_select_source,rel_magnitude_rmse_to_target,L1_mechanism,7,0.14285714285714285,0.17925483974003198,0.1539836722343959,0.26053946053946053,0.26653346653346655
T1_select_source,_z_neg_magnitude_rmse,other,7,0.14285714285714285,0.17925483974003198,0.1539836722343959,0.26053946053946053,0.26653346653346655
T1_select_source,prior_log_param_ratio_target_over_source,L3_discrete,7,0.14285714285714285,0.18319574262051214,0.18156999239775684,0.12140951890901704,0.24547606470223396
T1_select_source,_z_log_param_ratio,other,7,0.14285714285714285,0.18319574262051214,0.18156999239775684,0.12140951890901704,0.24547606470223396
T1_select_source,memory_target_norm_gap,other,7,0.14285714285714285,0.20154153602331523,0.18580137983030998,-0.028471528471528472,0.12937062937062938
T1_select_source,target_minus_source_nll,L2_text,7,0.0,0.2476284744531451,0.24165804122613022,-0.3315684315684316,0.5055944055944056
T1_select_source,diagnostic_target_direction_std_mean,other,7,0.0,0.2579906307176299,0.28926659329565485,-0.020241319478170854,0.4858491120990207
T1_select_source,source_target_direction_entropy_gap,L1_pair_compatibility,7,0.0,0.2533478015355798,0.2891345503654283,-0.2088911088911089,0.3927072927072927
T1_select_source,_z_neg_direction_entropy_gap,other,7,0.0,0.2533478015355798,0.2891345503654283,-0.2088911088911089,0.3927072927072927
T1_select_source,prior_same_model_family,L3_discrete,6,0.0,0.18869377125645936,0.1327122264704359,0.250361677246875,0.38691942564665877
T1_select_source,anchor_direction_js_to_target,L1_mechanism,7,0.0,0.24882451978655418,0.24805554398015342,-0.13916083916083916,0.34095904095904095
T1_select_source,_z_neg_anchor_js,other,7,0.0,0.24882451978655418,0.24805554398015342,-0.13916083916083916,0.34095904095904095
T1_select_source,combined_hidden_js_score,L4_composite,7,0.0,0.24882451978655418,0.24805554398015342,-0.13916083916083916,0.34095904095904095
T1_select_source,rel_direction_rmse_to_target,L1_mechanism,7,0.0,0.21539224532321594,0.18580137983030998,-0.08751248751248751,0.3300699300699301
T1_select_source,capacity_normalized_direction_rmse,L1_mechanism,7,0.0,0.21539224532321594,0.18580137983030998,-0.08751248751248751,0.3300699300699301
