metric,tier,global_spearman,T1_mean_abs_spearman,T2_mean_abs_spearman
target_readability_cross_entropy,L1_pair_compatibility,-0.44496452709793877,0.320979020979021,0.46224489795918366
source_to_target_anchor_kl,L1_pair_compatibility,-0.4201334956550942,0.3289710289710289,0.49489795918367346
pair_normalized_direction_rmse,L1_pair_compatibility,-0.40770748499223375,0.25804195804195806,0.4908163265306123
target_magnitude_tail_frac,L1_pair_compatibility,-0.26674244692588606,0.26593594178615615,0.6546536707079772
pair_geometry_compatibility_score,L1_pair_compatibility,0.25351580538180596,0.2983016983016983,0.40510204081632656
target_readability_tail_frac,L1_pair_compatibility,-0.21383636502918313,0.2423985775092215,0.47171912192905824
source_target_direction_entropy_gap,L1_pair_compatibility,-0.18903488518534067,0.3927072927072927,0.436734693877551
source_target_direction_dispersion_gap,L1_pair_compatibility,-0.1390369841736283,0.09820179820179821,0.5724489795918367
target_readability_energy,L1_pair_compatibility,0.11569623441501196,0.15854145854145854,0.6091836734693877
target_readability_z2_mean,L1_pair_compatibility,-0.09292221149405987,0.1999000999000999,0.38673469387755105
source_target_top_anchor_overlap,L1_pair_compatibility,-0.020192267327148315,0.2999000999000999,0.5020408163265306
target_direction_subspace_residual,L1_mechanism,0.46799042861340834,0.307992007992008,0.4785714285714286
capacity_normalized_direction_rmse,L1_mechanism,-0.4286134083371815,0.3300699300699301,0.4704081632653061
anchor_direction_js_to_target,L1_mechanism,-0.4179505478359431,0.34095904095904095,0.48673469387755103
rel_direction_rmse_to_target,L1_mechanism,-0.41591452919692706,0.3300699300699301,0.4704081632653061
rel_direction_l1_to_target,L1_mechanism,-0.4130179253599765,0.317982017982018,0.4663265306122449
rel_magnitude_l1_to_target,L1_mechanism,-0.11716552621636371,0.27652347652347653,0.33571428571428574
rel_magnitude_rmse_to_target,L1_mechanism,-0.1135132865958608,0.26653346653346655,0.2959183673469388
target_text_nll,L2_text,-0.27851460568384667,,0.36224489795918363
source_native_nll,L2_text,-0.1079869232955407,0.5055944055944056,0.2979591836734694
target_minus_source_nll,L2_text,-0.09615465345703371,0.5055944055944056,0.36224489795918363
prior_log_param_ratio_target_over_source,L3_discrete,0.4942594997181181,0.24547606470223396,0.6634214903031769
prior_param_tier_jump,L3_discrete,0.1328786868495372,0.29280149099557906,0.5673791114755118
prior_same_model_family,L3_discrete,0.06322477359003924,0.38691942564665877,0.2310759290189407
combined_hidden_source_quality_score,L4_composite,0.6213016517964172,0.5055944055944056,0.7775261982057214
combined_hidden_js_score,L4_composite,0.5414550186809958,0.34095904095904095,0.636734693877551
combined_hidden_direction_score,L4_composite,0.5018680995760043,0.3300699300699301,0.5714285714285714
combined_ratio_direction_score,L4_composite,0.461819403047731,0.3014985014985015,0.5275510204081633
combined_param_direction_score,L4_composite,0.43056546744469165,0.3300699300699301,0.5153061224489796
_z_target_hidden_size,L0_baseline,0.7368765883938045,,0.7751735410091456
target_hidden_size,L0_baseline,0.7368765883938045,,0.7751735410091456
_z_prior_target_param_b,L0_baseline,0.5920127994818021,,0.6634214903031769
prior_target_param_b,L0_baseline,0.5920127994818021,,0.6634214903031769
_z_log_param_ratio,other,0.4942594997181181,0.24547606470223396,0.6634214903031769
diagnostic_target_direction_std_min,other,-0.47057042901155544,0.3220317789828601,0.5387755102040817
_z_neg_subspace_residual,other,-0.46799042861340834,0.307992007992008,0.4785714285714286
diagnostic_target_direction_entropy,other,0.45043241084173924,0.5132511958582724,0.45
_z_neg_target_readability_ce,other,0.44496452709793877,0.320979020979021,0.46224489795918366
diagnostic_target_direction_std_mean,other,-0.42951286972955055,0.4858491120990207,0.5642857142857143
diagnostic_target_magnitude_std_mean,other,0.4287559818099136,0.18705116656195275,0.6459183673469387
diagnostic_target_magnitude_std_min,other,0.4287559818099136,0.18705116656195275,0.6459183673469387
_z_neg_source_to_target_kl,other,0.4201334956550942,0.3289710289710289,0.49489795918367346
_z_neg_anchor_js,other,0.4179505478359431,0.34095904095904095,0.48673469387755103
_z_neg_direction_rmse,other,0.41591452919692706,0.3300699300699301,0.4704081632653061
_z_neg_pair_norm_direction_rmse,other,0.40770748499223375,0.25804195804195806,0.4908163265306123
memory_target_norm_gap,other,0.34049788002182946,0.12937062937062938,0.6377551020408163
diagnostic_rel_magnitude_z_abs_mean,other,-0.3033457873305067,0.2323676323676324,0.6459183673469387
_z_neg_target_magnitude_tail,other,0.26674244692588606,0.26593594178615615,0.6546536707079772
_z_neg_target_readability_tail,other,0.21383636502918313,0.2423985775092215,0.47171912192905824
_z_neg_direction_entropy_gap,other,0.18903488518534067,0.3927072927072927,0.436734693877551
source_hidden_size,other,-0.1613481487631338,0.26228055202198264,
diagnostic_source_direction_entropy_mean,other,-0.14423173771168563,0.2138861138861139,0.30023848821353727
prior_source_param_b,other,-0.14288687192867242,0.24547606470223396,
_z_neg_direction_dispersion_gap,other,0.1390369841736283,0.09820179820179821,0.5724489795918367
abs_log_hidden_ratio,other,-0.1352359779397403,0.26436013843503575,0.7866431794929856
_z_target_readability_energy,other,0.11569623441501196,0.15854145854145854,0.6091836734693877
_z_neg_magnitude_rmse,other,0.1135132865958608,0.26653346653346655,0.2959183673469388
_z_neg_source_native_nll,other,0.1079869232955407,0.5055944055944056,0.2979591836734694
_z_neg_target_readability_z2,other,0.09292221149405987,0.1999000999000999,0.38673469387755105
diagnostic_rel_direction_z2_mean,other,-0.09151588934133748,0.2102897102897103,0.38673469387755105
prior_cross_model_family,other,-0.06322477359003924,0.38691942564665877,0.2310759290189407
_z_top_anchor_overlap,other,-0.020192267327148315,0.2999000999000999,0.5020408163265306
diagnostic_source_direction_std_mean,other,-0.019590655304265934,0.08121878121878122,0.32170830054358174
