compressor,metric,n,pearson,spearman
gpt2:llama1b,diagnostic_rel_magnitude_z_abs_mean,6,-0.5963872418472671,-0.9428571428571428
gpt2:llama1b,diagnostic_target_magnitude_std_mean,6,0.32769441008859657,0.9428571428571428
gpt2:llama1b,diagnostic_target_magnitude_std_min,6,0.327694403894767,0.9428571428571428
gpt2:llama1b,abs_log_hidden_ratio,6,0.9006706322752931,0.8116794499134278
gpt2:llama1b,prior_target_param_b,6,0.7256051535979892,0.7944613465542745
gpt2:llama1b,prior_log_param_ratio_target_over_source,6,0.7099296146716669,0.7944613465542745
gpt2:llama1b,_z_prior_target_param_b,6,0.725605153597989,0.7944613465542745
gpt2:llama1b,_z_log_param_ratio,6,0.7099296146716668,0.7944613465542745
gpt2:llama1b,rel_direction_l1_to_target,6,-0.24793407832396558,-0.7714285714285715
gpt2:llama1b,rel_direction_rmse_to_target,6,-0.2543149591767121,-0.7714285714285715
gpt2:llama1b,capacity_normalized_direction_rmse,6,-0.3053982439060223,-0.7714285714285715
gpt2:llama1b,pair_normalized_direction_rmse,6,-0.28152970011391265,-0.7714285714285715
gpt2:llama1b,target_readability_tail_frac,6,0.13011366699907298,-0.7714285714285715
gpt2:llama1b,_z_neg_direction_rmse,6,0.254314959176712,0.7714285714285715
gpt2:llama1b,_z_neg_pair_norm_direction_rmse,6,0.28152970011391276,0.7714285714285715
gpt2:llama1b,_z_neg_target_readability_tail,6,-0.13011366699907298,0.7714285714285715
gpt2:llama1b,combined_hidden_source_quality_score,6,0.838557880783324,0.7714285714285715
gpt2:llama1b,target_hidden_size,6,0.841513496383395,0.753702346348183
gpt2:llama1b,_z_target_hidden_size,6,0.8415134963833949,0.753702346348183
gpt2:llama1b,memory_target_norm_gap,6,0.4322544761336209,0.7142857142857143
gpt2:llama1b,target_direction_subspace_residual,6,0.7077954003686286,0.7142857142857143
gpt2:llama1b,diagnostic_rel_direction_z2_mean,6,-0.07726509030815103,-0.7142857142857143
gpt2:llama1b,target_readability_z2_mean,6,-0.07619933564303065,-0.7142857142857143
gpt2:llama1b,_z_neg_subspace_residual,6,-0.7077954003686286,-0.7142857142857143
gpt2:llama1b,_z_neg_target_readability_z2,6,0.07619933564303062,0.7142857142857143
gpt2:llama1b,combined_param_direction_score,6,0.5039529003287866,0.7142857142857143
gpt2:llama1b,combined_ratio_direction_score,6,0.4369286676740473,0.7142857142857143
gpt2:llama1b,pair_geometry_compatibility_score,6,0.07353614025219106,0.7142857142857143
gpt2:llama1b,combined_hidden_direction_score,6,0.6255369266791766,0.6571428571428571
gpt2:llama1b,combined_hidden_js_score,6,0.6261325377325668,0.6571428571428571
gpt2:llama1b,anchor_direction_js_to_target,6,-0.25586762349156744,-0.6
gpt2:llama1b,diagnostic_target_direction_std_mean,6,-0.34154886500793596,-0.6
gpt2:llama1b,target_readability_cross_entropy,6,-0.25754376731811773,-0.6
gpt2:llama1b,source_to_target_anchor_kl,6,-0.2599632571879154,-0.6
gpt2:llama1b,source_target_direction_dispersion_gap,6,-0.3859439349986133,-0.6
gpt2:llama1b,diagnostic_target_direction_entropy,6,0.19561182360741494,0.6
gpt2:llama1b,_z_neg_anchor_js,6,0.25586762349156744,0.6
gpt2:llama1b,_z_neg_target_readability_ce,6,0.2575437673181177,0.6
gpt2:llama1b,_z_neg_source_to_target_kl,6,0.2599632571879154,0.6
gpt2:llama1b,_z_neg_direction_dispersion_gap,6,0.38594393499861335,0.6
gpt2:llama1b,target_readability_energy,6,0.48919382784477927,0.5428571428571428
gpt2:llama1b,_z_target_readability_energy,6,0.48919382784477927,0.5428571428571428
gpt2:llama1b,rel_magnitude_l1_to_target,6,0.027180125583438377,0.42857142857142855
gpt2:llama1b,rel_magnitude_rmse_to_target,6,0.10514190560770666,0.42857142857142855
gpt2:llama1b,source_native_nll,6,0.8207887454584127,0.42857142857142855
gpt2:llama1b,_z_neg_magnitude_rmse,6,-0.10514190560770745,-0.42857142857142855
gpt2:llama1b,_z_neg_source_native_nll,6,-0.8207887454584137,-0.42857142857142855
gpt2:llama1b,prior_param_tier_jump,6,0.407891360112196,0.3927922024247863
gpt2:llama1b,target_text_nll,6,-0.22498835485139132,-0.37142857142857144
gpt2:llama1b,target_minus_source_nll,6,-0.23753967858898084,-0.37142857142857144
gpt2:llama1b,prior_same_model_family,6,0.37209902146160295,0.20701966780270628
gpt2:llama1b,prior_cross_model_family,6,-0.37209902146160295,-0.20701966780270628
gpt2:llama1b,diagnostic_source_direction_std_mean,6,0.35724314970246746,0.15179418517972906
gpt2:llama1b,source_target_top_anchor_overlap,6,-0.21928140832843623,-0.08571428571428572
gpt2:llama1b,source_target_direction_entropy_gap,6,0.29110889560423076,-0.08571428571428572
gpt2:llama1b,_z_top_anchor_overlap,6,-0.2192814083284362,-0.08571428571428572
gpt2:llama1b,_z_neg_direction_entropy_gap,6,-0.2911088956042308,0.08571428571428572
gpt2:llama1b,diagnostic_source_direction_entropy_mean,6,0.18609723559417413,0.030358837035945812
gpt2:llama1b,diagnostic_target_direction_std_min,6,-0.25708514845787517,-0.02857142857142857
gpt2:llama3b,diagnostic_rel_magnitude_z_abs_mean,6,-0.5985362165999593,-0.8857142857142857
gpt2:llama3b,diagnostic_target_magnitude_std_mean,6,0.3935386695154861,0.8857142857142857
gpt2:llama3b,diagnostic_target_magnitude_std_min,6,0.39353866493103035,0.8857142857142857
gpt2:llama3b,target_direction_subspace_residual,6,0.6897576715645641,0.8285714285714286
gpt2:llama3b,pair_normalized_direction_rmse,6,-0.3427204810283833,-0.8285714285714286
gpt2:llama3b,source_target_direction_entropy_gap,6,-0.036144882812453365,-0.8285714285714286
gpt2:llama3b,_z_neg_subspace_residual,6,-0.689757671564564,-0.8285714285714286
gpt2:llama3b,_z_neg_pair_norm_direction_rmse,6,0.34272048102838326,0.8285714285714286
gpt2:llama3b,_z_neg_direction_entropy_gap,6,0.03614488281245334,0.8285714285714286
gpt2:llama3b,abs_log_hidden_ratio,6,-0.3775190221404701,-0.7944613465542745
gpt2:llama3b,rel_direction_l1_to_target,6,-0.30419178336096814,-0.7714285714285715
gpt2:llama3b,rel_direction_rmse_to_target,6,-0.3095414299697129,-0.7714285714285715
gpt2:llama3b,capacity_normalized_direction_rmse,6,-0.31598892730896616,-0.7714285714285715
gpt2:llama3b,source_to_target_anchor_kl,6,-0.2928367381708946,-0.7714285714285715
gpt2:llama3b,target_readability_energy,6,-0.40427957448066854,-0.7714285714285715
gpt2:llama3b,_z_neg_direction_rmse,6,0.3095414299697129,0.7714285714285715
gpt2:llama3b,_z_neg_source_to_target_kl,6,0.29283673817089456,0.7714285714285715
gpt2:llama3b,_z_target_readability_energy,6,-0.4042795744806685,-0.7714285714285715
gpt2:llama3b,combined_param_direction_score,6,0.45109615790250107,0.7714285714285715
gpt2:llama3b,combined_ratio_direction_score,6,0.3536151935641507,0.7714285714285715
gpt2:llama3b,prior_target_param_b,6,0.5531687843386593,0.7247137945655605
gpt2:llama3b,prior_log_param_ratio_target_over_source,6,0.4026745291100995,0.7247137945655605
gpt2:llama3b,_z_prior_target_param_b,6,0.5531687843386595,0.7247137945655605
gpt2:llama3b,_z_log_param_ratio,6,0.4026745291100995,0.7247137945655605
gpt2:llama3b,memory_target_norm_gap,6,0.42658050957435306,0.7142857142857143
gpt2:llama3b,prior_param_tier_jump,6,0.8220690426669005,0.6761234037828133
gpt2:llama3b,anchor_direction_js_to_target,6,-0.2891392120752161,-0.6571428571428571
gpt2:llama3b,diagnostic_target_direction_std_mean,6,-0.3181973767586198,-0.6571428571428571
gpt2:llama3b,target_readability_cross_entropy,6,-0.2928989146976232,-0.6571428571428571
gpt2:llama3b,source_target_direction_dispersion_gap,6,-0.30800366362409304,-0.6571428571428571
gpt2:llama3b,diagnostic_target_direction_entropy,6,0.3011357877053406,0.6571428571428571
gpt2:llama3b,_z_neg_anchor_js,6,0.28913921207521615,0.6571428571428571
gpt2:llama3b,_z_neg_target_readability_ce,6,0.29289891469762325,0.6571428571428571
gpt2:llama3b,_z_neg_direction_dispersion_gap,6,0.308003663624093,0.6571428571428571
gpt2:llama3b,combined_hidden_direction_score,6,0.5083909765348915,0.6571428571428571
gpt2:llama3b,combined_hidden_js_score,6,0.5133193357440284,0.6571428571428571
gpt2:llama3b,target_hidden_size,6,0.6223696224842676,0.6179143806533246
gpt2:llama3b,_z_target_hidden_size,6,0.6223696224842675,0.6179143806533246
gpt2:llama3b,source_target_top_anchor_overlap,6,-0.11017304814342226,-0.6
gpt2:llama3b,_z_top_anchor_overlap,6,-0.11017304814342221,-0.6
gpt2:llama3b,combined_hidden_source_quality_score,6,0.6228985305876588,0.6
gpt2:llama3b,target_readability_tail_frac,6,-0.014620413987125073,-0.5428571428571428
gpt2:llama3b,_z_neg_target_readability_tail,6,0.014620413987125089,0.5428571428571428
gpt2:llama3b,diagnostic_rel_direction_z2_mean,6,0.0639073781345566,-0.42857142857142855
gpt2:llama3b,target_text_nll,6,-0.11898930118669093,-0.42857142857142855
gpt2:llama3b,target_minus_source_nll,6,-0.11177853532078394,-0.42857142857142855
gpt2:llama3b,target_readability_z2_mean,6,0.057575578657801156,-0.42857142857142855
gpt2:llama3b,_z_neg_target_readability_z2,6,-0.05757557865780118,0.42857142857142855
gpt2:llama3b,pair_geometry_compatibility_score,6,0.037084748295909575,0.42857142857142855
gpt2:llama3b,rel_magnitude_l1_to_target,6,0.12944961579404793,0.3142857142857143
gpt2:llama3b,rel_magnitude_rmse_to_target,6,0.2021264008096332,0.3142857142857143
gpt2:llama3b,_z_neg_magnitude_rmse,6,-0.20212640080963307,-0.3142857142857143
gpt2:llama3b,diagnostic_source_direction_std_mean,6,-0.44052659216812146,-0.2732295333235123
gpt2:llama3b,source_native_nll,6,-0.5004868329695307,-0.2571428571428571
gpt2:llama3b,_z_neg_source_native_nll,6,0.5004868329695302,0.2571428571428571
gpt2:llama3b,diagnostic_source_direction_entropy_mean,6,-0.07157571335154939,0.030358837035945812
gpt2:llama3b,diagnostic_target_direction_std_min,6,-0.31346140611562967,0.02857142857142857
gpt2:llama3b,prior_same_model_family,6,0.25578414478835976,0.0
gpt2:llama3b,prior_cross_model_family,6,-0.25578414478835976,0.0
gpt2:llama8b,diagnostic_rel_magnitude_z_abs_mean,6,-0.6794097672317452,-0.9428571428571428
gpt2:llama8b,diagnostic_target_magnitude_std_mean,6,0.6409577880447874,0.9428571428571428
gpt2:llama8b,diagnostic_target_magnitude_std_min,6,0.6409578383840918,0.9428571428571428
gpt2:llama8b,source_target_top_anchor_overlap,6,0.825137120051196,0.9428571428571428
gpt2:llama8b,_z_top_anchor_overlap,6,0.8251371200511958,0.9428571428571428
gpt2:llama8b,combined_hidden_source_quality_score,6,0.7420433059927914,0.7714285714285715
gpt2:llama8b,target_hidden_size,6,0.7423552230797961,0.7247137945655605
gpt2:llama8b,abs_log_hidden_ratio,6,-0.7623843214648759,-0.7247137945655605
gpt2:llama8b,_z_target_hidden_size,6,0.7423552230797961,0.7247137945655605
gpt2:llama8b,prior_param_tier_jump,6,-0.59155109084225,-0.6210590034081188
gpt2:llama8b,prior_target_param_b,6,0.5216106779456502,0.5590653920196746
gpt2:llama8b,prior_log_param_ratio_target_over_source,6,0.4029017516924669,0.5590653920196746
gpt2:llama8b,_z_prior_target_param_b,6,0.5216106779456502,0.5590653920196746
gpt2:llama8b,_z_log_param_ratio,6,0.40290175169246695,0.5590653920196746
gpt2:llama8b,memory_target_norm_gap,6,0.3451462008780568,0.5428571428571428
gpt2:llama8b,combined_hidden_direction_score,6,0.40987712582032837,0.37142857142857144
gpt2:llama8b,combined_param_direction_score,6,0.2616775106967503,0.3142857142857143
gpt2:llama8b,combined_ratio_direction_score,6,0.17511598947542778,0.3142857142857143
gpt2:llama8b,prior_same_model_family,6,0.3717897073040171,0.20701966780270628
gpt2:llama8b,prior_cross_model_family,6,-0.37178970730401706,-0.20701966780270628
gpt2:llama8b,rel_direction_l1_to_target,6,-0.027599256311823542,-0.2
gpt2:llama8b,rel_direction_rmse_to_target,6,-0.03217926427994452,-0.2
gpt2:llama8b,target_direction_subspace_residual,6,0.5730594701654964,0.2
gpt2:llama8b,capacity_normalized_direction_rmse,6,-0.07212124037089762,-0.2
